TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
  188.752, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 1.77002   , 15.0803   , 0         , 4.86111   , 6.88889   , 1920      , 820       , 837.969   , 214.375   , 180.547   , 837.734   , 857.813   , 0.742189  , 0.976565  , 0.644533  , 1.09375   , 13.7344   , 83.2031   , 84.5391   , 10.875    , 330       , 13.5      , 13.5      , 1.36      , 82.5      , 43.2266   , 0.215454  , 0         , 0         , -6.75     , 7.72706   , 42.4439   , 1.3794    
  188.802, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 1.66016   , 13.8733   , 0         , 4.86111   , 7.00001   , 2000      , 820       , 837.969   , 205.703   , 181.016   , 837.734   , 858.047   , 0.800783  , 0.937502  , 0.664064  , 1.09375   , 12.9609   , 86.1328   , 87.5156   , 10.875    , 330       , 13.5      , 13.5      , 1.352     , 82.5      , 43.0781   , 0.216004  , 0         , 0         , -6.75     , 7.22962   , 43.2816   , 1.26953   
  188.852, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 1.60217   , 12.825    , 0         , 4.83334   , 7.11112   , 2080      , 820       , 837.969   , 199.063   , 181.172   , 837.734   , 859.609   , 0.800783  , 0.937502  , 0.664064  , 1.09375   , 12.375    , 88.6641   , 90.0703   , 10.875    , 335       , 13.5      , 13.5      , 1.32533   , 82.5      , 42.9063   , 0.216187  , 0         , 0         , -6.75     , 6.95191   , 44.8746   , 1.60217   
  188.902, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.52588   , 11.8622   , 0         , 4.86111   , 7.02778   , 2160      , 820       , 838.047   , 191.016   , 180.391   , 838.984   , 861.172   , 0.89844   , 0.976565  , 0.820315  , 1.32813   , 11.7656   , 90.3281   , 91.7578   , 10.875    , 335       , 12.75     , 12.75     , 1.29867   , 82.5      , 42.75     , 0.21521   , 0         , 0         , -6        , 6.61316   , 46.3166   , 1.52588   
  188.952, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.45874   , 11.0138   , 0         , 5.08334   , 6.77778   , 2240      , 820       , 838.047   , 182.422   , 179.297   , 838.984   , 861.094   , 0.89844   , 0.976565  , 0.820315  , 1.32813   , 11.1328   , 92.4609   , 93.9375   , 10.875    , 335       , 12.75     , 12.75     , 1.272     , 82.5      , 42.4688   , 0.213928  , 0         , 0         , -6        , 6.24543   , 47.3496   , 1.45874   
  189.002, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.37329   , 10.2356   , 0         , 5.36112   , 7.33334   , 2360      , 820       , 838.047   , 179.375   , 178.438   , 838.984   , 860.781   , 0.976565  , 1.13282   , 0.937502  , 1.44532   , 10.9453   , 94.2188   , 95.7188   , 10.875    , 335       , 12.75     , 12.75     , 1.296     , 82.5      , 42.3047   , 0.212891  , 0         , 0         , -5.25     , 6.10962   , 48.5825   , 1.37329   
  189.052, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.33362   , 9.51997   , 0         , 5.55556   , 7.55556   , 2440      , 820       , 838.047   , 176.172   , 177.344   , 838.984   , 861.328   , 0.976565  , 1.13282   , 0.937502  , 1.44532   , 10.7578   , 96.7031   , 98.25     , 10.875    , 335       , 12.75     , 12.75     , 1.42667   , 82.5      , 42.0391   , 0.211609  , 0.392157  , 0         , -5.25     , 6.04859   , 49.6094   , 1.33362   
  189.102, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.24207   , 8.8791    , 0         , 5.91667   , 7.47223   , 2560      , 820       , 838.047   , 171.641   , 176.25    , 837.734   , 861.094   , 1.09375   , 1.28907   , 1.05469   , 1.48438   , 10.4766   , 98.4141   , 99.9844   , 10.875    , 335       , 12.75     , 12.75     , 1.27733   , 82.5      , 41.8281   , 0.210266  , 0.392157  , 0         , -4.5      , 5.90821   , 51.12     , 1.24207   
  189.152, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.19629   , 8.28095   , 0         , 6.38889   , 8.1389    , 2680      , 820       , 838.047   , 167.656   , 172.969   , 837.734   , 860.781   , 1.09375   , 1.28907   , 1.05469   , 1.48438   , 10.4063   , 100.008   , 101.602   , 10.875    , 335       , 12.75     , 12.75     , 1.42667   , 82.5      , 41.5703   , 0.20636   , 0.784314  , 0         , -4.5      , 5.92957   , 52.1546   , 1.19629   
  189.202, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.13831   , 7.76215   , 0         , 6.61112   , 8.69445   , 2720      , 820       , 838.047   , 166.953   , 169.297   , 838.984   , 861.328   , 1.32813   , 1.71875   , 1.17188   , 1.71875   , 10.6641   , 101.039   , 102.656   , 10.875    , 335       , 12.75     , 12.75     , 1.42667   , 82.5      , 41.4375   , 0.201965  , 0.784314  , 0         , -3.75     , 6.05011   , 53.093    , 1.13831   
  189.252, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.15357   , 7.31049   , 0         , 6.88889   , 8.83334   , 2640      , 820       , 838.047   , 169.609   , 168.984   , 838.984   , 861.328   , 1.32813   , 1.71875   , 1.17188   , 1.71875   , 10.9219   , 101.18    , 102.797   , 10.875    , 335       , 12.75     , 12.75     , 1.42667   , 82.5      , 41.1719   , 0.201599  , 1.17647   , 0         , -4.5      , 6.17218   , 53.6713   , 1.15357   
  189.302, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.19629   , 6.91834   , 0         , 6.88889   , 8.3889    , 2640      , 820       , 838.047   , 167.734   , 171.094   , 837.734   , 864.063   , 1.48438   , 1.91407   , 1.36719   , 1.95313   , 10.5703   , 100.453   , 102.047   , 10.875    , 335       , 12.75     , 12.75     , 1.43734   , 82.5      , 41.0313   , 0.204102  , 1.17647   , 0         , -4.5      , 5.99823   , 53.7278   , 1.19629   
  189.352, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.17798   , 6.57807   , 0         , 6.86112   , 8.83334   , 2680      , 820       , 838.047   , 172.5     , 171.406   , 837.734   , 862.266   , 1.48438   , 1.91407   , 1.36719   , 1.95313   , 10.9453   , 100.43    , 102.023   , 10.875    , 335       , 12.75     , 12.75     , 1.43734   , 82.5      , 40.8047   , 0.204529  , 1.17647   , 0         , -4.5      , 6.13251   , 53.3036   , 1.17798   
  189.402, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 1.15967   , 6.28052   , 0         , 6.80556   , 8.8889    , 2640      , 820       , 838.047   , 172.656   , 169.922   , 837.734   , 865.547   , 1.5625    , 1.95313   , 1.48438   , 2.18751   , 11.0859   , 100.828   , 102.445   , 10.875    , 335       , 12.75     , 12.75     , 1.43734   , 82.5      , 40.6719   , 0.202759  , 1.17647   , 0         , -4.5      , 6.31257   , 53.3417   , 1.15967   
  189.452, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 6.02112   , 0         , 6.77778   , 8.77778   , 2600      , 820       , 838.047   , 175.625   , 171.094   , 837.734   , 865.625   , 1.5625    , 1.95313   , 1.48438   , 2.18751   , 11.2266   , 100.43    , 102.023   , 10.875    , 330       , 12.75     , 12.75     , 1.42667   , 82.5      , 40.4844   , 0.204102  , 1.17647   , 0         , -4.5      , 6.21491   , 53.5172   , 0         
  189.502, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.79834   , 0         , 6.77778   , 8.91667   , 2640      , 820       , 838.047   , 179.531   , 172.344   , 838.984   , 866.172   , 1.64063   , 2.03126   , 1.36719   , 2.18751   , 11.4609   , 100.008   , 101.602   , 10.875    , 330       , 12.75     , 12.75     , 1.42667   , 82.5      , 40.3672   , 0.205628  , 1.17647   , 0         , -4.5      , 6.31562   , 53.2898   , 0         
  189.552, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.60456   , 0         , 6.80556   , 8.86112   , 2640      , 820       , 838.047   , 179.766   , 171.328   , 838.984   , 865.703   , 1.64063   , 2.03126   , 1.36719   , 2.18751   , 11.5547   , 100.453   , 102.047   , 10.875    , 330       , 12.75     , 12.75     , 1.42667   , 82.5      , 40.2031   , 0.204407  , 1.17647   , 0         , -4.5      , 6.44227   , 53.0548   , 0         
  189.602, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.43671   , 0         , 6.75001   , 9.00001   , 2600      , 820       , 838.125   , 179.453   , 171.094   , 838.984   , 865.703   , 1.64063   , 1.875     , 1.36719   , 2.18751   , 11.5547   , 100.453   , 102.047   , 10.875    , 330       , 12.75     , 13.5      , 1.42667   , 82.5      , 40.1172   , 0.204102  , 1.17647   , 0         , -4.5      , 6.41175   , 53.3204   , 0         
  189.652, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.29023   , 0         , 6.77778   , 8.25001   , 2600      , 820       , 838.125   , 176.016   , 172.656   , 838.984   , 865.703   , 1.64063   , 1.875     , 1.36719   , 2.18751   , 11.1328   , 99.9609   , 101.555   , 10.875    , 330       , 12.75     , 13.5      , 1.42667   , 82.5      , 39.9219   , 0.205994  , 1.17647   , 0         , -4.5      , 6.22712   , 53.2883   , 0         
  189.702, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.16205   , 0         , 6.66667   , 8.75001   , 2600      , 820       , 838.125   , 176.094   , 172.578   , 838.984   , 868.828   , 1.64063   , 1.875     , 1.28907   , 2.18751   , 11.1563   , 99.9141   , 101.508   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.6406   , 0.205872  , 0.784314  , 0         , -4.5      , 6.19812   , 53.0289   , 0         
  189.752, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.05219   , 0         , 6.69445   , 8.72223   , 2600      , 820       , 838.125   , 176.563   , 171.875   , 838.984   , 867.891   , 1.64063   , 1.875     , 1.28907   , 2.18751   , 11.25     , 100.219   , 101.813   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.5547   , 0.205017  , 0.784314  , 0         , -4.5      , 6.27594   , 52.9984   , 0         
  189.802, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.95606   , 0         , 6.69445   , 8.69445   , 2560      , 820       , 838.125   , 179.375   , 172.813   , 837.734   , 866.016   , 1.64063   , 1.95313   , 1.44532   , 2.26563   , 11.4141   , 99.8672   , 101.461   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.5156   , 0.206177  , 0.784314  , 0         , -4.5      , 6.30036   , 53.1327   , 0         
  189.852, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.87366   , 0         , 6.66667   , 9.41667   , 2560      , 820       , 838.125   , 180.313   , 173.672   , 837.734   , 868.594   , 1.64063   , 1.95313   , 1.44532   , 2.26563   , 11.4141   , 99.5625   , 101.156   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.25     , 0.207215  , 0.784314  , 0         , -4.5      , 6.28357   , 52.9572   , 0         
  189.902, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.80194   , 0         , 6.66667   , 8.55556   , 2600      , 820       , 838.125   , 181.328   , 172.969   , 838.984   , 867.109   , 1.52344   , 1.79688   , 1.36719   , 2.18751   , 11.5547   , 99.8438   , 101.438   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.1641   , 0.20636   , 0.784314  , 0         , -4.5      , 6.42548   , 52.768    , 0         
  189.952, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.75159   , 0         , 6.66667   , 8.86112   , 2560      , 820       , 838.125   , 183.047   , 172.969   , 838.984   , 867.109   , 1.52344   , 1.79688   , 1.36719   , 2.18751   , 11.6953   , 99.7734   , 101.367   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 39.0547   , 0.20636   , 0.784314  , 0         , -4.5      , 6.45752   , 52.9251   , 0         
  190.002, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.71344   , 0         , 6.63889   , 8.52778   , 2520      , 820       , 838.203   , 182.656   , 174.063   , 838.984   , 866.172   , 1.60157   , 1.79688   , 1.36719   , 2.10938   , 11.5781   , 99.4219   , 101.016   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.9453   , 0.207642  , 0.784314  , 0         , -4.5      , 6.41022   , 52.8992   , 0         
  190.052, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.67072   , 0         , 6.58334   , 8.52778   , 2560      , 820       , 838.203   , 181.25    , 174.141   , 838.984   , 868.281   , 1.60157   , 1.79688   , 1.36719   , 2.10938   , 11.4609   , 99.4219   , 101.016   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.7813   , 0.207703  , 0.784314  , 0         , -4.5      , 6.39649   , 52.6932   , 0         
  190.102, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.62494   , 0         , 6.58334   , 8.3889    , 2560      , 820       , 838.203   , 178.906   , 173.594   , 838.984   , 869.766   , 1.60157   , 1.875     , 1.44532   , 2.10938   , 11.2969   , 99.6328   , 101.227   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.6484   , 0.207092  , 0.784314  , 0         , -4.5      , 6.28052   , 52.7085   , 0         
  190.152, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.50001   , 8.3889    , 2520      , 820       , 838.203   , 179.375   , 174.297   , 838.984   , 869.844   , 1.60157   , 1.875     , 1.44532   , 2.10938   , 11.2969   , 99.375    , 100.969   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.625    , 0.207886  , 0.784314  , 0         , -4.5      , 6.25153   , 52.797    , 0         
  190.202, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.50001   , 8.22223   , 2520      , 820       , 838.203   , 179.141   , 175.078   , 838.984   , 868.828   , 1.71875   , 1.875     , 1.44532   , 2.10938   , 11.2031   , 99.1406   , 100.711   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.5781   , 0.208862  , 0.784314  , 0         , -4.5      , 6.1905    , 52.6261   , 0         
  190.252, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.50001   , 8.08334   , 2520      , 820       , 838.203   , 178.125   , 174.609   , 838.984   , 869.844   , 1.71875   , 1.875     , 1.44532   , 2.10938   , 11.1563   , 99.3047   , 100.875   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.3594   , 0.208313  , 0.784314  , 0         , -4.5      , 6.19507   , 52.533    , 0         
  190.302, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.44445   , 8.08334   , 2520      , 820       , 838.203   , 177.734   , 174.609   , 837.734   , 868.828   , 1.71875   , 1.95313   , 1.44532   , 2.10938   , 11.1094   , 99.3047   , 100.875   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.2969   , 0.208313  , 0.784314  , 0         , -4.5      , 6.15082   , 52.5864   , 0         
  190.352, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.41667   , 8.47223   , 2480      , 820       , 838.203   , 177.656   , 175.391   , 837.734   , 867.734   , 1.71875   , 1.95313   , 1.44532   , 2.10938   , 11.0391   , 99        , 100.57    , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.25     , 0.209229  , 0.784314  , 0         , -5.25     , 6.02875   , 52.5696   , 0         
  190.402, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.41667   , 8.27778   , 2520      , 820       , 838.203   , 180.547   , 175.625   , 838.984   , 869.766   , 1.71875   , 1.95313   , 1.48438   , 2.18751   , 11.2734   , 98.9063   , 100.477   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 38.1406   , 0.209473  , 0.784314  , 0         , -4.5      , 6.22406   , 52.4063   , 0         
  190.452, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.41667   , 8.27778   , 2480      , 820       , 838.203   , 180.625   , 175.391   , 838.984   , 869.844   , 1.71875   , 1.95313   , 1.48438   , 2.18751   , 11.2969   , 99.0469   , 100.617   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 37.9922   , 0.209229  , 0.784314  , 0         , -4.5      , 6.2439    , 52.3667   , 0         
  190.502, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.36112   , 8.44445   , 2480      , 820       , 838.203   , 182.578   , 175.625   , 837.734   , 869.844   , 1.64063   , 1.79688   , 1.40625   , 2.34376   , 11.4375   , 98.8594   , 100.43    , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 82.5      , 37.8906   , 0.209473  , 0.784314  , 0         , -5.25     , 6.31714   , 52.4552   , 0         
  190.552, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.36112   , 8.36112   , 2480      , 820       , 838.203   , 183.281   , 175.781   , 837.734   , 869.297   , 1.64063   , 1.79688   , 1.40625   , 2.34376   , 11.4844   , 98.5781   , 100.148   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 82.5      , 37.8438   , 0.209656  , 0.784314  , 0         , -5.25     , 6.35529   , 52.2812   , 0         
  190.602, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.36112   , 8.27778   , 2480      , 820       , 838.203   , 182.578   , 175.859   , 837.734   , 869.844   , 1.5625    , 1.79688   , 1.40625   , 2.10938   , 11.4141   , 98.625    , 100.195   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 37.6719   , 0.209778  , 0.784314  , 0         , -5.25     , 6.31714   , 52.1271   , 0         
  190.652, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.27778   , 8.58334   , 2480      , 820       , 838.203   , 185.859   , 175.781   , 837.734   , 869.844   , 1.5625    , 1.79688   , 1.40625   , 2.10938   , 11.6953   , 98.5781   , 100.148   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 81.75     , 37.5547   , 0.209656  , 0.784314  , 0         , -5.25     , 6.43311   , 52.1805   , 0         
  190.702, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.25      , 8.69445   , 2440      , 820       , 838.203   , 185.781   , 175.938   , 837.734   , 869.844   , 1.48438   , 1.64063   , 1.32813   , 2.10938   , 11.6719   , 98.1797   , 99.75     , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 81.75     , 37.4844   , 0.209839  , 0.784314  , 0         , -5.25     , 6.43006   , 52.1073   , 0         
  190.752, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.25      , 7.97223   , 2440      , 820       , 838.203   , 184.922   , 176.172   , 837.734   , 869.844   , 1.48438   , 1.64063   , 1.32813   , 2.10938   , 11.6016   , 97.9219   , 99.4922   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 37.4688   , 0.210144  , 0.784314  , 0         , -5.25     , 6.42701   , 51.8921   , 0         
  190.802, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.25      , 7.80556   , 2440      , 820       , 838.203   , 180.859   , 176.172   , 837.734   , 869.844   , 1.5625    , 1.64063   , 1.32813   , 1.95313   , 11.25     , 97.8516   , 99.4219   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 37.2344   , 0.210144  , 0.784314  , 0         , -5.25     , 6.23017   , 51.7365   , 0         
  190.852, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.25      , 7.63889   , 2400      , 820       , 838.203   , 177.813   , 176.25    , 837.734   , 869.844   , 1.5625    , 1.64063   , 1.32813   , 1.95313   , 10.9922   , 97.5703   , 99.1172   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 81.75     , 37.0859   , 0.210266  , 0.784314  , 0         , -5.25     , 6.05317   , 51.6755   , 0         
  190.902, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.19445   , 8.83334   , 2400      , 820       , 838.203   , 185.078   , 176.484   , 838.984   , 869.844   , 1.5625    , 1.71875   , 1.32813   , 1.79688   , 11.5781   , 97.2188   , 98.7656   , 10.875    , 330       , 13.5      , 13.5      , 1.42667   , 81.75     , 36.9688   , 0.21051   , 0.784314  , 0         , -5.25     , 6.25611   , 51.5015   , 0         
  190.952, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.13889   , 7.97223   , 2400      , 820       , 838.203   , 186.016   , 176.641   , 838.984   , 869.844   , 1.5625    , 1.71875   , 1.32813   , 1.79688   , 11.6484   , 96.9375   , 98.4844   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 36.8438   , 0.210694  , 0.784314  , 0         , -5.25     , 6.38886   , 51.2894   , 0         
  191.002, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 4.6875    , 0         , 6.13889   , 7.97223   , 2360      , 820       , 838.203   , 185.703   , 176.719   , 837.734   , 867.266   , 1.52344   , 1.71875   , 1.32813   , 1.95313   , 11.625    , 96.7969   , 98.3438   , 10.875    , 330       , 13.5      , 13.5      , 1.448     , 81.75     , 36.5469   , 0.210816  , 0.784314  , 0         , -5.25     , 6.30951   , 51.1307   , 0         
  191.052, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 6.13889   , 8.11112   , 2360      , 820       , 838.203   , 184.375   , 176.953   , 837.734   , 868.75    , 1.52344   , 1.71875   , 1.32813   , 1.95313   , 11.4844   , 96.3516   , 97.875    , 10.875    , 330       , 13.5      , 13.5      , 1.448     , 81.75     , 36.3672   , 0.21106   , 0.392157  , 0         , -5.25     , 6.24848   , 51.062    , 0         
  191.102, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 6.08334   , 8.91667   , 2360      , 820       , 838.125   , 187.344   , 177.109   , 837.734   , 869.531   , 1.44532   , 1.64063   , 1.25      , 1.875     , 11.7188   , 95.9766   , 97.5      , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 36.2656   , 0.211243  , 0.392157  , 0         , -5.25     , 6.32172   , 50.7904   , 0         
  191.152, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 6.05556   , 8.61112   , 2320      , 820       , 838.125   , 191.719   , 177.266   , 837.734   , 869.688   , 1.44532   , 1.64063   , 1.25      , 1.875     , 12.0703   , 95.625    , 97.1484   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 36.1016   , 0.211487  , 0.392157  , 0         , -5.25     , 6.56586   , 50.5768   , 0         
  191.202, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 5.94445   , 8.16667   , 2320      , 820       , 838.125   , 190.156   , 177.5     , 837.734   , 869.844   , 1.36719   , 1.71875   , 1.25      , 1.95313   , 11.9297   , 95.4141   , 96.9375   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 35.7422   , 0.211731  , 0.392157  , 0         , -5.25     , 6.5384    , 50.3662   , 0         
  191.252, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 5.91667   , 8.08334   , 2280      , 820       , 838.125   , 191.25    , 177.656   , 837.734   , 867.734   , 1.36719   , 1.71875   , 1.25      , 1.95313   , 12        , 95.0625   , 96.5859   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 35.5234   , 0.211914  , 0.392157  , 0         , -5.25     , 6.52161   , 50.2533   , 0         
  191.302, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 5.88889   , 8.19445   , 2280      , 820       , 838.203   , 191.25    , 177.734   , 838.984   , 868.203   , 1.36719   , 1.64063   , 1.17188   , 2.03126   , 12        , 94.7109   , 96.2109   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 35.3516   , 0.212036  , 0.392157  , 0         , -5.25     , 6.53687   , 50.0367   , 0         
  191.352, 0         , 0         , 0         , 0         , 2         , 1.04688   , 0         , 0         , 0         , 0         , 5.07813   , 0         , 5.80556   , 7.83334   , 2280      , 820       , 838.203   , 190.469   , 177.969   , 838.984   , 869.766   , 1.36719   , 1.64063   , 1.17188   , 2.03126   , 11.9063   , 94.4297   , 95.9297   , 10.875    , 330       , 13.5      , 13.5      , 1.43734   , 81.75     , 35.2109   , 0.21228   , 0.392157  , 0         , -5.25     , 6.51398   , 49.8261   , 0         
