TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
   96.002, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.79443   , 25.2869   , 0         , 22.4722   , 29.4445   , 3880      , 820       , 838.359   , 395.234   , 175.078   , 838.984   , 1033.28   , 2.65626   , 4.37501   , 3.43751   , 4.06251   , 30.5391   , 180.633   , 183.492   , 11.5547   , 355       , 12.75     , 12.75     , 1.528     , 64.5      , 31.2344   , 0.20874   , 8.2353    , 0         , 4.5       , 17.6346   , 93.5166   , 1.79443   
   96.052, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.80969   , 22.3786   , 0         , 11.3056   , 18.5278   , 3800      , 820       , 838.359   , 318.984   , 175.469   , 838.984   , 1030.47   , 2.65626   , 4.37501   , 3.43751   , 4.06251   , 23.9063   , 175.359   , 178.148   , 11.5547   , 355       , 12.75     , 12.75     , 1.24      , 64.5      , 31.4609   , 0.208801  , 3.52941   , 0         , 4.5       , 14.9399   , 91.1133   , 1.80969   
   96.102, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.84326   , 19.8517   , 0         , 10.9445   , 15.6389   , 3720      , 820       , 838.359   , 252.813   , 175.703   , 837.734   , 1017.19   , 2.34376   , 4.21876   , 2.96876   , 4.06251   , 18.1406   , 169.898   , 172.594   , 11.5547   , 355       , 12.75     , 12.75     , 1.18133   , 64.5      , 31.5625   , 0.20929   , 3.13726   , 0         , 4.5       , 10.8658   , 86.7386   , 1.84326   
   96.152, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.87073   , 17.659    , 0         , 11        , 12.7222   , 3600      , 820       , 838.359   , 215.938   , 174.375   , 837.734   , 1001.56   , 2.34376   , 4.21876   , 2.96876   , 4.06251   , 15.0938   , 159.258   , 161.789   , 11.5547   , 330       , 12.75     , 12.75     , 1.16533   , 64.5      , 31.8828   , 0.209534  , 3.13726   , 0         , 4.5       , 9.00574   , 82.0374   , 1.87073   
   96.202, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.92261   , 15.7745   , 0         , 10.9445   , 11.8611   , 3480      , 820       , 838.359   , 200.313   , 172.734   , 838.984   , 989.141   , 2.34376   , 4.06251   , 2.65626   , 4.06251   , 13.875    , 149.344   , 151.711   , 11.5547   , 330       , 12.75     , 12.75     , 1.16      , 64.5      , 32.0234   , 0.207947  , 3.13726   , 0         , 4.5       , 8.07496   , 77.6826   , 1.92261   
   96.252, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 1.95618   , 14.1678   , 0         , 10.8056   , 12.4722   , 3360      , 820       , 838.359   , 195       , 171.406   , 838.984   , 978.203   , 2.34376   , 4.06251   , 2.65626   , 4.06251   , 13.5469   , 139.617   , 141.844   , 11.5547   , 330       , 12.75     , 12.75     , 1.24      , 64.5      , 32.0391   , 0.205994  , 3.13726   , 0         , 2.25      , 7.85676   , 74.4645   , 1.95618   
   96.302, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 2.01416   , 12.7716   , 0         , 10.4167   , 12.5278   , 3240      , 820       , 838.438   , 193.438   , 169.844   , 838.984   , 969.453   , 2.10938   , 3.75001   , 2.34376   , 3.59376   , 13.5234   , 127.125   , 129.141   , 11.5547   , 330       , 12        , 12        , 1.28533   , 64.5      , 32.0781   , 0.204407  , 3.13726   , 0         , 0.75      , 7.74232   , 71.3334   , 2.01416   
   96.352, 0         , 0         , 0         , 0         , 1         , 0.999757  , 0         , 0         , 0         , 2.05994   , 11.5814   , 0         , 9.97223   , 12.2778   , 3120      , 820       , 838.438   , 195.703   , 168.672   , 838.984   , 960.938   , 2.10938   , 3.75001   , 2.34376   , 3.59376   , 13.8281   , 118.172   , 120.047   , 11.5547   , 320       , 12        , 12        , 1.328     , 64.5      , 31.9531   , 0.202515  , 2.7451    , 0         , -0.75     , 7.99103   , 67.183    , 2.05994   
   96.402, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.11487   , 10.5774   , 0         , 9.77779   , 11.8889   , 3040      , 820       , 838.359   , 197.188   , 167.109   , 837.734   , 952.656   , 2.03126   , 3.28126   , 1.95313   , 3.28126   , 14.0625   , 107.602   , 109.313   , 11.5547   , 320       , 12        , 12.75     , 1.38134   , 64.5      , 31.9141   , 0.201172  , 2.7451    , 0         , -2.25     , 8.13294   , 63.5773   , 2.11487   
   96.452, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.15454   , 9.7046    , 0         , 9.1389    , 11.1945   , 2920      , 820       , 838.359   , 195.625   , 167.969   , 837.734   , 947.422   , 2.03126   , 3.28126   , 1.95313   , 3.28126   , 13.875    , 103.547   , 105.188   , 11.5547   , 320       , 12        , 12.75     , 1.42667   , 64.5      , 31.9297   , 0.19928   , 2.35294   , 0         , -3        , 8.11921   , 57.5592   , 2.15454   
   96.502, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.23084   , 8.97828   , 0         , 8.91667   , 11.25     , 2800      , 820       , 838.359   , 197.891   , 171.094   , 837.734   , 944.766   , 1.95313   , 2.96876   , 1.71875   , 3.12501   , 13.8047   , 102.469   , 104.109   , 11.5547   , 320       , 12.75     , 12.75     , 1.42667   , 64.5      , 31.8359   , 0.200318  , 1.96079   , 0         , -3.75     , 7.99103   , 55.1865   , 2.23084   
   96.552, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.28577   , 8.3664    , 0         , 8.72223   , 11.0278   , 2680      , 820       , 838.359   , 201.094   , 174.531   , 837.734   , 938.594   , 1.95313   , 2.96876   , 1.71875   , 3.12501   , 13.7813   , 101.32    , 102.938   , 11.5547   , 320       , 12.75     , 12.75     , 1.42667   , 64.5      , 31.6719   , 0.204041  , 1.96079   , 0         , -3.75     , 7.96052   , 54.5014   , 2.28577   
   96.602, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.36511   , 7.83234   , 0         , 8.58334   , 9.94445   , 2600      , 820       , 838.359   , 202.656   , 177.969   , 838.984   , 935       , 1.79688   , 2.65626   , 1.5625    , 2.81251   , 13.6406   , 100.172   , 101.766   , 11.5547   , 320       , 12.75     , 12.75     , 1.42667   , 64.5      , 31.5938   , 0.20813   , 1.96079   , 0         , -4.5      , 8.07648   , 53.8147   , 2.36511   
   96.652, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.4231    , 7.39289   , 0         , 8.33334   , 10.0556   , 2480      , 820       , 838.359   , 206.172   , 180.859   , 838.984   , 929.922   , 1.79688   , 2.65626   , 1.5625    , 2.81251   , 13.6875   , 99.2109   , 100.781   , 11.5547   , 320       , 12.75     , 12.75     , 1.42667   , 64.5      , 31.5781   , 0.21228   , 1.96079   , 0         , -3        , 7.8476    , 53.0838   , 2.4231    
   96.702, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.49939   , 7.04041   , 0         , 8.11112   , 10.8611   , 2400      , 820       , 838.359   , 213.203   , 182.5     , 838.984   , 926.25    , 1.5625    , 2.42188   , 1.40625   , 2.50001   , 14.1563   , 97.2422   , 98.7891   , 11.5547   , 320       , 12.75     , 12.75     , 1.49334   , 64.5      , 31.4609   , 0.215698  , 1.56863   , 0         , -4.5      , 8.09327   , 52.4186   , 2.49939   
   96.752, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 2.61536   , 6.77796   , 0.125122  , 7.52778   , 10.25     , 2280      , 820       , 838.359   , 222.422   , 183.359   , 838.984   , 921.797   , 1.5625    , 2.42188   , 1.40625   , 2.50001   , 14.8828   , 95.1328   , 96.6563   , 11.5547   , 320       , 12.75     , 12.75     , 1.528     , 64.5      , 31.2422   , 0.217652  , 1.56863   , 0.358586  , -5.25     , 8.42744   , 51.2558   , 2.61536   
   96.802, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 5.05677   , 10.1563   , 5.08423   , 6.97223   , 9.00001   , 2200      , 820       , 838.359   , 221.875   , 184.297   , 837.734   , 917.656   , 1.48438   , 2.26563   , 1.25      , 2.34376   , 14.7656   , 93.375    , 94.875    , 11.5547   , 320       , 12.75     , 12.75     , 1.50134   , 64.5      , 31.1484   , 0.218689  , 1.17647   , 9.71235   , 6         , 8.38471   , 49.9634   , 5.05677   
   96.852, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 9.98231   , 16.0156   , 15.7318   , 6.61112   , 8.72223   , 2160      , 820       , 838.359   , 219.453   , 254.609   , 837.734   , 913.75    , 1.48438   , 2.26563   , 1.25      , 2.34376   , 14.4844   , 92.0391   , 93.5156   , 17.5313   , 320       , 12.75     , 12.75     , 1.512     , 64.5      , 31.0859   , 0.282044  , 0.784314  , 18.7045   , 31.5      , 8.21229   , 48.9655   , 8.21229   
   96.902, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 17.6148   , 29.2969   , 32.7454   , 10.4445   , 9.77779   , 2160      , 820       , 838.359   , 221.641   , 439.844   , 837.734   , 907.344   , 1.40625   , 2.10938   , 1.17188   , 2.18751   , 14.6953   , 92.2266   , 93.7031   , 33.4688   , 320       , 12.75     , 12.75     , 1.632     , 64.5      , 31.1016   , 0.488282  , 3.13726   , 29.1371   , 31.5      , 8.15888   , 48.2376   , 8.15735   
   96.952, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 22.8363   , 39.4532   , 44.1376   , 19.9167   , 17.4445   , 2160      , 820       , 838.359   , 264.297   , 559.297   , 837.734   , 898.359   , 1.40625   , 2.10938   , 1.17188   , 2.18751   , 18.3516   , 91.9688   , 93.4453   , 43.7344   , 315       , 12.75     , 12.75     , 2.15467   , 64.5      , 31.0469   , 0.657715  , 7.45098   , 35.4314   , 35.25     , 9.7107    , 48.3231   , 9.80836   
   97.002, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 23.9075   , 41.0157   , 46.6797   , 28.3334   , 30.0556   , 2080      , 820       , 838.359   , 406.016   , 582.422   , 837.734   , 889.531   , 1.25      , 1.95313   , 1.09375   , 2.03126   , 30.5391   , 90.9844   , 92.4375   , 45.75     , 315       , 12.75     , 12.75     , 3.184     , 64.5      , 30.9844   , 0.687867  , 10.9804   , 36.5102   , 27        , 14.9216   , 48.1751   , 14.8468   
   97.052, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 24.8718   , 43.3594   , 49.4324   , 27.9445   , 30.8334   , 2040      , 820       , 838.359   , 518.594   , 608.516   , 837.734   , 887.344   , 1.25      , 1.95313   , 1.09375   , 2.03126   , 40.2422   , 89.7656   , 91.1953   , 48.0234   , 315       , 12.75     , 12.75     , 3.57067   , 64.5      , 30.9063   , 0.722657  , 10.5882   , 37.589    , 25.5      , 20.2225   , 47.5769   , 20.221    
   97.102, 0         , 0         , 0         , 0         , 2         , 0.998048  , 0         , 0         , 0         , 26.1597   , 44.9219   , 52.2614   , 28.5278   , 29.3889   , 2000      , 820       , 838.281   , 561.641   , 638.594   , 837.734   , 890.234   , 1.25      , 1.79688   , 1.09375   , 2.03126   , 43.9688   , 88.8984   , 90.3047   , 50.625    , 315       , 12.75     , 13.5      , 3.46934   , 65.25     , 30.9141   , 0.753357  , 10.9804   , 39.0279   , 25.5      , 22.4411   , 46.8491   , 22.4396   
   97.152, 0         , 0         , 0         , 0         , 2         , 0.998048  , 0         , 0         , 0         , 27.3773   , 47.2657   , 55.9021   , 30.0834   , 29.9167   , 2040      , 820       , 838.281   , 587.344   , 665.391   , 837.734   , 891.25    , 1.25      , 1.79688   , 1.09375   , 2.03126   , 46.1953   , 89.4141   , 90.8438   , 52.9688   , 340       , 12.75     , 13.5      , 3.44267   , 65.25     , 30.8672   , 0.777222  , 11.7647   , 41.3671   , 24.75     , 23.7076   , 46.431    , 23.7061   
   97.202, 0         , 0         , 0         , 0         , 2         , 0.993898  , 0         , 0         , 0         , 29.0985   , 51.1719   , 60.4004   , 30.6111   , 31.1111   , 2080      , 820       , 838.359   , 613.359   , 704.141   , 838.984   , 892.344   , 1.32813   , 1.95313   , 1.17188   , 2.10938   , 48.4453   , 89.7891   , 91.2188   , 56.2969   , 340       , 13.5      , 13.5      , 3.65067   , 65.25     , 30.8203   , 0.824708  , 12.549    , 44.6036   , 24.75     , 24.9329   , 46.6965   , 24.9329   
   97.252, 0         , 0         , 0         , 0         , 2         , 0.993898  , 0         , 0         , 0         , 30.2155   , 54.2969   , 62.5763   , 37.0278   , 33.6389   , 2040      , 820       , 838.359   , 644.531   , 729.844   , 838.984   , 895.469   , 1.32813   , 1.95313   , 1.17188   , 2.10938   , 51.1406   , 89.5547   , 90.9844   , 58.5      , 340       , 13.5      , 13.5      , 3.72534   , 65.25     , 30.8203   , 0.863709  , 14.1177   , 46.0425   , 24        , 26.1902   , 46.9315   , 26.1902   
   97.302, 0         , 0         , -0.75     , 0         , 2         , 0.985597  , 0         , 0         , 0         , 30.6488   , 57.0313   , 63.2355   , 36.4723   , 33.75     , 2080      , 820       , 838.359   , 667.891   , 735.078   , 838.984   , 902.891   , 1.40625   , 2.03126   , 1.40625   , 2.10938   , 53.1563   , 90.1641   , 91.5938   , 58.9688   , 340       , 13.5      , 13.5      , 3.69867   , 65.25     , 30.9141   , 0.872559  , 14.1177   , 46.7627   , 24        , 27.591    , 46.8094   , 27.591    
   97.352, 0         , 0         , -0.75     , 0         , 2         , 0.985597  , 0         , 0         , 0         , 31.6895   , 71.0938   , 65.799    , 36.7778   , 32.5834   , 2120      , 820       , 838.359   , 663.906   , 757.969   , 838.984   , 906.328   , 1.40625   , 2.03126   , 1.40625   , 2.10938   , 52.7813   , 90.6563   , 92.1094   , 60.9141   , 345       , 13.5      , 13.5      , 3.528     , 65.25     , 31.0547   , 0.89856   , 14.1177   , 48.7403   , 24        , 27.5543   , 47.1772   , 27.5543   
   97.402, 0         , 0         , -0.75     , 0         , 2         , 0.972902  , -60       , 0         , 0         , 34.253    , 99.2188   , 70.9961   , 40.1945   , 33.4167   , 2080      , 840       , 854.219   , 665.391   , 811.563   , 838.984   , 908.281   , 1.44532   , 2.10938   , 1.64063   , 2.26563   , 52.8984   , 90.5859   , 92.0391   , 65.5078   , 345       , 13.5      , 13.5      , 3.65867   , 65.25     , 31.1797   , 0.960938  , 15.2941   , 53.0571   , 24        , 27.6383   , 47.4198   , 27.6367   
   97.452, 0         , 0         , -0.75     , 0         , 2         , 0.972902  , -20       , 0         , 0         , 36.2305   , 99.2188   , 75.0489   , 47.5834   , 35.7223   , 2120      , 880       , 899.688   , 684.297   , 854.688   , 838.984   , 908.359   , 1.44532   , 2.10938   , 1.64063   , 2.26563   , 54.5156   , 90.9375   , 92.3906   , 69.2344   , 345       , 13.5      , 13.5      , 3.76267   , 65.25     , 31.25     , 1.00842   , 18.4314   , 56.8352   , 24.75     , 28.3936   , 47.3893   , 28.3936   
   97.502, 0         , 0         , -0.75     , 0         , 2         , 0.961183  , 20        , 0.78125   , 0.4       , 37.5641   , 99.2188   , 78.0945   , 52.1112   , 37.5      , 2160      , 920       , 930.547   , 707.734   , 884.063   , 838.984   , 910.859   , 1.52344   , 2.26563   , 1.79688   , 2.42188   , 56.5313   , 91.5234   , 92.9766   , 71.7422   , 345       , 13.5      , 13.5      , 3.95467   , 65.25     , 31.4297   , 1.04248   , 20        , 59.713    , 24        , 29.4876   , 47.6059   , 29.4861   
   97.552, 0         , 0         , -0.75     , 0         , 2         , 0.961183  , 40        , 1.5625    , 0.885     , 38.4949   , 99.2188   , 79.7944   , 58.3612   , 37.4445   , 2160      , 940       , 952.578   , 721.953   , 905       , 838.984   , 912.969   , 1.52344   , 2.26563   , 1.79688   , 2.42188   , 57.7266   , 91.7109   , 93.1641   , 73.5      , 350       , 13.5      , 13.5      , 3.864     , 65.25     , 31.6875   , 1.07947   , 21.9608   , 61.6906   , 24.75     , 30.2109   , 47.9645   , 30.2094   
   97.602, 0         , 0         , -0.75     , 0         , 2         , 0.951662  , 60        , 2.73438   , 1.455     , 39.7339   , 99.2188   , 81.894    , 57.7223   , 37.8056   , 2160      , 960       , 976.875   , 730.938   , 928.047   , 837.734   , 916.484   , 1.60157   , 2.42188   , 1.875     , 2.50001   , 58.5      , 92.0859   , 93.5625   , 75.4688   , 350       , 13.5      , 13.5      , 4.05334   , 65.25     , 31.9766   , 1.09784   , 22.7451   , 64.2083   , 25.5      , 30.8441   , 48.079    , 30.8441   
   97.652, 0         , 0         , -0.75     , 0         , 2         , 0.951662  , 100       , 5.07813   , 2.51      , 40.9027   , 99.2188   , 84.256    , 63.4167   , 39.6389   , 2200      , 1000      , 1003.2    , 736.563   , 953.047   , 837.734   , 919.063   , 1.60157   , 2.42188   , 1.875     , 2.50001   , 58.9453   , 92.625    , 94.1016   , 77.6016   , 350       , 13.5      , 13.5      , 4.34134   , 65.25     , 32.0234   , 1.12836   , 25.4902   , 67.0862   , 24.75     , 31.0013   , 48.3033   , 30.9998   
   97.702, 0         , 0         , -0.75     , 0         , 2         , 0.942628  , 100       , 5.85938   , 2.935     , 41.8457   , 99.2188   , 85.9162   , 87.639    , 41.0556   , 2200      , 1020      , 1024.77   , 753.438   , 973.516   , 837.734   , 922.5     , 1.67969   , 2.65626   , 1.95313   , 2.65626   , 60.3984   , 93.0469   , 94.5234   , 79.3125   , 350       , 13.5      , 14.25     , 3.93334   , 65.25     , 32.3438   , 1.16119   , 32.1569   , 69.0653   , 24.75     , 31.7505   , 48.613    , 31.7505   
   97.752, 0         , 0         , -0.75     , 0         , 2         , 0.942628  , 120       , 7.42188   , 3.785     , 42.8925   , 99.2188   , 87.6008   , 92.5834   , 41.6111   , 2240      , 1040      , 1048.44   , 761.016   , 996.016   , 837.734   , 925.078   , 1.67969   , 2.65626   , 1.95313   , 2.65626   , 61.0078   , 93.375    , 94.8516   , 81.2109   , 355       , 13.5      , 14.25     , 3.936     , 65.25     , 32.5781   , 1.18512   , 34.1177   , 71.403    , 24.75     , 32.0877   , 48.8266   , 32.0862   
   97.802, 0         , 0         , -0.75     , 0         , 2         , 0.935304  , 120       , 8.59375   , 4.325     , 43.2526   , 99.2188   , 87.9822   , 93.2779   , 41.9723   , 2240      , 1040      , 1056.48   , 765.938   , 1003.67   , 838.984   , 932.5     , 1.83594   , 2.73438   , 2.10938   , 2.81251   , 61.4063   , 93.7969   , 95.2969   , 81.8438   , 355       , 13.5      , 13.5      , 3.97067   , 65.25     , 32.9453   , 1.19452   , 33.7255   , 72.1232   , 24.75     , 32.3822   , 49.0448   , 32.3822   
   97.852, 0         , 0         , -0.75     , 0         , 2         , 0.935304  , 140       , 10.5469   , 5.265     , 43.6066   , 99.2188   , 88.3362   , 95.8056   , 41.1111   , 2280      , 1060      , 1064.14   , 763.75    , 1010.94   , 838.984   , 938.906   , 1.83594   , 2.73438   , 2.10938   , 2.81251   , 61.2188   , 94.2422   , 95.7422   , 82.4297   , 355       , 13.5      , 13.5      , 3.90934   , 65.25     , 33.0781   , 1.20386   , 33.7255   , 72.8419   , 25.5      , 32.4417   , 49.321    , 32.4402   
   97.902, 0         , 0         , -0.75     , 0         , 2         , 0.929689  , 120       , 10.9375   , 5.495     , 44.1651   , 99.2188   , 89.0076   , 94.9167   , 41.3056   , 2280      , 1060      , 1076.8    , 771.25    , 1023.36   , 837.734   , 941.953   , 1.91407   , 2.89063   , 2.26563   , 2.96876   , 61.8281   , 94.5469   , 96.0469   , 83.4375   , 355       , 13.5      , 13.5      , 4.00801   , 65.25     , 33.3516   , 1.21802   , 33.7255   , 73.9207   , 25.5      , 32.8003   , 49.5819   , 32.8003   
   97.952, 0         , 0         , -0.75     , 0         , 2         , 0.929689  , 140       , 12.8906   , 6.435     , 44.4611   , 99.2188   , 89.148    , 95.389    , 43.1667   , 2320      , 1080      , 1082.42   , 779.375   , 1029.38   , 837.734   , 944.063   , 1.91407   , 2.89063   , 2.26563   , 2.96876   , 62.4844   , 95.0391   , 96.5625   , 83.9297   , 360       , 13.5      , 13.5      , 4.04001   , 65.25     , 33.6094   , 1.22846   , 34.1177   , 74.2808   , 25.5      , 33.0719   , 49.7544   , 33.0719   
   98.002, 0         , 0         , -0.75     , 0         , 2         , 0.924806  , 140       , 14.0625   , 7.065     , 44.7846   , 99.2188   , 89.5112   , 97.0834   , 44.2223   , 2320      , 1080      , 1089.45   , 782.109   , 1036.41   , 838.984   , 949.688   , 1.95313   , 3.12501   , 2.50001   , 3.12501   , 62.7188   , 95.6484   , 97.1719   , 84.4922   , 360       , 13.5      , 13.5      , 4.05601   , 65.25     , 34.0234   , 1.23358   , 35.6863   , 75.001    , 25.5      , 33.1818   , 50.0336   , 33.1818   
   98.052, 0         , 0         , -0.75     , 0         , 2         , 0.924806  , 140       , 15.2344   , 7.695     , 45.0959   , 99.2188   , 89.6455   , 97.889    , 43.9445   , 2360      , 1080      , 1095.78   , 789.141   , 1043.2    , 838.984   , 955.078   , 1.95313   , 3.12501   , 2.50001   , 3.12501   , 63.2813   , 96.1641   , 97.6875   , 85.0078   , 360       , 13.5      , 13.5      , 4.06667   , 65.25     , 34.1953   , 1.24457   , 35.6863   , 75.3596   , 24        , 33.5999   , 50.4059   , 33.5999   
   98.102, 0         , 0         , -0.75     , 0         , 2         , 0.919679  , 140       , 16.4063   , 8.325     , 45.3827   , 99.2188   , 89.5478   , 98.7779   , 44.8056   , 2360      , 1100      , 1101.72   , 793.047   , 1049.38   , 838.984   , 960.234   , 2.10938   , 3.35938   , 2.73438   , 3.28126   , 63.6094   , 96.5859   , 98.1328   , 85.5      , 360       , 13.5      , 13.5      , 4.04801   , 65.25     , 34.5938   , 1.25202   , 36.8628   , 75.3596   , 24        , 33.7723   , 50.7248   , 33.7708   
   98.152, 0         , 0         , -0.75     , 0         , 2         , 0.919679  , 140       , 17.9688   , 8.99      , 45.6055   , 99.2188   , 89.4227   , 100.472   , 45.1667   , 2400      , 1100      , 1106.33   , 796.875   , 1054.14   , 838.984   , 965.703   , 2.10938   , 3.35938   , 2.73438   , 3.28126   , 63.8672   , 97.1953   , 98.7422   , 85.8516   , 365       , 13.5      , 13.5      , 4.03201   , 65.25     , 34.8672   , 1.258     , 38.0392   , 75.3596   , 24.75     , 33.9966   , 50.9522   , 33.9966   
   98.202, 0         , 0         , -0.75     , 0         , 2         , 0.915285  , 140       , 19.1406   , 9.655     , 45.755    , 99.2188   , 89.3128   , 100.861   , 46.3056   , 2440      , 1100      , 1109.69   , 803.125   , 1057.5    , 837.734   , 970.469   , 2.26563   , 3.51563   , 3.04688   , 3.43751   , 64.4063   , 97.6406   , 99.1875   , 86.0859   , 365       , 13.5      , 13.5      , 4.12001   , 65.25     , 35.3281   , 1.26172   , 38.4314   , 75.3596   , 25.5      , 34.2407   , 51.326    , 34.2407   
   98.252, 0         , 0         , -0.75     , 0         , 2         , 0.915285  , 140       , 19.9219   , 10.32     , 46.045    , 99.2188   , 89.2304   , 101.806   , 47.6389   , 2440      , 1100      , 1116.09   , 812.656   , 1064.14   , 837.734   , 977.813   , 2.26563   , 3.51563   , 3.04688   , 3.43751   , 65.1797   , 97.9688   , 99.5391   , 86.6016   , 365       , 13.5      , 13.5      , 4.16801   , 65.25     , 35.4531   , 1.26959   , 38.8235   , 75.3596   , 24.75     , 34.668    , 51.5915   , 34.668    
   98.302, 0         , 0         , -0.75     , 0         , 2         , 0.912111  , 120       , 19.9219   , 10.585    , 46.225    , 99.2188   , 89.1205   , 101.639   , 49.2778   , 2480      , 1100      , 1119.61   , 823.359   , 1067.81   , 837.734   , 984.844   , 2.42188   , 3.75001   , 3.20313   , 3.59376   , 66.0469   , 97.9688   , 99.5391   , 86.8828   , 365       , 13.5      , 13.5      , 4.18401   , 65.25     , 35.8594   , 1.27429   , 39.6079   , 75.3596   , 24.75     , 35.1059   , 51.8219   , 35.1044   
   98.352, 0         , 0         , -0.75     , 0         , 2         , 0.912111  , 140       , 20.7031   , 11.555    , 46.2586   , 99.2188   , 88.7788   , 104.583   , 49.4723   , 2480      , 1120      , 1120.16   , 824.219   , 1068.36   , 837.734   , 987.734   , 2.42188   , 3.75001   , 3.20313   , 3.59376   , 66.0938   , 98.8594   , 100.43    , 86.8828   , 370       , 13.5      , 13.5      , 4.13067   , 65.25     , 36.1563   , 1.2746    , 39.6079   , 75.001    , 24        , 35.1532   , 52.1485   , 35.1532   
   98.402, 0         , 0         , -0.75     , 0         , 2         , 0.907716  , 140       , 21.4844   , 12.2      , 46.5241   , 99.2188   , 88.7299   , 107.139   , 49.5278   , 2520      , 1120      , 1125.94   , 827.266   , 1074.22   , 837.734   , 993.125   , 2.57813   , 3.90626   , 3.35938   , 3.75001   , 66.3516   , 99.1875   , 100.758   , 87.3516   , 370       , 13.5      , 13.5      , 4.17867   , 65.25     , 36.6094   , 1.28143   , 40.3922   , 75.001    , 24.75     , 35.3089   , 52.3209   , 35.3089   
   98.452, 0         , 0         , -0.75     , 0         , 2         , 0.907716  , 120       , 21.0938   , 11.8      , 46.6431   , 99.2188   , 88.6658   , 110.472   , 51.3056   , 2560      , 1120      , 1128.28   , 830.625   , 1076.56   , 837.734   , 1000.39   , 2.57813   , 3.90626   , 3.35938   , 3.75001   , 66.7031   , 99.4688   , 101.063   , 87.5391   , 370       , 13.5      , 13.5      , 4.19467   , 65.25     , 36.7813   , 1.28424   , 40.7843   , 75.001    , 24.75     , 35.3943   , 52.5422   , 35.3943   
