TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , misol_w   , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , misolv_w  , mizsolv_w , milsol_w  , milsolv_w , zwbas     
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , -         , DK      , PED     , °KW       ,           , , , , , , °KW       
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueBeforeLimitation","TorqueForTimingIntervention","","",""
   40.900, 0         , 0         , 0         , 0         , 4         , 0.990724  , 0         , 0         , 0         , 16.3391   , 16.3391   , 45.3064   , 44.5587   , 27.4167   , 32.4445   , 2680      , 820       , 835.234   , 535.234   , 468.359   , 835.234   , 1154.69   , 983.047   , 2.50001   , 3.04688   , 2.57813   , 2.81251   , 44.2031   , 103.383   , 112.922   , 37.8281   , 575       , 41.25     , 41.25     , 2.68      , 96.75     , 79.0469   , 0.56073   , 0.949982  , 10.5882   , 38.4893   , 30.75     , 18.3075   , 34.1522   , 16.3391   , 18.3075   , 16.3391   , 16.3391   , 30        
   40.950, 0         , 0         , 0         , 0         , 4         , 0.992677  , 0         , 0         , 0         , 16.3117   , 16.3117   , 44.7968   , 44.4886   , 27.3889   , 33.4722   , 2720      , 820       , 835.234   , 522.578   , 469.844   , 835.234   , 1156.09   , 984.219   , 2.50001   , 3.04688   , 2.57813   , 2.81251   , 43.0078   , 103.828   , 113.414   , 37.9922   , 575       , 41.25     , 41.25     , 2.67467   , 96.75     , 79.1328   , 0.562806  , 0.949982  , 10.5882   , 38.4893   , 31.5      , 17.7353   , 34.1355   , 16.3117   , 17.7338   , 16.3117   , 16.3117   , 30.75     
   41.000, 0         , 0         , 0         , 0         , 4         , 0.992677  , 0         , 0         , 0         , 16.3605   , 16.3605   , 44.3543   , 44.5221   , 27.6945   , 33.7778   , 2680      , 820       , 835.234   , 517.266   , 472.109   , 835.234   , 1152.58   , 981.25    , 2.34376   , 3.04688   , 2.50001   , 2.73438   , 42.4922   , 103.547   , 113.109   , 38.2031   , 575       , 41.25     , 41.25     , 2.712     , 96.75     , 79.2031   , 0.565186  , 0.949982  , 10.5882   , 38.4893   , 30.75     , 17.5095   , 34.2194   , 16.3605   , 17.5079   , 16.3605   , 16.3605   , 30        
   41.050, 0         , 0         , 0         , 0         , 4         , 0.994142  , 0         , 0         , 0         , 16.1224   , 16.1224   , 43.9392   , 43.8904   , 28.0556   , 33.75     , 2720      , 820       , 835.234   , 515.391   , 462.188   , 835.234   , 1151.25   , 980.078   , 2.34376   , 3.04688   , 2.50001   , 2.73438   , 42.3281   , 103.734   , 113.32    , 37.2656   , 575       , 41.25     , 41.25     , 2.67467   , 96.75     , 79.2891   , 0.553589  , 0.949982  , 10.5882   , 38.1292   , 31.5      , 17.4652   , 34.1416   , 16.1224   , 17.4652   , 16.1224   , 16.1224   , 30.75     
   41.100, 0         , 0         , 0         , 0         , 4         , 0.994142  , 0         , 0         , 0         , 15.9515   , 15.9515   , 43.5364   , 43.2862   , 28.0834   , 32.3334   , 2720      , 820       , 835.234   , 512.969   , 455.313   , 835.234   , 1151.88   , 980.625   , 2.42188   , 2.96876   , 2.57813   , 2.73438   , 42.0938   , 103.781   , 113.367   , 36.6094   , 575       , 41.25     , 41.25     , 2.64      , 96.75     , 79.375    , 0.545411  , 0.949982  , 10.5882   , 37.7691   , 31.5      , 17.4652   , 34.2026   , 15.9515   , 17.4652   , 15.9515   , 15.9515   , 30.75     
   41.150, 0         , 0         , 0         , 0         , 4         , 0.995119  , 0         , 0         , 0         , 15.7562   , 15.7562   , 43.0954   , 42.685    , 28        , 33.6111   , 2720      , 820       , 835.234   , 524.688   , 447.109   , 835.234   , 1147.89   , 977.188   , 2.42188   , 2.96876   , 2.57813   , 2.73438   , 43.2188   , 103.875   , 113.484   , 35.8359   , 575       , 41.25     , 41.25     , 2.736     , 96.75     , 79.4453   , 0.535279  , 0.949982  , 10.5882   , 37.4105   , 31.5      , 17.7368   , 34.1919   , 15.7562   , 17.7368   , 15.7562   , 15.7562   , 30.75     
   41.200, 0         , 0         , 0         , 0         , 4         , 0.995119  , 0         , 0         , 0         , 15.7318   , 15.7318   , 42.6728   , 42.6392   , 26.0834   , 33.8056   , 2720      , 820       , 835.234   , 524.922   , 445.469   , 835.234   , 1149.84   , 978.906   , 2.50001   , 2.73438   , 2.57813   , 2.81251   , 43.2891   , 104.344   , 113.977   , 35.7188   , 575       , 41.25     , 41.25     , 2.75467   , 96.75     , 79.5078   , 0.53357   , 0.949982  , 10.1961   , 37.4105   , 31.5      , 17.7292   , 34.1797   , 15.7318   , 17.7277   , 15.7318   , 15.7318   , 30.75     
   41.250, 0         , 0         , 0         , 0         , 4         , 0.996095  , 0         , 0         , 0         , 15.7898   , 15.7898   , 42.3035   , 42.6544   , 26.5278   , 32.8334   , 2720      , 820       , 835.234   , 511.328   , 448.047   , 835.234   , 1147.42   , 976.875   , 2.50001   , 2.73438   , 2.57813   , 2.81251   , 41.9766   , 104.18    , 113.813   , 35.9531   , 575       , 41.25     , 41.25     , 2.70934   , 96.75     , 79.5859   , 0.536377  , 0.949982  , 10.1961   , 37.4105   , 31.5      , 17.3844   , 34.2926   , 15.7898   , 17.3828   , 15.7898   , 15.7898   , 30.75     
   41.300, 0         , 0         , 0         , 0         , 4         , 0.996095  , 0         , 0         , 0         , 15.7379   , 15.7379   , 41.9831   , 42.6117   , 26.5278   , 31.6667   , 2720      , 820       , 835.234   , 498.125   , 445.234   , 835.234   , 1147.34   , 976.797   , 2.34376   , 2.73438   , 2.34376   , 2.81251   , 40.7813   , 104.719   , 114.398   , 35.7422   , 575       , 41.25     , 41.25     , 2.58934   , 96.75     , 79.6563   , 0.53302   , 0.949982  , 10.1961   , 37.4105   , 31.5      , 17.0731   , 34.2118   , 15.7379   , 17.0715   , 15.7379   , 15.7379   , 30.75     
   41.350, 0         , 0         , 0         , 0         , 4         , 0.996828  , 0         , 0         , 0         , 15.8112   , 15.8112   , 41.7084   , 42.6209   , 26.5278   , 32.6111   , 2720      , 820       , 835.234   , 500.078   , 449.453   , 835.234   , 1144.84   , 974.688   , 2.34376   , 2.73438   , 2.34376   , 2.81251   , 40.8281   , 104.344   , 113.977   , 36.0234   , 575       , 41.25     , 41.25     , 2.62134   , 96.75     , 79.7734   , 0.538391  , 0.949982  , 10.1961   , 37.4105   , 31.5      , 17.0273   , 34.3689   , 15.8112   , 17.0258   , 15.8112   , 15.8112   , 30.75     
   41.400, 0         , 0         , 0         , 0         , 4         , 0.996828  , 0         , 0         , 0         , 15.5487   , 15.5487   , 41.4337   , 42.0075   , 26.0278   , 32.7778   , 2720      , 820       , 835.234   , 498.125   , 437.891   , 835.234   , 1145.08   , 974.844   , 2.34376   , 2.81251   , 2.34376   , 2.89063   , 40.6875   , 104.883   , 114.563   , 34.9688   , 575       , 41.25     , 41.25     , 2.6       , 96.75     , 79.8594   , 0.523987  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 17.009    , 34.2255   , 15.5487   , 17.0075   , 15.5487   , 15.5487   , 30.75     
   41.450, 0         , 0         , 0         , 0         , 4         , 0.997316  , 0         , 0         , 0         , 15.6189   , 15.6189   , 41.1743   , 42.0014   , 26.4167   , 32.5556   , 2720      , 820       , 835.234   , 500.625   , 441.172   , 835.234   , 1139.84   , 970.391   , 2.34376   , 2.81251   , 2.34376   , 2.89063   , 40.8984   , 104.555   , 114.211   , 35.25     , 575       , 41.25     , 41.25     , 2.60267   , 96.75     , 79.9297   , 0.528748  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 17.0578   , 34.4025   , 15.6189   , 17.0563   , 15.6189   , 15.6189   , 30.75     
   41.500, 0         , 0         , 0         , 0         , 4         , 0.997316  , 0         , 0         , 0         , 15.564    , 15.564    , 40.9516   , 42.0044   , 26.4167   , 32.6667   , 2720      , 820       , 835.234   , 503.125   , 438.594   , 835.234   , 1139.61   , 970.156   , 2.50001   , 2.81251   , 2.18751   , 3.04688   , 41.1797   , 104.883   , 114.563   , 35.0391   , 575       , 41.25     , 41.25     , 2.66667   , 96.75     , 79.9688   , 0.524781  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 17.1356   , 34.2682   , 15.564    , 17.1356   , 15.564    , 15.564    , 30.75     
   41.550, 0         , 0         , 0         , 0         , 4         , 0.997804  , 0         , 0         , 0         , 15.5945   , 15.5945   , 40.7578   , 41.9892   , 25.9445   , 31.75     , 2720      , 820       , 835.234   , 497.266   , 439.766   , 835.234   , 1141.02   , 971.406   , 2.50001   , 2.81251   , 2.18751   , 3.04688   , 40.6172   , 104.953   , 114.656   , 35.1563   , 575       , 41.25     , 41.25     , 2.58934   , 96.75     , 80.0234   , 0.52649   , 0.949982  , 10.1961   , 37.0504   , 31.5      , 17.0395   , 34.3537   , 15.5945   , 17.038    , 15.5945   , 15.5945   , 30.75     
   41.600, 0         , 0         , 0         , 0         , 4         , 0.997804  , 0         , 0         , 0         , 15.5945   , 15.5945   , 40.5899   , 41.9648   , 25.9445   , 32.3889   , 2720      , 820       , 835.234   , 495.703   , 439.531   , 835.234   , 1141.48   , 970.938   , 2.42188   , 2.89063   , 2.26563   , 3.04688   , 40.4766   , 105.07    , 114.773   , 35.1328   , 575       , 41.25     , 41.25     , 2.616     , 96.75     , 80.0547   , 0.526795  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 16.9586   , 34.372    , 15.5945   , 16.9586   , 15.5945   , 15.5945   , 30.75     
   41.650, 0         , 0         , 0         , 0         , 4         , 0.998293  , 0         , 0         , 0         , 15.5823   , 15.5823   , 40.4434   , 41.9678   , 25.9167   , 30.75     , 2720      , 820       , 835.234   , 488.438   , 438.75    , 835.234   , 1138.28   , 968.281   , 2.42188   , 2.89063   , 2.26563   , 3.04688   , 39.7969   , 105.328   , 115.055   , 35.0859   , 575       , 41.25     , 41.25     , 2.552     , 96.75     , 80.1172   , 0.524964  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 16.8488   , 34.3476   , 15.5823   , 16.8488   , 15.5823   , 15.5823   , 30.75     
   41.700, 0         , 0         , 0         , 0         , 4         , 0.998293  , 0         , 0         , 0         , 15.6036   , 15.6036   , 40.3153   , 41.9312   , 25.9167   , 31.6945   , 2720      , 820       , 835.234   , 490.938   , 439.453   , 835.234   , 1137.97   , 967.969   , 2.34376   , 3.04688   , 2.26563   , 2.81251   , 40.0547   , 105.258   , 114.984   , 35.1563   , 575       , 41.25     , 41.25     , 2.52267   , 96.75     , 80.1719   , 0.526673  , 0.949982  , 10.1961   , 37.0504   , 31.5      , 16.8762   , 34.4284   , 15.6036   , 16.8762   , 15.6036   , 15.6036   , 30.75     
   41.750, 0         , 0         , 0         , 0         , 4         , 0.998537  , 0         , 0         , 0         , 15.6036   , 15.6036   , 40.1963   , 41.9831   , 26.25     , 32        , 2720      , 820       , 835.234   , 488.281   , 439.688   , 835.234   , 1136.56   , 966.797   , 2.34376   , 3.04688   , 2.26563   , 2.81251   , 39.7969   , 105.234   , 114.961   , 35.1797   , 575       , 41.25     , 41.25     , 2.52534   , 96.75     , 80.2578   , 0.525818  , 0.949982  , 10.1961   , 37.0504   , 32.25     , 16.7236   , 34.3827   , 15.6036   , 16.7236   , 15.6036   , 15.6036   , 31.5      
   41.800, 0         , 0         , 0         , 0         , 4         , 0.998537  , 0         , 0         , 0         , 15.3931   , 15.3931   , 40.12     , 41.3269   , 25.8611   , 31.8334   , 2760      , 820       , 835.234   , 488.203   , 430.313   , 835.234   , 1134.45   , 964.922   , 2.34376   , 3.04688   , 2.26563   , 2.81251   , 39.8203   , 105.586   , 115.336   , 34.3125   , 575       , 41.25     , 41.25     , 2.57867   , 96.75     , 80.3047   , 0.525574  , 0.949982  , 10.1961   , 36.6903   , 32.25     , 16.7343   , 34.3918   , 15.3931   , 16.7328   , 15.3931   , 15.3931   , 31.5      
   41.850, 0         , 0         , 0         , 0         , 4         , 0.998781  , 0         , 0         , 0         , 15.4266   , 15.4266   , 39.9552   , 41.3452   , 25.8334   , 30.5278   , 2720      , 820       , 835.234   , 488.203   , 431.875   , 835.234   , 1134.3    , 964.766   , 2.42188   , 2.89063   , 2.34376   , 2.81251   , 39.7969   , 105.422   , 115.172   , 34.4531   , 575       , 41.25     , 41.25     , 2.52267   , 96.75     , 80.3438   , 0.515198  , 0.949982  , 10.1961   , 36.6903   , 31.5      , 16.7984   , 34.4574   , 15.4266   , 16.7969   , 15.4266   , 15.4266   , 30.75     
   41.900, 0         , 0         , 0         , 0         , 4         , 0.998781  , 0         , 0         , 0         , 15.387    , 15.387    , 39.8102   , 41.2903   , 25.4722   , 31.8334   , 2760      , 820       , 835.234   , 489.297   , 429.375   , 835.234   , 1132.97   , 963.672   , 2.42188   , 2.89063   , 2.34376   , 2.81251   , 39.9609   , 105.961   , 115.758   , 34.2656   , 575       , 41.25     , 41.25     , 2.57867   , 96.75     , 80.4219   , 0.516358  , 0.949982  , 9.80392   , 36.6903   , 32.25     , 16.7923   , 34.404    , 15.387    , 16.7908   , 15.387    , 15.387    , 31.5      
   41.950, 0         , 0         , 0         , 0         , 4         , 0.999025  , 0         , 0         , 0         , 15.445    , 15.445    , 39.6637   , 41.3147   , 25.4445   , 31.4722   , 2760      , 820       , 835.234   , 482.188   , 432.031   , 835.234   , 1132.66   , 963.359   , 2.42188   , 2.81251   , 2.50001   , 2.81251   , 39.2578   , 105.844   , 115.617   , 34.5      , 575       , 41.25     , 41.25     , 2.56267   , 96.75     , 80.4688   , 0.514405  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.5909   , 34.5246   , 15.445    , 16.5894   , 15.445    , 15.445    , 32.25     
   42.000, 0         , 0         , 0         , 0         , 4         , 0.999025  , 0         , 0         , 0         , 15.4053   , 15.4053   , 39.5356   , 41.2812   , 25.3889   , 30.3889   , 2760      , 820       , 835.234   , 474.609   , 429.766   , 835.234   , 1128.52   , 959.922   , 2.42188   , 2.81251   , 2.50001   , 2.81251   , 38.5781   , 106.172   , 115.992   , 34.3125   , 575       , 41.25     , 41.25     , 2.52      , 96.75     , 80.5391   , 0.516358  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.4017   , 34.4605   , 15.4053   , 16.4002   , 15.4053   , 15.4053   , 32.25     
   42.050, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.4511   , 15.4511   , 39.4257   , 41.2903   , 25.3611   , 31.1945   , 2760      , 820       , 835.234   , 480.078   , 432.109   , 835.234   , 1128.05   , 959.453   , 2.50001   , 2.81251   , 2.42188   , 2.73438   , 39.0703   , 105.938   , 115.734   , 34.5234   , 575       , 41.25     , 41.25     , 2.55467   , 96.75     , 80.5938   , 0.515076  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.5436   , 34.5658   , 15.4511   , 16.5436   , 15.4511   , 15.4511   , 32.25     
   42.100, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.4205   , 15.4205   , 39.3311   , 41.2873   , 25.3611   , 31.3056   , 2760      , 820       , 835.234   , 480       , 430.625   , 835.234   , 1128.2    , 959.609   , 2.50001   , 2.81251   , 2.42188   , 2.73438   , 39.0938   , 106.242   , 116.063   , 34.4063   , 575       , 41.25     , 41.25     , 2.568     , 96.75     , 80.6719   , 0.517029  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.5436   , 34.4956   , 15.4205   , 16.5436   , 15.4205   , 15.4205   , 32.25     
   42.150, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.4511   , 15.4511   , 39.2487   , 41.2781   , 25.6945   , 30.8334   , 2760      , 820       , 835.234   , 481.563   , 431.797   , 835.234   , 1128.2    , 959.609   , 2.42188   , 2.96876   , 2.42188   , 2.57813   , 39.2344   , 106.055   , 115.852   , 34.5      , 575       , 41.25     , 41.25     , 2.552     , 96.75     , 80.7109   , 0.515564  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.6046   , 34.5734   , 15.4511   , 16.6046   , 15.4511   , 15.4511   , 32.25     
   42.200, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.4236   , 15.4236   , 39.177    , 41.272    , 25.3611   , 31.1389   , 2760      , 820       , 835.234   , 481.484   , 430.391   , 835.234   , 1128.2    , 959.609   , 2.42188   , 2.96876   , 2.42188   , 2.57813   , 39.2344   , 106.266   , 116.086   , 34.3828   , 575       , 41.25     , 41.25     , 2.57867   , 96.75     , 80.7656   , 0.516968  , 0.949982  , 9.80392   , 36.6903   , 33        , 16.5878   , 34.5124   , 15.4236   , 16.5863   , 15.4236   , 15.4236   , 32.25     
   42.250, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.2222   , 15.2222   , 39.1144   , 40.6433   , 25.2778   , 31.6667   , 2760      , 820       , 835.234   , 483.438   , 421.484   , 835.234   , 1126.41   , 958.125   , 2.26563   , 3.04688   , 2.42188   , 2.57813   , 39.4453   , 106.594   , 116.438   , 33.5625   , 575       , 41.25     , 41.25     , 2.6       , 96.75     , 80.7969   , 0.504395  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.6474   , 34.5246   , 15.2222   , 16.6474   , 15.2222   , 15.2222   , 32.25     
   42.300, 0         , 0         , 0         , 0         , 4         , 0.999269  , 0         , 0         , 0         , 15.2649   , 15.2649   , 39.0595   , 40.6586   , 25.0278   , 31.5278   , 2760      , 820       , 835.234   , 484.453   , 423.359   , 835.234   , 1125.63   , 957.422   , 2.26563   , 3.04688   , 2.42188   , 2.57813   , 39.5391   , 106.406   , 116.227   , 33.7266   , 575       , 41.25     , 41.25     , 2.62934   , 96.75     , 80.8594   , 0.504578  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.6794   , 34.6207   , 15.2649   , 16.6779   , 15.2649   , 15.2649   , 32.25     
   42.350, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2191   , 15.2191   , 39.0122   , 40.6281   , 24.9445   , 32.1667   , 2760      , 820       , 835.234   , 486.875   , 421.094   , 835.234   , 1123.98   , 956.016   , 2.10938   , 3.04688   , 2.50001   , 2.65626   , 39.7969   , 106.734   , 116.602   , 33.5391   , 575       , 41.25     , 41.25     , 2.64      , 96.75     , 80.8906   , 0.505982  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.6763   , 34.5291   , 15.2191   , 16.6748   , 15.2191   , 15.2191   , 32.25     
   42.400, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2588   , 15.2588   , 38.971    , 40.622    , 24.8611   , 31.9445   , 2760      , 820       , 835.234   , 481.25    , 422.5     , 835.234   , 1119.84   , 952.5     , 2.10938   , 3.04688   , 2.50001   , 2.65626   , 39.2578   , 106.828   , 116.695   , 33.6797   , 575       , 41.25     , 41.25     , 2.58934   , 96.75     , 80.9922   , 0.504151  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.5207   , 34.6344   , 15.2588   , 16.5192   , 15.2588   , 15.2588   , 32.25     
   42.450, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2527   , 15.2527   , 38.9344   , 40.6189   , 24.8334   , 30.75     , 2760      , 820       , 835.234   , 476.328   , 422.266   , 835.234   , 1118.75   , 951.641   , 2.26563   , 3.04688   , 2.57813   , 2.65626   , 38.7891   , 106.875   , 116.742   , 33.6563   , 575       , 41.25     , 41.25     , 2.50934   , 96.75     , 81.0391   , 0.505555  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.4902   , 34.6222   , 15.2527   , 16.4887   , 15.2527   , 15.2527   , 32.25     
   42.500, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2619   , 15.2619   , 38.9038   , 40.6098   , 25.1389   , 31.0556   , 2760      , 820       , 835.234   , 474.766   , 422.422   , 835.234   , 1118.28   , 951.172   , 2.26563   , 3.04688   , 2.57813   , 2.65626   , 38.6484   , 106.969   , 116.859   , 33.6797   , 575       , 41.25     , 41.25     , 2.49867   , 96.75     , 81.1641   , 0.505555  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.3971   , 34.6497   , 15.2619   , 16.3971   , 15.2619   , 15.2619   , 32.25     
   42.550, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2313   , 15.2313   , 38.8779   , 40.5731   , 24.8889   , 31.8334   , 2760      , 820       , 835.234   , 477.734   , 420.469   , 835.234   , 1122.5    , 954.766   , 2.42188   , 2.96876   , 2.57813   , 2.65626   , 38.9766   , 107.391   , 117.305   , 33.5391   , 575       , 41.25     , 41.25     , 2.53867   , 96.75     , 81.2344   , 0.504761  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.4703   , 34.6161   , 15.2313   , 16.4703   , 15.2313   , 15.2313   , 32.25     
   42.600, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.2924   , 15.2924   , 38.855    , 40.6037   , 25.2778   , 31.1111   , 2760      , 820       , 835.234   , 479.844   , 423.516   , 835.234   , 1124.06   , 955.313   , 2.42188   , 2.96876   , 2.57813   , 2.65626   , 39.1406   , 107.016   , 116.906   , 33.7969   , 575       , 41.25     , 41.25     , 2.54667   , 96.75     , 81.3125   , 0.503662  , 0.949982  , 9.80392   , 36.3302   , 33        , 16.5512   , 34.7382   , 15.2924   , 16.5497   , 15.2924   , 15.2924   , 32.25     
   42.650, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.036    , 15.036    , 38.7512   , 39.9567   , 24.8334   , 30.1111   , 2760      , 820       , 835.234   , 473.438   , 411.719   , 835.234   , 1119.38   , 951.406   , 2.42188   , 2.81251   , 2.57813   , 2.73438   , 38.5781   , 107.555   , 117.492   , 32.7188   , 575       , 41.25     , 41.25     , 2.512     , 96.75     , 81.3438   , 0.495789  , 0.949982  , 9.80392   , 35.9716   , 33        , 16.4536   , 34.6237   , 15.036    , 16.452    , 15.036    , 15.036    , 32.25     
   42.700, 0         , 0         , 0         , 0         , 4         , 0.999513  , 0         , 0         , 0         , 15.1154   , 15.1154   , 38.6414   , 39.9933   , 24.6389   , 28.75     , 2760      , 820       , 835.234   , 461.641   , 412.266   , 835.234   , 1109.84   , 943.281   , 2.42188   , 2.81251   , 2.57813   , 2.73438   , 37.4297   , 107.133   , 117.023   , 32.7422   , 575       , 41.25     , 41.25     , 2.44267   , 96.75     , 81.3906   , 0.494019  , 0.949982  , 9.80392   , 35.9716   , 33.75     , 16.2094   , 34.7931   , 15.1154   , 16.2079   , 15.1154   , 15.1154   , 33        
   42.750, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 15.0238   , 15.0238   , 38.5468   , 39.9353   , 24.2778   , 30.5834   , 2760      , 820       , 835.234   , 464.375   , 410.469   , 835.234   , 1108.67   , 942.266   , 2.42188   , 2.81251   , 2.57813   , 2.73438   , 37.7344   , 107.789   , 117.75    , 32.625    , 575       , 41.25     , 41.25     , 2.512     , 96.75     , 81.4375   , 0.495911  , 0.949982  , 9.80392   , 35.9716   , 33.75     , 16.1453   , 34.6131   , 15.0238   , 16.1438   , 15.0238   , 15.0238   , 33        
   42.800, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 15.1154   , 15.1154   , 38.4644   , 39.9628   , 24.25     , 32.7222   , 2760      , 820       , 835.234   , 470.938   , 415.156   , 835.234   , 1111.41   , 944.609   , 2.42188   , 2.81251   , 2.57813   , 2.73438   , 38.3438   , 107.484   , 117.422   , 33.0469   , 575       , 41.25     , 41.25     , 2.61067   , 96.75     , 81.4922   , 0.49292   , 0.949982  , 9.80392   , 35.9716   , 33        , 16.2384   , 34.8221   , 15.1154   , 16.2384   , 15.1154   , 15.1154   , 32.25     
   42.850, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 15.0421   , 15.0421   , 38.3927   , 39.9292   , 24.5      , 29.9722   , 2760      , 820       , 835.234   , 471.797   , 411.328   , 835.234   , 1118.75   , 950.859   , 2.50001   , 2.73438   , 2.57813   , 2.73438   , 38.4609   , 107.977   , 117.961   , 32.7188   , 575       , 41.25     , 41.25     , 2.504     , 96.75     , 81.5234   , 0.495545  , 0.949982  , 9.80392   , 35.9716   , 32.25     , 16.4047   , 34.6771   , 15.0421   , 16.4032   , 15.0421   , 15.0421   , 31.5      
   42.900, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 15.1123   , 15.1123   , 38.3301   , 39.9353   , 23.8611   , 27.1111   , 2800      , 820       , 835.234   , 455.078   , 401.094   , 835.234   , 1104.3    , 938.594   , 2.50001   , 2.73438   , 2.57813   , 2.73438   , 37.4531   , 107.648   , 117.586   , 32.3672   , 575       , 41.25     , 41.25     , 2.448     , 96.75     , 81.5938   , 0.489136  , 0.949982  , 9.80392   , 35.9716   , 33        , 16.2415   , 34.8358   , 15.1123   , 16.2415   , 15.1123   , 15.1123   , 32.25     
   42.950, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 15.0635   , 15.0635   , 38.2767   , 39.917    , 24.0556   , 29.8056   , 2800      , 820       , 835.234   , 453.516   , 392.422   , 835.234   , 1098.98   , 934.063   , 2.34376   , 2.57813   , 2.65626   , 2.81251   , 37.875    , 107.93    , 117.891   , 32.1563   , 575       , 41.25     , 41.25     , 2.456     , 96.75     , 81.6406   , 0.479798  , 0.949982  , 9.41177   , 35.9716   , 33        , 16.3681   , 34.7275   , 15.0635   , 16.3666   , 15.0635   , 15.0635   , 32.25     
   43.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.8865   , 14.8865   , 38.2294   , 39.2884   , 23.6389   , 29        , 2800      , 820       , 835.234   , 442.422   , 382.266   , 835.234   , 1098.98   , 934.063   , 2.34376   , 2.57813   , 2.65626   , 2.81251   , 37.2891   , 108.047   , 118.031   , 31.6875   , 575       , 41.25     , 41.25     , 2.408     , 96.75     , 81.7031   , 0.470154  , 0.949982  , 9.80392   , 35.6115   , 33        , 16.2308   , 34.8068   , 14.8865   , 16.2293   , 14.8865   , 14.8865   , 32.25     
