TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , misol_w   , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , misolv_w  , mizsolv_w , milsol_w  , milsolv_w , zwbas     
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , -         , DK      , PED     , °KW       ,           , , , , , , °KW       
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueBeforeLimitation","TorqueForTimingIntervention","","",""
  105.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.19495   , 9.19495   , 23.4375   , 22.2748   , 12.2222   , 16.7778   , 2680      , 820       , 835.625   , 265       , 229.297   , 836.484   , 1017.66   , 857.109   , 1.95313   , 2.42188   , 2.18751   , 2.50001   , 20.8594   , 102.914   , 112.43    , 17.5781   , 525       , 39.75     , 39.75     , 1.912     , 94.5      , 78.9297   , 0.275208  , 0.949982  , 5.4902    , 25.1789   , 42.75     , 10.1181   , 33.9768   , 9.19495   , 10.1166   , 9.19495   , 9.19495   , 42        
  105.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.41773   , 9.41773   , 23.4375   , 22.8913   , 12.3056   , 17.1111   , 2680      , 820       , 835.625   , 272.813   , 232.969   , 836.484   , 1017.66   , 857.109   , 1.95313   , 2.42188   , 2.18751   , 2.50001   , 21.5625   , 102.563   , 112.031   , 17.9063   , 525       , 39.75     , 39.75     , 1.944     , 94.5      , 79.0078   , 0.274658  , 0.949982  , 5.4902    , 25.539    , 42        , 10.4538   , 34.1004   , 9.41773   , 10.4523   , 9.41773   , 9.41773   , 41.25     
  105.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39332   , 9.39332   , 24.2188   , 22.8638   , 12.2778   , 17.6111   , 2680      , 820       , 835.625   , 274.609   , 232.734   , 835.234   , 1017.66   , 857.109   , 1.95313   , 2.50001   , 2.26563   , 2.50001   , 21.7266   , 102.656   , 112.148   , 17.8828   , 525       , 39.75     , 39.75     , 1.936     , 94.5      , 78.9844   , 0.278748  , 0.949982  , 5.4902    , 25.539    , 42        , 10.5042   , 34.0302   , 9.39332   , 10.5042   , 9.39332   , 9.39332   , 41.25     
  105.250, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.41468   , 9.41468   , 24.2188   , 22.9096   , 12.4167   , 16.7222   , 2680      , 820       , 835.625   , 275.156   , 233.203   , 835.234   , 1017.66   , 857.109   , 1.95313   , 2.50001   , 2.26563   , 2.50001   , 21.7734   , 102.211   , 111.656   , 17.9063   , 525       , 39.75     , 39.75     , 1.90934   , 94.5      , 78.9688   , 0.278504  , 0.949982  , 5.4902    , 25.539    , 42        , 10.5896   , 34.0668   , 9.41468   , 10.5896   , 9.41468   , 9.41468   , 41.25     
  105.300, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38111   , 9.38111   , 24.2188   , 22.879    , 12.4167   , 17.4445   , 2680      , 820       , 835.625   , 275.547   , 232.578   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.18751   , 2.57813   , 21.8203   , 102.563   , 112.031   , 17.8594   , 525       , 39.75     , 39.75     , 1.928     , 94.5      , 78.9453   , 0.278748  , 0.949982  , 5.4902    , 25.539    , 42        , 10.524    , 33.9524   , 9.38111   , 10.5225   , 9.38111   , 9.38111   , 41.25     
  105.350, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.41468   , 9.41468   , 24.2188   , 22.9035   , 12.3056   , 17.5556   , 2680      , 820       , 835.625   , 280.391   , 233.203   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.18751   , 2.57813   , 22.2422   , 102.211   , 111.656   , 17.9063   , 525       , 39.75     , 39.75     , 1.94134   , 94.5      , 78.9141   , 0.278321  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7712   , 34.0592   , 9.41468   , 10.7697   , 9.41468   , 9.41468   , 41.25     
  105.400, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.37501   , 9.37501   , 24.2188   , 22.8699   , 12.3056   , 17.6945   , 2680      , 820       , 835.625   , 281.25    , 232.266   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.18751   , 2.73438   , 22.3359   , 102.68    , 112.172   , 17.8359   , 525       , 39.75     , 39.75     , 1.96534   , 94.5      , 78.9063   , 0.278748  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8246   , 33.9432   , 9.37501   , 10.8246   , 9.37501   , 9.37501   , 41.25     
  105.450, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40552   , 9.40552   , 24.2188   , 22.8913   , 12.3056   , 17.6945   , 2680      , 820       , 835.625   , 282.266   , 232.891   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.18751   , 2.73438   , 22.4297   , 102.352   , 111.82    , 17.8828   , 525       , 39.75     , 39.75     , 1.96534   , 94.5      , 78.8984   , 0.278198  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8658   , 34.0576   , 9.40552   , 10.8643   , 9.40552   , 9.40552   , 41.25     
  105.500, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.37501   , 9.37501   , 24.2188   , 22.8607   , 12.3056   , 17.3333   , 2680      , 820       , 835.625   , 280.156   , 232.188   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.65626   , 2.34376   , 2.57813   , 22.2422   , 102.797   , 112.289   , 17.8359   , 525       , 39.75     , 39.75     , 1.952     , 94.5      , 78.9297   , 0.278687  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8032   , 33.9691   , 9.37501   , 10.8032   , 9.37501   , 9.37501   , 41.25     
  105.550, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38721   , 9.38721   , 24.2188   , 22.8821   , 12.2778   , 16.7222   , 2680      , 820       , 835.625   , 277.031   , 232.422   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.65626   , 2.34376   , 2.57813   , 21.9609   , 102.563   , 112.031   , 17.8594   , 525       , 39.75     , 39.75     , 1.904     , 94.5      , 78.9219   , 0.278137  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7071   , 34.0821   , 9.38721   , 10.7056   , 9.38721   , 9.38721   , 41.25     
  105.600, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40552   , 9.40552   , 24.2188   , 22.8729   , 12.3056   , 17.3611   , 2680      , 820       , 835.547   , 279.063   , 232.734   , 835.234   , 1017.66   , 857.109   , 2.34376   , 2.42188   , 2.10938   , 2.57813   , 22.1484   , 102.609   , 112.078   , 17.8828   , 525       , 39.75     , 39.75     , 1.93867   , 94.5      , 78.9688   , 0.278504  , 0.949982  , 5.4902    , 25.539    , 42        , 10.733    , 34.021    , 9.40552   , 10.733    , 9.40552   , 9.40552   , 41.25     
  105.650, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39332   , 9.39332   , 24.2188   , 22.8699   , 12.3056   , 17.5556   , 2680      , 820       , 835.547   , 277.188   , 232.734   , 835.234   , 1017.66   , 857.109   , 2.34376   , 2.42188   , 2.10938   , 2.57813   , 21.9609   , 102.703   , 112.195   , 17.8828   , 525       , 39.75     , 39.75     , 1.93867   , 94.5      , 78.9531   , 0.278259  , 0.949982  , 5.4902    , 25.539    , 42        , 10.6415   , 34.021    , 9.39332   , 10.6415   , 9.39332   , 9.39332   , 41.25     
  105.700, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39637   , 9.39637   , 24.2188   , 22.8851   , 12.5      , 16.5556   , 2680      , 820       , 835.547   , 275.938   , 232.734   , 835.234   , 1017.66   , 857.109   , 2.34376   , 2.57813   , 2.26563   , 2.65626   , 21.8438   , 102.398   , 111.867   , 17.8828   , 525       , 39.75     , 39.75     , 1.88534   , 94.5      , 78.9688   , 0.278504  , 0.949982  , 5.4902    , 25.539    , 42        , 10.6613   , 34.0744   , 9.39637   , 10.6598   , 9.39637   , 9.39637   , 41.25     
  105.750, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40247   , 9.40247   , 24.2188   , 22.8699   , 12.4445   , 18.5      , 2680      , 820       , 835.547   , 282.188   , 232.891   , 835.234   , 1017.66   , 857.109   , 2.34376   , 2.57813   , 2.26563   , 2.65626   , 22.4297   , 102.75    , 112.242   , 17.8828   , 525       , 39.75     , 39.75     , 1.95467   , 94.5      , 78.9688   , 0.278687  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8017   , 33.9691   , 9.40247   , 10.8002   , 9.40247   , 9.40247   , 41.25     
  105.800, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38416   , 9.38416   , 24.2188   , 22.8851   , 12.4445   , 17.4445   , 2680      , 820       , 835.547   , 281.797   , 232.422   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.42188   , 2.26563   , 2.65626   , 22.4063   , 102.422   , 111.891   , 17.8594   , 525       , 39.75     , 39.75     , 1.92534   , 94.5      , 78.9609   , 0.278137  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8673   , 34.0744   , 9.38416   , 10.8673   , 9.38416   , 9.38416   , 41.25     
  105.850, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40858   , 9.40858   , 24.2188   , 22.879    , 12.4167   , 16.6667   , 2680      , 820       , 835.547   , 278.594   , 232.813   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.42188   , 2.26563   , 2.65626   , 22.1016   , 102.586   , 112.055   , 17.8828   , 525       , 39.75     , 39.75     , 1.90934   , 94.5      , 78.9766   , 0.278626  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7758   , 33.9951   , 9.40858   , 10.7758   , 9.40858   , 9.40858   , 41.25     
  105.900, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39942   , 9.39942   , 24.2188   , 22.8974   , 12.4167   , 17.0278   , 2680      , 820       , 835.547   , 274.609   , 232.813   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.34376   , 2.26563   , 2.65626   , 21.7266   , 102.586   , 112.055   , 17.8828   , 525       , 39.75     , 39.75     , 1.92534   , 94.5      , 78.9531   , 0.278626  , 0.949982  , 5.4902    , 25.539    , 42        , 10.5682   , 34.05     , 9.39942   , 10.5682   , 9.39942   , 9.39942   , 41.25     
  105.950, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40247   , 9.40247   , 24.2188   , 22.876    , 12.3056   , 17.9722   , 2680      , 820       , 835.547   , 280       , 232.813   , 835.234   , 1017.66   , 857.109   , 2.10938   , 2.34376   , 2.26563   , 2.65626   , 22.2188   , 102.492   , 111.961   , 17.8828   , 525       , 39.75     , 39.75     , 1.94934   , 94.5      , 78.9688   , 0.278626  , 0.949982  , 5.4902    , 25.539    , 42        , 10.6628   , 34.0119   , 9.40247   , 10.6628   , 9.40247   , 9.40247   , 41.25     
  106.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39637   , 9.39637   , 24.2188   , 22.8882   , 12.3056   , 17.1389   , 2680      , 820       , 835.547   , 280.469   , 232.813   , 836.484   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.26563   , 2.65626   , 22.2656   , 102.609   , 112.102   , 17.8828   , 525       , 39.75     , 39.75     , 1.92267   , 94.5      , 78.9453   , 0.278626  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8231   , 34.0225   , 9.39637   , 10.8215   , 9.39637   , 9.39637   , 41.25     
  106.050, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39637   , 9.39637   , 24.2188   , 22.8882   , 12.3056   , 17.5      , 2680      , 820       , 835.547   , 280.391   , 232.734   , 836.484   , 1017.66   , 857.109   , 2.10938   , 2.50001   , 2.26563   , 2.65626   , 22.2656   , 102.445   , 111.914   , 17.8828   , 525       , 39.75     , 39.75     , 1.93867   , 94.5      , 78.9453   , 0.278259  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7987   , 34.0393   , 9.39637   , 10.7971   , 9.39637   , 9.39637   , 41.25     
  106.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39942   , 9.39942   , 24.2188   , 22.8699   , 12.3056   , 17.1111   , 2680      , 820       , 835.547   , 276.563   , 232.813   , 835.234   , 1020.16   , 859.219   , 2.26563   , 2.34376   , 2.10938   , 2.50001   , 21.9141   , 102.445   , 112.313   , 17.8828   , 525       , 39.75     , 39.75     , 1.88534   , 94.5      , 78.9375   , 0.278626  , 0.949982  , 5.4902    , 25.539    , 42        , 10.6628   , 33.9859   , 9.39942   , 10.6628   , 9.39942   , 9.39942   , 41.25     
  106.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39027   , 9.39027   , 24.2188   , 22.8882   , 12.3056   , 17.2222   , 2680      , 820       , 835.547   , 278.906   , 232.422   , 835.234   , 1017.81   , 857.188   , 2.26563   , 2.34376   , 2.10938   , 2.50001   , 22.125    , 102.375   , 111.844   , 17.8594   , 525       , 39.75     , 39.75     , 1.93867   , 94.5      , 78.9453   , 0.278137  , 0.949982  , 5.4902    , 25.539    , 42        , 10.73     , 34.0912   , 9.39027   , 10.73     , 9.39027   , 9.39027   , 41.25     
  106.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.41163   , 9.41163   , 24.2188   , 22.8729   , 12.3056   , 17.4445   , 2680      , 820       , 835.547   , 278.75    , 233.125   , 835.234   , 1017.66   , 857.109   , 2.26563   , 2.50001   , 2.10938   , 2.50001   , 22.1016   , 102.609   , 112.078   , 17.9063   , 525       , 39.75     , 39.75     , 1.94934   , 94.5      , 78.9531   , 0.278992  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7086   , 33.9691   , 9.41163   , 10.7086   , 9.41163   , 9.41163   , 41.25     
  106.250, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39332   , 9.39332   , 24.2188   , 22.9035   , 12.3056   , 17.4445   , 2680      , 820       , 835.547   , 279.297   , 232.813   , 835.234   , 1017.66   , 857.109   , 2.26563   , 2.50001   , 2.10938   , 2.50001   , 22.1484   , 102.352   , 111.797   , 17.8828   , 525       , 39.75     , 39.75     , 1.94667   , 94.5      , 78.9297   , 0.278321  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7254   , 34.0683   , 9.39332   , 10.7239   , 9.39332   , 9.39332   , 41.25     
  106.300, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40552   , 9.40552   , 24.2188   , 22.8821   , 12.3056   , 17.6945   , 2680      , 820       , 835.547   , 281.25    , 232.891   , 835.234   , 1017.97   , 857.266   , 2.18751   , 2.42188   , 1.95313   , 2.65626   , 22.3359   , 102.422   , 111.891   , 17.8828   , 525       , 39.75     , 39.75     , 1.96267   , 94.5      , 78.9531   , 0.278687  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8002   , 33.9783   , 9.40552   , 10.8002   , 9.40552   , 9.40552   , 41.25     
  106.350, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38721   , 9.38721   , 24.2188   , 22.8851   , 12.3056   , 16.9445   , 2680      , 820       , 835.547   , 278.125   , 232.656   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.42188   , 1.95313   , 2.65626   , 22.0547   , 102.492   , 111.961   , 17.8594   , 525       , 39.75     , 39.75     , 1.936     , 94.5      , 78.9141   , 0.278687  , 0.949982  , 5.4902    , 25.539    , 42        , 10.73     , 34.0058   , 9.38721   , 10.73     , 9.38721   , 9.38721   , 41.25     
  106.400, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39942   , 9.39942   , 24.2188   , 22.8943   , 12.3056   , 17.6945   , 2680      , 820       , 835.547   , 280.469   , 232.891   , 835.234   , 1018.98   , 858.203   , 2.03126   , 2.26563   , 2.18751   , 2.73438   , 22.2656   , 102.211   , 111.656   , 17.8828   , 525       , 39.75     , 39.75     , 1.944     , 94.5      , 78.9141   , 0.278687  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7285   , 34.0317   , 9.39942   , 10.7269   , 9.39942   , 9.39942   , 41.25     
  106.450, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39942   , 9.39942   , 24.2188   , 22.879    , 12.3056   , 18.25     , 2680      , 820       , 835.547   , 284.766   , 232.969   , 835.234   , 1017.66   , 857.109   , 2.03126   , 2.26563   , 2.18751   , 2.73438   , 22.6406   , 102.586   , 112.055   , 17.8828   , 525       , 39.75     , 39.75     , 1.96534   , 94.5      , 78.9063   , 0.278809  , 0.949982  , 5.4902    , 25.539    , 41.25     , 10.9375   , 33.9432   , 9.39942   , 10.9375   , 9.39942   , 9.39942   , 40.5      
  106.500, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38721   , 9.38721   , 24.2188   , 22.9096   , 12.3056   , 17.3889   , 2680      , 820       , 835.547   , 284.688   , 232.578   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.26563   , 2.03126   , 2.89063   , 22.6641   , 102.094   , 111.539   , 17.8594   , 525       , 39.75     , 39.75     , 1.93334   , 94.5      , 78.8906   , 0.278321  , 0.949982  , 5.4902    , 25.539    , 41.25     , 11.0016   , 34.0683   , 9.38721   , 11.0016   , 9.38721   , 9.38721   , 40.5      
  106.550, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40552   , 9.40552   , 24.2188   , 22.8821   , 12.3056   , 17.3611   , 2680      , 820       , 835.547   , 280.078   , 233.047   , 835.234   , 1017.66   , 857.109   , 2.18751   , 2.26563   , 2.03126   , 2.89063   , 22.2422   , 102.539   , 112.008   , 17.8828   , 525       , 39.75     , 39.75     , 1.92267   , 94.5      , 78.8828   , 0.279175  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7758   , 33.9096   , 9.40552   , 10.7758   , 9.40552   , 9.40552   , 41.25     
  106.600, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38416   , 9.38416   , 24.2188   , 22.9096   , 12.3056   , 18        , 2680      , 820       , 835.547   , 281.328   , 232.578   , 835.234   , 1017.97   , 857.344   , 2.10938   , 2.42188   , 1.875     , 2.89063   , 22.3359   , 102.141   , 111.586   , 17.8594   , 525       , 39.75     , 39.75     , 1.94134   , 94.5      , 78.8516   , 0.278321  , 0.949982  , 5.4902    , 25.539    , 42        , 10.7712   , 34.05     , 9.38416   , 10.7697   , 9.38416   , 9.38416   , 41.25     
  106.650, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.41163   , 9.41163   , 24.2188   , 22.8974   , 12.2778   , 18.0278   , 2680      , 820       , 835.547   , 281.25    , 233.281   , 835.234   , 1020.16   , 859.219   , 2.10938   , 2.42188   , 1.875     , 2.89063   , 22.3359   , 102.375   , 111.844   , 17.9063   , 525       , 39.75     , 39.75     , 1.936     , 94.5      , 78.8594   , 0.27887   , 0.949982  , 5.4902    , 25.539    , 42        , 10.7727   , 33.9554   , 9.41163   , 10.7727   , 9.41163   , 9.41163   , 41.25     
  106.700, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39027   , 9.39027   , 24.2188   , 22.9065   , 12.3056   , 17.8889   , 2680      , 820       , 835.547   , 283.75    , 232.734   , 836.484   , 1017.81   , 857.188   , 2.10938   , 2.18751   , 2.03126   , 2.81251   , 22.5469   , 102.117   , 111.563   , 17.8594   , 525       , 39.75     , 39.75     , 1.95467   , 94.5      , 78.8281   , 0.278809  , 0.949982  , 5.4902    , 25.539    , 41.25     , 10.9085   , 34.0164   , 9.39027   , 10.907    , 9.39027   , 9.39027   , 40.5      
  106.750, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.40552   , 9.40552   , 24.2188   , 22.9065   , 12.3056   , 17.4445   , 2680      , 820       , 835.547   , 282.188   , 232.969   , 836.484   , 1017.66   , 857.109   , 2.10938   , 2.18751   , 2.03126   , 2.81251   , 22.4063   , 102.164   , 111.609   , 17.8828   , 525       , 39.75     , 39.75     , 1.94934   , 94.5      , 78.8359   , 0.278809  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8627   , 33.9463   , 9.40552   , 10.8612   , 9.40552   , 9.40552   , 41.25     
  106.800, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38416   , 9.38416   , 24.2188   , 22.8974   , 12.3056   , 18.0278   , 2680      , 820       , 835.547   , 283.516   , 232.656   , 835.234   , 1017.66   , 857.109   , 1.95313   , 2.34376   , 2.18751   , 2.57813   , 22.5469   , 102.211   , 111.656   , 17.8594   , 525       , 39.75     , 39.75     , 1.97334   , 94.5      , 78.8125   , 0.278443  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8872   , 33.9554   , 9.38416   , 10.8856   , 9.38416   , 9.38416   , 41.25     
  106.850, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39942   , 9.39942   , 24.2188   , 22.9248   , 12.3333   , 17.75     , 2680      , 820       , 835.547   , 286.328   , 232.969   , 835.234   , 1018.44   , 857.734   , 1.95313   , 2.34376   , 2.18751   , 2.57813   , 22.7813   , 101.859   , 111.281   , 17.8828   , 525       , 39.75     , 39.75     , 1.976     , 94.5      , 78.7969   , 0.278809  , 0.949982  , 5.4902    , 25.539    , 41.25     , 10.9757   , 33.9997   , 9.39942   , 10.9741   , 9.39942   , 9.39942   , 40.5      
  106.900, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.39637   , 9.39637   , 24.2188   , 22.8943   , 12.3056   , 16.2222   , 2680      , 820       , 835.547   , 280.625   , 233.125   , 836.484   , 1017.66   , 857.109   , 1.95313   , 2.34376   , 2.18751   , 2.73438   , 22.2422   , 102.352   , 111.797   , 17.8828   , 525       , 39.75     , 39.75     , 1.88      , 94.5      , 78.7813   , 0.278992  , 0.949982  , 5.4902    , 25.539    , 42        , 10.8887   , 33.8761   , 9.39637   , 10.8887   , 9.39637   , 9.39637   , 41.25     
  106.950, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.38416   , 9.38416   , 24.2188   , 22.934    , 12.3333   , 16.8333   , 2680      , 820       , 835.547   , 275.469   , 232.734   , 836.484   , 1017.66   , 857.109   , 1.95313   , 2.34376   , 2.18751   , 2.73438   , 21.7734   , 101.766   , 111.164   , 17.8594   , 525       , 39.75     , 39.75     , 1.89334   , 94.5      , 78.75     , 0.278504  , 0.949982  , 5.4902    , 25.539    , 42        , 10.5835   , 34.0546   , 9.38416   , 10.5835   , 9.38416   , 9.38416   , 41.25     
  107.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.59779   , 9.59779   , 24.6094   , 23.4711   , 12.3333   , 17.6667   , 2680      , 820       , 835.547   , 277.031   , 236.25    , 835.234   , 1017.97   , 857.344   , 2.18751   , 2.34376   , 2.18751   , 2.89063   , 21.9141   , 101.766   , 111.164   , 18.1641   , 525       , 39.75     , 39.75     , 1.912     , 94.5      , 78.7266   , 0.282715  , 0.949982  , 5.4902    , 25.8991   , 42        , 10.5911   , 33.841    , 9.59779   , 10.5896   , 9.59779   , 9.59779   , 41.25     
  107.050, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.56422   , 9.56422   , 24.6094   , 23.5199   , 12.3333   , 17.2222   , 2680      , 820       , 835.547   , 278.516   , 235.469   , 835.234   , 1017.97   , 857.344   , 2.18751   , 2.34376   , 2.18751   , 2.89063   , 22.0547   , 101.836   , 111.234   , 18.1172   , 525       , 39.75     , 39.75     , 1.904     , 94.5      , 78.7109   , 0.2818    , 0.949982  , 5.4902    , 25.8991   , 42        , 10.6949   , 33.9768   , 9.56422   , 10.6934   , 9.56422   , 9.56422   , 41.25     
  107.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.57947   , 9.57947   , 24.6094   , 23.4863   , 12.3333   , 17.8889   , 2680      , 820       , 835.547   , 284.063   , 235.938   , 836.484   , 1017.66   , 857.109   , 2.18751   , 2.34376   , 2.18751   , 2.73438   , 22.5703   , 102       , 111.422   , 18.1406   , 525       , 39.75     , 39.75     , 1.96      , 94.5      , 78.7031   , 0.282349  , 0.949982  , 5.4902    , 25.8991   , 41.25     , 10.9085   , 33.8776   , 9.57947   , 10.907    , 9.57947   , 9.57947   , 40.5      
  107.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.56727   , 9.56727   , 24.6094   , 23.5108   , 12.3333   , 17.3333   , 2680      , 820       , 835.547   , 281.797   , 235.703   , 836.484   , 1017.97   , 857.344   , 2.18751   , 2.34376   , 2.18751   , 2.73438   , 22.3594   , 101.859   , 111.258   , 18.1172   , 525       , 39.75     , 39.75     , 1.93867   , 94.5      , 78.6875   , 0.282349  , 0.949982  , 5.4902    , 25.8991   , 42        , 10.8337   , 33.9661   , 9.56727   , 10.8337   , 9.56727   , 9.56727   , 41.25     
  107.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 9.58558   , 9.58558   , 24.6094   , 23.5016   , 12.4445   , 17.75     , 2680      , 820       , 835.547   , 282.656   , 235.938   , 835.234   , 1020.39   , 859.375   , 2.34376   , 2.50001   , 2.10938   , 2.65626   , 22.4297   , 101.883   , 111.305   , 18.1406   , 525       , 39.75     , 39.75     , 1.944     , 94.5      , 78.6641   , 0.282349  , 0.949982  , 5.4902    , 25.8991   , 42        , 10.8612   , 33.9127   , 9.58558   , 10.8612   , 9.58558   , 9.58558   , 41.25     
