TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , migs_w    , misol_w   , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wped_w    , zwout     , B_mibeg   , mibas_w   , mimax_w   , misolv_w  , B_mdein   , mizsolv_w , milsol_w  , milsolv_w , B_dash    , B_lsd     , B_dashv   , zwbas     
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , -         , DK      , PED     , °KW       ,           ,           , , ,           , , , ,           ,           ,           , °KW       
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","","","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","","TorqueLimit","TorqueBeforeLimitation","","TorqueForTimingIntervention","","","","","",""
   21.800, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.13599   , 99.9985   , 8.13599   , 99.2188   , 0         , 5.38889   , 6.61112   , 760       , 840       , 847.891   , 406.094   , 382.656   , 847.656   , 1155.08   , 865.703   , 0.566408  , 1.32813   , 0.644533  , 1.21094   , 28.9453   , 72.1406   , 73.2891   , 26.7656   , 440       , 30.75     , 30.75     , 2.22134   , 93        , 0         , 0.451294  , 0.949982  , 0         , 0         , -6        , 0         , 11.9339   , 24.9802   , 8.13599   , 0         , 8.1421    , 11.261    , 11.261    , 0         , 0         , 0         , 30.75     
   21.850, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.13294   , 99.9985   , 8.13294   , 99.2188   , 0         , 5.38889   , 6.72223   , 760       , 840       , 847.891   , 409.375   , 382.344   , 847.656   , 1155.08   , 865.703   , 0.585939  , 1.32813   , 0.644533  , 1.17188   , 29.25     , 72.1406   , 73.2891   , 26.7422   , 440       , 30.75     , 30.75     , 2.248     , 93        , 0         , 0.451844  , 0.949982  , 0         , 0         , -6        , 0         , 12.0377   , 24.9802   , 8.13294   , 0         , 8.18482   , 11.2579   , 11.2579   , 0         , 0         , 0         , 30.75     
   21.900, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.17872   , 99.9985   , 8.17872   , 99.2188   , 0         , 5.38889   , 6.75001   , 760       , 840       , 847.891   , 413.281   , 384.219   , 847.656   , 1155.08   , 865.703   , 0.585939  , 1.32813   , 0.644533  , 1.17188   , 29.625    , 72.1406   , 73.2891   , 26.9063   , 440       , 30.75     , 30.75     , 2.264     , 93        , 0         , 0.453125  , 0.949982  , 0         , 0         , -5.25     , 0         , 12.1582   , 24.9771   , 8.17872   , 0         , 8.45948   , 11.3037   , 11.3037   , 0         , 0         , 0         , 30        
   21.950, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.16346   , 99.9985   , 8.16346   , 99.2188   , 0         , 5.38889   , 6.61112   , 760       , 840       , 847.891   , 415.469   , 384.375   , 847.656   , 1155.08   , 865.703   , 0.585939  , 1.28907   , 0.625002  , 1.21094   , 29.7656   , 72.1406   , 73.2891   , 26.8594   , 440       , 30.75     , 30.75     , 2.24267   , 93        , 0         , 0.456543  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.2482   , 24.9588   , 8.16346   , 0         , 8.19398   , 11.2885   , 11.2885   , 0         , 0         , 0         , 30        
   22.000, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.12684   , 99.9985   , 8.12684   , 99.2188   , 0         , 5.38889   , 6.27778   , 760       , 840       , 847.891   , 412.969   , 382.422   , 847.656   , 1157.81   , 867.813   , 0.585939  , 1.28907   , 0.625002  , 1.21094   , 29.6016   , 72.1406   , 73.2891   , 26.7422   , 440       , 30.75     , 30.75     , 2.21334   , 93        , 0         , 0.450989  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.2849   , 24.9802   , 8.12684   , 0         , 8.27942   , 11.2518   , 11.2518   , 0         , 0         , 0         , 30        
   22.050, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.06275   , 99.9985   , 8.06275   , 99.2188   , 0         , 5.38889   , 6.30556   , 800       , 840       , 847.891   , 410.391   , 380.391   , 847.656   , 1155.23   , 865.781   , 0.60547   , 1.32813   , 0.644533  , 1.21094   , 29.3203   , 72.1406   , 73.2891   , 26.5313   , 440       , 30.75     , 30.75     , 2.208     , 93        , 0         , 0.453675  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.1506   , 24.9695   , 8.06275   , 0         , 8.06275   , 11.1878   , 11.1878   , 0         , 0         , 0         , 30        
   22.100, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.11158   , 99.9985   , 8.11158   , 99.2188   , 0         , 5.38889   , 6.58334   , 760       , 840       , 847.891   , 411.875   , 381.797   , 847.656   , 1155.08   , 865.703   , 0.60547   , 1.32813   , 0.644533  , 1.21094   , 29.5078   , 72.1406   , 73.2891   , 26.6953   , 440       , 30.75     , 30.75     , 2.23734   , 93        , 0         , 0.450257  , 0.949982  , 0         , 0         , -5.25     , 0         , 12.1277   , 24.9817   , 8.11158   , 0         , 8.41675   , 11.2366   , 11.2366   , 0         , 0         , 0         , 30        
   22.150, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.2428    , 99.9985   , 8.2428    , 99.2188   , 0         , 5.38889   , 6.55556   , 760       , 840       , 847.813   , 412.969   , 387.188   , 847.656   , 1155.08   , 865.703   , 0.625002  , 1.32813   , 0.644533  , 1.17188   , 29.5313   , 72.1406   , 73.2891   , 27.1172   , 440       , 30.75     , 30.75     , 2.22934   , 93        , 0         , 0.456604  , 0.949982  , 0         , 0         , -5.25     , 0         , 12.1872   , 24.9588   , 8.2428    , 0         , 8.54798   , 11.3678   , 11.3678   , 0         , 0         , 0         , 30        
   22.200, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.30384   , 99.9985   , 8.30384   , 99.2188   , 0         , 5.38889   , 6.38889   , 760       , 840       , 847.813   , 413.594   , 389.844   , 847.656   , 1158.2    , 868.047   , 0.625002  , 1.32813   , 0.644533  , 1.17188   , 29.5313   , 72.1406   , 73.2891   , 27.3047   , 440       , 30.75     , 30.75     , 2.22134   , 93        , 0         , 0.457764  , 0.949982  , 0         , 0         , -4.5      , 0         , 12.1842   , 24.9405   , 8.30384   , 0         , 8.73109   , 11.4288   , 11.4288   , 0         , 0         , 0         , 30        
   22.250, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.41981   , 99.9985   , 8.41981   , 99.2188   , 0         , 5.38889   , 6.50001   , 760       , 840       , 847.813   , 416.484   , 395.469   , 847.656   , 1155.23   , 865.781   , 0.625002  , 1.28907   , 0.664064  , 1.17188   , 29.7656   , 72.1406   , 73.2891   , 27.7969   , 440       , 30.75     , 30.75     , 2.23734   , 93        , 0         , 0.466431  , 0.949982  , 0         , 0         , -2.25     , 0         , 12.2452   , 24.9298   , 8.41981   , 0         , 9.31092   , 11.5906   , 11.5906   , 0         , 0         , 0         , 30        
   22.300, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.60901   , 99.9985   , 8.60901   , 99.2188   , 0         , 5.38889   , 6.25      , 760       , 840       , 847.813   , 417.813   , 411.328   , 847.656   , 1155.08   , 865.703   , 0.625002  , 1.28907   , 0.664064  , 1.17188   , 29.7891   , 72.1406   , 73.2891   , 29.2031   , 440       , 30.75     , 30.75     , 2.22934   , 93        , 0         , 0.484864  , 0.949982  , 0         , 0         , -3.75     , 0         , 12.2711   , 24.9283   , 8.60901   , 0         , 9.0088    , 12.0758   , 12.0758   , 0         , 0         , 0         , 30        
   22.350, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.37403   , 99.9985   , 8.37403   , 99.2188   , 0         , 5.41667   , 6         , 800       , 840       , 847.813   , 412.109   , 392.188   , 847.656   , 1155.39   , 865.938   , 0.625002  , 1.32813   , 0.683596  , 1.17188   , 29.4375   , 72.1406   , 73.2891   , 27.5859   , 440       , 30.75     , 30.75     , 2.2       , 93        , 0         , 0.462952  , 0.949982  , 0         , 0         , -6        , 0         , 12.1613   , 24.9481   , 8.37403   , 0         , 8.35877   , 11.5387   , 11.5387   , 0         , 0         , 0         , 30        
   22.400, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.34656   , 99.9985   , 8.34656   , 99.2188   , 0         , 5.38889   , 6.47223   , 800       , 840       , 847.813   , 411.875   , 389.609   , 847.656   , 1157.81   , 867.813   , 0.625002  , 1.32813   , 0.683596  , 1.17188   , 29.4375   , 72.1406   , 73.2891   , 27.375    , 440       , 30.75     , 30.75     , 2.19467   , 93        , 0         , 0.459534  , 0.949982  , 0         , 0         , -6        , 0         , 12.1613   , 24.9817   , 8.34656   , 0         , 8.3252    , 11.4716   , 11.4716   , 0         , 0         , 0         , 30        
   22.450, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.31299   , 99.9985   , 8.31299   , 99.2188   , 0         , 5.38889   , 6.52778   , 760       , 840       , 847.813   , 413.672   , 331.953   , 847.656   , 1155.23   , 865.781   , 0.60547   , 1.32813   , 0.683596  , 1.13282   , 29.6484   , 72.1406   , 73.2891   , 21.9844   , 440       , 30.75     , 30.75     , 2.20267   , 93        , 0         , 0.391541  , 0.949982  , 0         , 0         , -6        , 0         , 12.2299   , 24.9817   , 8.31299   , 0         , 8.3191    , 9.28956   , 9.28956   , 0         , 0         , 0         , 30        
   22.500, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.29163   , 99.9985   , 8.29163   , 99.2188   , 0         , 5.41667   , 6.36112   , 800       , 840       , 847.813   , 411.328   , 331.172   , 847.656   , 1155.39   , 865.938   , 0.60547   , 1.32813   , 0.683596  , 1.13282   , 29.4375   , 72.1406   , 73.2891   , 21.9375   , 440       , 30.75     , 30.75     , 2.18667   , 93        , 0         , 0.390564  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.1643   , 24.9802   , 8.29163   , 0         , 8.19092   , 9.2682    , 9.2682    , 0         , 0         , 0         , 30        
   22.550, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.30384   , 99.9985   , 8.30384   , 99.2188   , 0         , 5.38889   , 6.47223   , 800       , 840       , 847.891   , 409.297   , 331.563   , 848.906   , 1156.48   , 866.719   , 0.60547   , 1.28907   , 0.664064  , 1.09375   , 29.25     , 72.1406   , 73.2891   , 21.9609   , 440       , 30.75     , 30.75     , 2.176     , 93        , 0         , 0.391053  , 0.949982  , 0         , 0         , -6        , 0         , 12.1124   , 24.9893   , 8.30384   , 0         , 8.20313   , 9.2804    , 9.2804    , 0         , 0         , 0         , 30        
   22.600, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.29163   , 99.9985   , 8.29163   , 99.2188   , 0         , 5.38889   , 6.50001   , 800       , 840       , 847.891   , 410.313   , 331.25    , 848.906   , 1155.08   , 865.703   , 0.60547   , 1.28907   , 0.664064  , 1.09375   , 29.3438   , 72.1406   , 73.2891   , 21.9375   , 440       , 30.75     , 30.75     , 2.18667   , 93        , 0         , 0.390625  , 0.949982  , 0         , 0         , -6        , 0         , 12.1277   , 24.9771   , 8.29163   , 0         , 8.2367    , 9.2682    , 9.2682    , 0         , 0         , 0         , 30        
   22.650, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.28553   , 99.9985   , 8.28553   , 99.2188   , 0         , 5.38889   , 6.33334   , 800       , 840       , 847.891   , 407.813   , 331.016   , 848.906   , 1155.08   , 865.703   , 0.585939  , 1.32813   , 0.683596  , 1.09375   , 29.1094   , 72.1406   , 73.2891   , 21.9141   , 440       , 30.75     , 30.75     , 2.17067   , 93        , 0         , 0.390625  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.0606   , 24.9771   , 8.28553   , 0         , 8.07191   , 9.26209   , 9.26209   , 0         , 0         , 0         , 30.75     
   22.700, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.20008   , 99.9985   , 8.20008   , 99.2188   , 0         , 5.38889   , 6.38889   , 800       , 840       , 847.891   , 406.172   , 329.688   , 848.906   , 1158.05   , 867.891   , 0.585939  , 1.32813   , 0.683596  , 1.09375   , 28.9453   , 72.1406   , 73.2891   , 21.7969   , 440       , 30.75     , 30.75     , 2.17067   , 93        , 0         , 0.390259  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.0071   , 24.9802   , 8.20008   , 0         , 8.09937   , 9.17664   , 9.17664   , 0         , 0         , 0         , 30.75     
   22.750, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.27637   , 99.9985   , 8.27637   , 99.2188   , 0         , 5.38889   , 6.50001   , 760       , 840       , 847.969   , 405.391   , 331.016   , 848.906   , 1156.56   , 866.797   , 0.60547   , 1.32813   , 0.683596  , 1.13282   , 28.875    , 72.1406   , 73.2891   , 21.9141   , 440       , 30.75     , 30.75     , 2.17867   , 93        , 0         , 0.390381  , 0.949982  , 0         , 0         , -5.25     , 0         , 11.9827   , 24.9771   , 8.27637   , 0         , 8.29163   , 9.25294   , 9.25294   , 0         , 0         , 0         , 30.75     
   22.800, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.2428    , 99.9985   , 8.2428    , 99.2188   , 0         , 5.38889   , 6.44445   , 800       , 840       , 847.969   , 407.344   , 330.547   , 848.906   , 1155.47   , 866.016   , 0.60547   , 1.32813   , 0.683596  , 1.13282   , 29.0625   , 72.1406   , 73.2891   , 21.8672   , 440       , 30.75     , 30.75     , 2.18667   , 93        , 0         , 0.39032   , 0.949982  , 0         , 0         , -6        , 0         , 12.0377   , 24.9771   , 8.2428    , 0         , 8.24586   , 9.21937   , 9.21937   , 0         , 0         , 0         , 30.75     
   22.850, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.26722   , 99.9985   , 8.26722   , 99.2188   , 0         , 5.38889   , 6.41667   , 760       , 840       , 847.891   , 407.422   , 331.016   , 847.656   , 1155.39   , 865.938   , 0.60547   , 1.36719   , 0.703127  , 1.09375   , 29.0625   , 72.1406   , 73.2891   , 21.9141   , 440       , 30.75     , 30.75     , 2.18134   , 93        , 0         , 0.39032   , 0.949982  , 0         , 0         , -5.25     , 0         , 12.0346   , 24.9741   , 8.26722   , 0         , 8.35877   , 9.24378   , 9.24378   , 0         , 0         , 0         , 30.75     
   22.900, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.23365   , 99.9985   , 8.23365   , 99.2188   , 0         , 5.38889   , 6.33334   , 800       , 840       , 847.891   , 405.781   , 330.781   , 847.656   , 1155.08   , 865.703   , 0.60547   , 1.36719   , 0.703127  , 1.09375   , 28.875    , 72.1406   , 73.2891   , 21.8438   , 440       , 30.75     , 30.75     , 2.17067   , 93        , 0         , 0.39209   , 0.949982  , 0         , 0         , -5.25     , 0         , 11.9843   , 24.9634   , 8.23365   , 0         , 8.29163   , 9.21021   , 9.21021   , 0         , 0         , 0         , 30.75     
   22.950, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.27637   , 99.9985   , 8.27637   , 99.2188   , 0         , 5.38889   , 6.55556   , 800       , 840       , 847.891   , 407.109   , 331.172   , 847.656   , 1157.81   , 867.813   , 0.625002  , 1.40625   , 0.722658  , 1.09375   , 29.0156   , 72.1406   , 73.2891   , 21.9141   , 440       , 30.75     , 30.75     , 2.184     , 93        , 0         , 0.390564  , 0.949982  , 0         , 0         , -6        , 0         , 12.0224   , 24.9741   , 8.27637   , 0         , 8.11463   , 9.25294   , 9.25294   , 0         , 0         , 0         , 30.75     
   23.000, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.17567   , 99.9985   , 8.17567   , 99.2188   , 0         , 5.38889   , 6.44445   , 800       , 840       , 847.891   , 406.875   , 329.297   , 847.656   , 1155.47   , 866.016   , 0.625002  , 1.40625   , 0.722658  , 1.09375   , 29.0156   , 72.1406   , 73.2891   , 21.75     , 440       , 30.75     , 30.75     , 2.17867   , 93        , 0         , 0.390198  , 0.949982  , 0         , 0         , -6.75     , 0         , 12.0224   , 24.9741   , 8.17567   , 0         , 8.10853   , 9.15223   , 9.15223   , 0         , 0         , 0         , 30.75     
   23.050, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.27332   , 99.9985   , 8.27332   , 99.2188   , 0         , 5.38889   , 6.41667   , 760       , 840       , 847.969   , 407.656   , 331.563   , 848.906   , 1155.08   , 865.703   , 0.644533  , 1.40625   , 0.722658  , 1.13282   , 29.0625   , 72.1406   , 73.2891   , 21.9375   , 440       , 30.75     , 30.75     , 2.18134   , 93        , 0         , 0.390991  , 0.949982  , 0         , 0         , -5.25     , 0         , 12.0316   , 24.9695   , 8.27332   , 0         , 8.45643   , 9.24988   , 9.24988   , 0         , 0         , 0         , 30.75     
   23.100, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.21839   , 99.9985   , 8.21839   , 99.2188   , 0         , 5.38889   , 6.33334   , 800       , 840       , 847.969   , 407.109   , 330.313   , 848.906   , 1155.08   , 865.703   , 0.644533  , 1.40625   , 0.722658  , 1.13282   , 29.0156   , 72.1406   , 73.2891   , 21.8203   , 440       , 30.75     , 30.75     , 2.17334   , 93        , 0         , 0.390625  , 0.949982  , 0         , 0         , -6        , 0         , 12.0194   , 24.971    , 8.21839   , 0         , 8.25501   , 9.19495   , 9.19495   , 0         , 0         , 0         , 30.75     
   23.150, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.23365   , 99.9985   , 8.23365   , 99.2188   , 0         , 5.41667   , 6.47223   , 800       , 840       , 847.969   , 405.469   , 330.313   , 847.656   , 1159.3    , 868.828   , 0.644533  , 1.36719   , 0.742189  , 1.09375   , 28.875    , 72.1406   , 73.2891   , 21.8438   , 440       , 30.75     , 30.75     , 2.16267   , 93.75     , 0         , 0.389527  , 0.949982  , 0         , 0         , -6        , 0         , 11.9858   , 24.9802   , 8.23365   , 0         , 8.16346   , 9.21021   , 9.21021   , 0         , 0         , 0         , 30.75     
   23.200, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.2367    , 99.9985   , 8.2367    , 99.2188   , 0         , 5.38889   , 6.19445   , 760       , 840       , 847.969   , 404.609   , 330.703   , 847.656   , 1155.23   , 865.781   , 0.644533  , 1.36719   , 0.742189  , 1.09375   , 28.7813   , 72.1406   , 73.2891   , 21.8672   , 440       , 30.75     , 30.75     , 2.16534   , 93.75     , 0         , 0.390259  , 0.949982  , 0         , 0         , -5.25     , 0         , 11.9476   , 24.971    , 8.2367    , 0         , 8.30384   , 9.21326   , 9.21326   , 0         , 0         , 0         , 30.75     
   23.250, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.1482    , 99.9985   , 8.1482    , 99.2188   , 0         , 5.41667   , 6.02778   , 760       , 840       , 847.891   , 398.438   , 328.75    , 847.656   , 1156.64   , 866.875   , 0.664064  , 1.32813   , 0.761721  , 1.09375   , 28.2188   , 72.1406   , 73.2891   , 21.7031   , 440       , 30.75     , 30.75     , 2.128     , 93.75     , 0         , 0.38916   , 0.949982  , 0         , 0         , -5.25     , 0         , 11.8301   , 24.9802   , 8.1482    , 0         , 8.2306    , 9.12476   , 9.12476   , 0         , 0         , 0         , 30.75     
   23.300, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.20923   , 99.9985   , 8.20923   , 99.2188   , 0         , 5.38889   , 6.22223   , 800       , 840       , 847.891   , 398.359   , 330.078   , 847.656   , 1156.56   , 866.797   , 0.664064  , 1.32813   , 0.761721  , 1.09375   , 28.2188   , 72.1406   , 73.2891   , 21.8203   , 440       , 30.75     , 30.75     , 2.144     , 93.75     , 0         , 0.389832  , 0.949982  , 0         , 0         , -5.25     , 0         , 11.7539   , 24.9741   , 8.20923   , 0         , 8.2367    , 9.1858    , 9.1858    , 0         , 0         , 0         , 30.75     
   23.350, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.21839   , 99.9985   , 8.21839   , 99.2188   , 0         , 5.38889   , 6.19445   , 800       , 840       , 847.891   , 397.891   , 330       , 847.656   , 1155.08   , 865.703   , 0.644533  , 1.32813   , 0.761721  , 1.05469   , 28.1719   , 72.1406   , 73.2891   , 21.8203   , 440       , 30.75     , 30.75     , 2.136     , 93.75     , 0         , 0.38916   , 0.949982  , 0         , 0         , -5.25     , 0         , 11.7554   , 24.9802   , 8.21839   , 0         , 8.12073   , 9.19495   , 9.19495   , 0         , 0         , 0         , 30.75     
   23.400, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.20923   , 99.9985   , 8.20923   , 99.2188   , 0         , 5.38889   , 6.38889   , 800       , 840       , 847.891   , 398.75    , 330.156   , 847.656   , 1155.08   , 865.703   , 0.644533  , 1.32813   , 0.761721  , 1.05469   , 28.2422   , 72.1406   , 73.2891   , 21.8203   , 440       , 30.75     , 30.75     , 2.144     , 93.75     , 0         , 0.389893  , 0.949982  , 0         , 0         , -5.25     , 0         , 11.7722   , 24.971    , 8.20923   , 0         , 8.24586   , 9.1858    , 9.1858    , 0         , 0         , 0         , 30.75     
   23.450, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.31605   , 99.9985   , 8.31605   , 99.2188   , 0         , 5.38889   , 6.27778   , 760       , 840       , 847.891   , 399.688   , 332.656   , 847.656   , 1156.48   , 866.719   , 0.644533  , 1.28907   , 0.742189  , 1.09375   , 28.2656   , 72.1406   , 73.2891   , 21.9844   , 440       , 30.75     , 30.75     , 2.136     , 93.75     , 0         , 0.392273  , 0.949982  , 0         , 0         , -5.25     , 0         , 11.7706   , 24.9558   , 8.31605   , 0         , 8.22449   , 9.29261   , 9.29261   , 0         , 0         , 0         , 30.75     
   23.500, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.25501   , 99.9985   , 8.25501   , 99.2188   , 0         , 5.38889   , 6.69445   , 760       , 840       , 847.891   , 403.75    , 331.406   , 847.656   , 1155.08   , 865.703   , 0.644533  , 1.28907   , 0.742189  , 1.09375   , 28.6641   , 72.1406   , 73.2891   , 21.8906   , 440       , 30.75     , 30.75     , 2.17067   , 93.75     , 0         , 0.391724  , 0.949982  , 0         , 0         , -4.5      , 0         , 11.9095   , 24.9619   , 8.25501   , 0         , 8.42286   , 9.23157   , 9.23157   , 0         , 0         , 0         , 30.75     
   23.550, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.33436   , 99.9985   , 8.33436   , 99.2188   , 0         , 5.38889   , 6.61112   , 760       , 840       , 847.891   , 407.188   , 333.203   , 847.656   , 1155.31   , 865.859   , 0.625002  , 1.25      , 0.761721  , 1.09375   , 28.9688   , 72.1406   , 73.2891   , 22.0313   , 440       , 30.75     , 30.75     , 2.2       , 93.75     , 0         , 0.392945  , 0.949982  , 0         , 0         , -4.5      , 0         , 11.9949   , 24.9558   , 8.33436   , 0         , 8.45948   , 9.31092   , 9.31092   , 0         , 0         , 0         , 30.75     
   23.600, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.33741   , 99.9985   , 8.33741   , 99.2188   , 0         , 5.38889   , 6.30556   , 760       , 840       , 847.891   , 407.422   , 333.438   , 847.656   , 1157.81   , 867.813   , 0.625002  , 1.25      , 0.761721  , 1.09375   , 28.9922   , 72.1406   , 73.2891   , 22.0547   , 440       , 30.75     , 30.75     , 2.19467   , 93.75     , 0         , 0.39325   , 0.949982  , 0         , 0         , -4.5      , 0         , 12.0102   , 24.9558   , 8.33741   , 0         , 8.64564   , 9.31397   , 9.31397   , 0         , 0         , 0         , 30.75     
   23.650, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.34046   , 99.9985   , 8.34046   , 99.2188   , 0         , 5.38889   , 6.52778   , 760       , 840       , 847.891   , 409.375   , 333.281   , 847.656   , 1155.23   , 865.781   , 0.644533  , 1.25      , 0.761721  , 1.13282   , 29.1797   , 72.1406   , 73.2891   , 22.0547   , 440       , 30.75     , 30.75     , 2.216     , 93.75     , 0         , 0.393067  , 0.949982  , 0         , 0         , -4.5      , 0         , 12.0636   , 24.9588   , 8.34046   , 0         , 8.5846    , 9.31702   , 9.31702   , 0         , 0         , 0         , 30.75     
   23.700, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.23365   , 99.9985   , 8.23365   , 99.2188   , 0         , 5.38889   , 6.25      , 800       , 840       , 847.891   , 407.969   , 331.016   , 847.656   , 1157.81   , 867.813   , 0.644533  , 1.25      , 0.761721  , 1.13282   , 29.0625   , 72.1406   , 73.2891   , 21.8438   , 440       , 30.75     , 30.75     , 2.184     , 93.75     , 0         , 0.393311  , 0.949982  , 0         , 0         , -6        , 0         , 12.0377   , 24.9588   , 8.23365   , 0         , 8.31299   , 9.21021   , 9.21021   , 0         , 0         , 0         , 30.75     
   23.750, 0         , 0         , 0         , 0         , 0         , 0.999757  , 0         , 0         , 0         , 8.26417   , 99.9985   , 8.26417   , 99.2188   , 0         , 5.38889   , 6.27778   , 800       , 840       , 847.891   , 406.016   , 330.781   , 847.656   , 1159.3    , 868.906   , 0.644533  , 1.28907   , 0.781252  , 1.17188   , 28.9453   , 72.1406   , 73.2891   , 21.8906   , 440       , 30.75     , 30.75     , 2.184     , 93.75     , 0         , 0.390076  , 0.949982  , 0         , 0         , -6        , 0         , 12.0056   , 24.9771   , 8.26417   , 0         , 8.13294   , 9.24073   , 9.24073   , 0         , 0         , 0         , 30.75     
