TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , misolv_w  , mizsolv_w , milsol_w  , milsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , -         , DK      , PED     , °KW       ,           , , , , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueBeforeLimitation","TorqueForTimingIntervention","",""
   62.600, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.2815    , 21.7941   , 19.9829   , 7.75001   , 10.2778   , 2040      , 820       , 831.719   , 238.281   , 212.578   , 831.563   , 997.891   , 848.516   , 0.761721  , 1.01563   , 0.761721  , 1.13282   , 17.7188   , 84.9609   , 90.4922   , 15.2813   , 285       , 17.25     , 17.25     , 1.62667   , 67.5      , 30.4922   , 0.255554  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.36182   , 29.863    , 7.2815    , 8.36182   , 7.2815    , 7.2815    
   62.650, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.23572   , 21.756    , 19.8212   , 7.69445   , 11.0833   , 2040      , 820       , 831.719   , 238.906   , 211.484   , 831.563   , 997.891   , 848.516   , 0.761721  , 1.01563   , 0.761721  , 1.13282   , 17.7891   , 85.1484   , 90.6797   , 15.1875   , 285       , 17.25     , 17.25     , 1.66134   , 67.5      , 30.5      , 0.254273  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.32673   , 29.8874   , 7.23572   , 8.3252    , 7.23572   , 7.23572   
   62.700, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.21436   , 21.7255   , 19.7205   , 7.75001   , 11.0278   , 2040      , 820       , 831.719   , 241.641   , 210.781   , 831.563   , 997.891   , 848.516   , 0.800783  , 1.05469   , 0.742189  , 1.13282   , 18.0703   , 85.3594   , 90.9141   , 15.1406   , 285       , 17.25     , 17.25     , 1.664     , 67.5      , 30.6875   , 0.253662  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.49152   , 29.9408   , 7.21436   , 8.49      , 7.21436   , 7.21436   
   62.750, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18995   , 21.666    , 19.6137   , 7.75001   , 10.3056   , 2080      , 820       , 831.719   , 239.375   , 210.234   , 831.563   , 997.891   , 848.516   , 0.800783  , 1.05469   , 0.742189  , 1.13282   , 17.8594   , 85.6406   , 91.2188   , 15.0938   , 285       , 17.25     , 17.25     , 1.62667   , 67.5      , 30.7188   , 0.252747  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.45032   , 30.011    , 7.18995   , 8.45032   , 7.18995   , 7.18995   
   62.800, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.25098   , 21.6263   , 19.754    , 7.80556   , 10.6389   , 2040      , 820       , 831.719   , 236.484   , 211.484   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.05469   , 0.722658  , 1.17188   , 17.5781   , 85.5469   , 91.125    , 15.2109   , 285       , 17.25     , 17.25     , 1.64      , 67.5      , 30.7656   , 0.253845  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.26417   , 30.0934   , 7.25098   , 10.0494   , 7.25098   , 7.25098   
   62.850, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.30591   , 21.611    , 19.9585   , 7.75001   , 10.8056   , 2040      , 820       , 831.719   , 238.281   , 212.578   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.05469   , 0.722658  , 1.17188   , 17.7422   , 85.1016   , 90.6328   , 15.3047   , 285       , 17.25     , 17.25     , 1.66667   , 67.5      , 30.7422   , 0.255554  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.3191    , 30.0476   , 7.30591   , 10.5988   , 7.30591   , 7.30591   
   62.900, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.26319   , 21.5988   , 19.9005   , 7.75001   , 10.9722   , 2040      , 820       , 831.719   , 240.938   , 211.719   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.09375   , 0.742189  , 1.17188   , 18        , 85.0781   , 90.6094   , 15.2109   , 285       , 17.25     , 17.25     , 1.67734   , 67.5      , 30.7891   , 0.255066  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.43201   , 29.924    , 7.26319   , 8.43201   , 7.26319   , 7.26319   
   62.950, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22046   , 21.5866   , 19.7662   , 7.75001   , 10.8611   , 2040      , 820       , 831.719   , 242.422   , 211.094   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.09375   , 0.742189  , 1.17188   , 18.1406   , 85.2891   , 90.8438   , 15.1641   , 285       , 17.25     , 17.25     , 1.67734   , 67.5      , 30.8359   , 0.253784  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.53272   , 29.9164   , 7.22046   , 8.53272   , 7.22046   , 7.22046   
   63.000, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18689   , 21.5576   , 19.6167   , 7.75001   , 11.0556   , 2080      , 820       , 831.719   , 242.891   , 210.313   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.09375   , 0.742189  , 1.09375   , 18.1875   , 85.5234   , 91.1016   , 15.0938   , 285       , 17.25     , 17.25     , 1.688     , 67.5      , 30.8438   , 0.253113  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.56324   , 29.9866   , 7.18689   , 8.56324   , 7.18689   , 7.18689   
   63.050, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.17774   , 21.5119   , 19.5252   , 7.75001   , 11.0278   , 2080      , 820       , 831.719   , 242.5     , 209.922   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.09375   , 0.742189  , 1.09375   , 18.1641   , 85.8516   , 91.4297   , 15.0703   , 285       , 17.25     , 17.25     , 1.68267   , 67.5      , 30.8359   , 0.252381  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.56782   , 30.0797   , 7.17774   , 8.56629   , 7.17774   , 7.17774   
   63.100, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18689   , 21.46     , 19.5221   , 7.80556   , 10.6111   , 2080      , 820       , 831.719   , 239.141   , 210.156   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.01563   , 0.703127  , 1.13282   , 17.8359   , 85.8984   , 91.5      , 15.0938   , 285       , 17.25     , 17.25     , 1.65067   , 67.5      , 30.9297   , 0.252625  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.43354   , 30.159    , 7.18689   , 8.43201   , 7.18689   , 7.18689   
   63.150, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.24488   , 21.4844   , 19.6991   , 7.75001   , 10.8056   , 2040      , 820       , 831.719   , 238.984   , 211.094   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.01563   , 0.703127  , 1.13282   , 17.8359   , 85.7578   , 91.3359   , 15.1875   , 285       , 17.25     , 17.25     , 1.67467   , 67.5      , 31.1094   , 0.253479  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.4015    , 30.1743   , 7.24488   , 10.5713   , 7.24488   , 7.24488   
   63.200, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.31507   , 21.4844   , 19.9494   , 7.80556   , 10.5833   , 2040      , 820       , 831.719   , 237.656   , 212.813   , 832.813   , 997.813   , 848.359   , 0.781252  , 1.01563   , 0.683596  , 1.09375   , 17.6719   , 85.125    , 90.6563   , 15.3281   , 285       , 17.25     , 17.25     , 1.65067   , 67.5      , 31.125    , 0.255554  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.3191    , 30.1041   , 7.31507   , 10.5164   , 7.31507   , 7.31507   
   63.250, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.25709   , 21.4844   , 19.8639   , 7.80556   , 10.2222   , 2040      , 820       , 831.797   , 234.219   , 211.641   , 832.813   , 997.891   , 848.516   , 0.781252  , 1.01563   , 0.683596  , 1.09375   , 17.3438   , 85.1953   , 90.75     , 15.2109   , 285       , 17.25     , 17.25     , 1.61867   , 67.5      , 30.9063   , 0.254395  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.1894    , 29.9301   , 7.25709   , 8.18787   , 7.25709   , 7.25709   
   63.300, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22962   , 21.4844   , 19.7662   , 7.80556   , 10.2222   , 2040      , 820       , 831.797   , 233.672   , 211.094   , 831.563   , 997.891   , 848.516   , 0.800783  , 1.01563   , 0.683596  , 1.09375   , 17.2969   , 85.3594   , 90.9141   , 15.1641   , 285       , 17.25     , 17.25     , 1.61334   , 67.5      , 30.8594   , 0.254151  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.17261   , 29.9607   , 7.22962   , 8.17261   , 7.22962   , 7.22962   
   63.350, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22352   , 21.4844   , 19.7022   , 7.80556   , 11.3611   , 2040      , 820       , 831.797   , 236.172   , 211.016   , 831.563   , 997.891   , 848.516   , 0.800783  , 1.01563   , 0.683596  , 1.09375   , 17.5547   , 85.5469   , 91.125    , 15.1641   , 285       , 17.25     , 17.25     , 1.66134   , 67.5      , 30.9297   , 0.253662  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.19855   , 30.0064   , 7.22352   , 8.19703   , 7.22352   , 7.22352   
   63.400, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.1991    , 21.4554   , 19.6076   , 7.80556   , 10.4167   , 2080      , 820       , 831.797   , 238.516   , 210.156   , 832.813   , 997.891   , 848.516   , 0.800783  , 1.09375   , 0.683596  , 1.01563   , 17.7891   , 85.7109   , 91.2891   , 15.0938   , 285       , 17.25     , 17.25     , 1.64267   , 67.5      , 31.0625   , 0.252625  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.42896   , 30.0751   , 7.1991    , 8.42896   , 7.1991    , 7.1991    
   63.450, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18689   , 21.4111   , 19.5343   , 7.80556   , 11.1945   , 2080      , 820       , 831.797   , 240.859   , 210.156   , 832.813   , 997.891   , 848.516   , 0.800783  , 1.09375   , 0.683596  , 1.01563   , 18        , 85.875    , 91.4531   , 15.0938   , 285       , 17.25     , 17.25     , 1.664     , 67.5      , 31.1016   , 0.252625  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.4549    , 30.1178   , 7.18689   , 8.45338   , 7.18689   , 7.18689   
   63.500, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22046   , 21.373    , 19.6137   , 7.80556   , 10.8056   , 2040      , 820       , 831.797   , 242.109   , 210.625   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.01563   , 0.644533  , 1.05469   , 18.1172   , 85.8281   , 91.4063   , 15.1406   , 285       , 17.25     , 17.25     , 1.67467   , 67.5      , 31.0703   , 0.25293   , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.54188   , 30.1789   , 7.22046   , 8.54188   , 7.22046   , 7.22046   
   63.550, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.2815    , 21.4844   , 19.8273   , 7.80556   , 10.8333   , 2040      , 820       , 831.875   , 239.531   , 212.109   , 832.813   , 997.891   , 848.516   , 0.839846  , 1.01563   , 0.644533  , 1.05469   , 17.8594   , 85.3125   , 90.8672   , 15.2578   , 285       , 17.25     , 17.25     , 1.66934   , 67.5      , 31.0547   , 0.254639  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.39234   , 30.1377   , 7.2815    , 10.5621   , 7.2815    , 7.2815    
   63.600, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.25403   , 21.4844   , 19.8273   , 7.80556   , 11.1667   , 2040      , 820       , 831.875   , 241.406   , 211.563   , 831.563   , 997.891   , 848.516   , 0.839846  , 0.976565  , 0.625002  , 1.01563   , 18.0469   , 85.2422   , 90.7969   , 15.2109   , 285       , 17.25     , 17.25     , 1.68267   , 67.5      , 31.0547   , 0.254273  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.43659   , 29.9896   , 7.25403   , 8.43506   , 7.25403   , 7.25403   
   63.650, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.21131   , 21.4844   , 19.6839   , 7.80556   , 10.8611   , 2080      , 820       , 831.797   , 241.484   , 210.859   , 831.563   , 997.891   , 848.516   , 0.839846  , 0.976565  , 0.625002  , 1.01563   , 18.0469   , 85.4766   , 91.0313   , 15.1406   , 285       , 17.25     , 17.25     , 1.664     , 67.5      , 31.0703   , 0.253479  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.49305   , 29.9851   , 7.21131   , 8.49305   , 7.21131   , 7.21131   
   63.700, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18689   , 21.4371   , 19.5831   , 7.80556   , 11.0278   , 2080      , 820       , 831.797   , 240.938   , 210.156   , 831.563   , 997.891   , 848.516   , 0.820315  , 0.976565  , 0.644533  , 1.01563   , 18.0234   , 85.7578   , 91.3359   , 15.0938   , 285       , 17.25     , 17.25     , 1.68267   , 67.5      , 31.0234   , 0.252625  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.47474   , 30.0583   , 7.18689   , 8.47474   , 7.18689   , 7.18689   
   63.750, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.27234   , 21.4844   , 19.8181   , 7.75001   , 11.0556   , 2040      , 820       , 831.797   , 242.578   , 211.719   , 831.563   , 997.891   , 848.516   , 0.820315  , 0.976565  , 0.644533  , 1.01563   , 18.1641   , 85.4766   , 91.0313   , 15.2344   , 285       , 17.25     , 17.25     , 1.67467   , 67.5      , 30.9453   , 0.254212  , 0.949982  , 1.96079   , 20.6836   , 37.5      , 8.50678   , 30.1254   , 7.27234   , 10.1257   , 7.27234   , 7.27234   
   63.800, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.26014   , 21.4844   , 19.8242   , 7.80556   , 11.0556   , 2040      , 820       , 831.797   , 244.141   , 211.563   , 831.563   , 997.891   , 848.516   , 0.859377  , 1.05469   , 0.644533  , 0.976565  , 18.3047   , 85.2422   , 90.7969   , 15.2109   , 285       , 17.25     , 17.25     , 1.67467   , 67.5      , 31        , 0.254578  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.59681   , 30.0324   , 7.26014   , 8.59681   , 7.26014   , 7.26014   
   63.850, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.19605   , 21.4646   , 19.6381   , 7.80556   , 10.4167   , 2080      , 820       , 831.797   , 238.75    , 210.547   , 831.563   , 997.891   , 848.516   , 0.859377  , 1.05469   , 0.644533  , 0.976565  , 17.7891   , 85.5234   , 91.1016   , 15.1172   , 285       , 17.25     , 17.25     , 1.62934   , 67.5      , 31.0234   , 0.253113  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.42744   , 29.9881   , 7.19605   , 8.42591   , 7.19605   , 7.19605   
   63.900, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.17469   , 21.4188   , 19.5099   , 7.80556   , 10.6111   , 2080      , 820       , 831.797   , 235.547   , 209.922   , 831.563   , 997.891   , 848.516   , 0.859377  , 1.05469   , 0.644533  , 0.976565  , 17.5078   , 85.8281   , 91.4063   , 15.0703   , 285       , 17.25     , 17.25     , 1.64      , 67.5      , 31.0781   , 0.25232   , 0.949982  , 1.96079   , 20.6836   , 16.5      , 8.25654   , 30.0797   , 7.17469   , 6.71692   , 7.17469   , 7.17469   
   63.950, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22352   , 21.4737   , 19.6259   , 7.80556   , 10.2778   , 2080      , 820       , 831.797   , 233.438   , 210.625   , 831.563   , 997.891   , 848.516   , 0.859377  , 1.05469   , 0.644533  , 0.976565  , 17.2969   , 85.6172   , 91.1953   , 15.1406   , 285       , 17.25     , 17.25     , 1.608     , 67.5      , 31.0625   , 0.253479  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.18024   , 30.1499   , 7.22352   , 8.17872   , 7.22352   , 7.22352   
   64.000, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18079   , 21.4279   , 19.5191   , 7.83334   , 10.4722   , 2080      , 820       , 831.797   , 231.328   , 209.922   , 831.563   , 997.891   , 848.516   , 0.839846  , 1.01563   , 0.664064  , 1.05469   , 17.0859   , 85.8984   , 91.5      , 15.0703   , 285       , 17.25     , 17.25     , 1.62134   , 67.5      , 31.0859   , 0.25232   , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.05359   , 30.101    , 7.18079   , 8.05359   , 7.18079   , 7.18079   
   64.050, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18079   , 21.3883   , 19.4702   , 7.80556   , 10.8333   , 2080      , 820       , 831.797   , 234.063   , 209.766   , 831.563   , 997.891   , 848.516   , 0.839846  , 1.01563   , 0.664064  , 1.05469   , 17.3672   , 86.0156   , 91.6172   , 15.0703   , 285       , 17.25     , 17.25     , 1.64      , 67.5      , 31.2578   , 0.252136  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.16651   , 30.1865   , 7.18079   , 8.16651   , 7.18079   , 7.18079   
   64.100, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.193     , 21.3532   , 19.5038   , 7.75001   , 11.4167   , 2080      , 820       , 831.797   , 239.766   , 210.078   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.09375   , 0.703127  , 1.01563   , 17.9063   , 86.0391   , 91.6406   , 15.0938   , 285       , 17.25     , 17.25     , 1.66667   , 67.5      , 31.2891   , 0.252503  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.38929   , 30.2094   , 7.193     , 8.38929   , 7.193     , 7.193     
   64.150, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22046   , 21.3226   , 19.5954   , 7.80556   , 11.4167   , 2080      , 820       , 831.797   , 243.75    , 210.625   , 831.563   , 997.891   , 848.516   , 0.820315  , 1.09375   , 0.703127  , 1.01563   , 18.2813   , 85.7813   , 91.3594   , 15.1406   , 285       , 17.25     , 17.25     , 1.69067   , 67.5      , 31.2422   , 0.25293   , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.58613   , 30.2139   , 7.22046   , 8.5846    , 7.22046   , 7.22046   
   64.200, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.193     , 21.2967   , 19.5648   , 7.80556   , 10.8611   , 2080      , 820       , 831.797   , 242.891   , 210.156   , 832.813   , 997.891   , 848.516   , 0.820315  , 1.01563   , 0.742189  , 1.09375   , 18.2109   , 85.7813   , 91.3594   , 15.0938   , 285       , 17.25     , 17.25     , 1.67734   , 67.5      , 31.2031   , 0.252625  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.56476   , 30.1361   , 7.193     , 8.56324   , 7.193     , 7.193     
   64.250, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.15943   , 21.2738   , 19.4336   , 7.83334   , 10.8611   , 2080      , 820       , 831.797   , 242.578   , 209.531   , 832.813   , 997.891   , 848.516   , 0.820315  , 1.01563   , 0.742189  , 1.09375   , 18.1875   , 85.9922   , 91.5938   , 15.0469   , 285       , 17.25     , 17.25     , 1.67734   , 67.5      , 31.2891   , 0.251892  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.59528   , 30.1483   , 7.15943   , 8.59376   , 7.15943   , 7.15943   
   64.300, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.15638   , 21.2525   , 19.3909   , 7.80556   , 11.0833   , 2080      , 820       , 831.797   , 240.938   , 209.219   , 831.563   , 997.891   , 848.516   , 0.859377  , 0.976565  , 0.781252  , 1.05469   , 18.0234   , 86.2031   , 91.8047   , 15.0234   , 285       , 17.25     , 17.25     , 1.67734   , 67.5      , 31.3672   , 0.251526  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.51136   , 30.2155   , 7.15638   , 8.51136   , 7.15638   , 7.15638   
   64.350, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.17774   , 21.2372   , 19.4275   , 7.80556   , 10.6945   , 2080      , 820       , 831.797   , 240.234   , 209.688   , 831.563   , 997.891   , 848.516   , 0.859377  , 0.976565  , 0.781252  , 1.05469   , 17.9766   , 86.1328   , 91.7344   , 15.0703   , 285       , 17.25     , 17.25     , 1.65334   , 67.5      , 31.3828   , 0.252075  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.50831   , 30.2719   , 7.17774   , 8.50831   , 7.17774   , 7.17774   
   64.400, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18689   , 21.2219   , 19.458    , 7.80556   , 10.8889   , 2080      , 820       , 831.797   , 238.516   , 210       , 832.813   , 997.891   , 848.516   , 0.820315  , 1.05469   , 0.761721  , 1.13282   , 17.7891   , 86.0859   , 91.6875   , 15.0938   , 285       , 17.25     , 17.25     , 1.65334   , 67.5      , 31.3672   , 0.252442  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.39234   , 30.2475   , 7.18689   , 8.39234   , 7.18689   , 7.18689   
   64.450, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.17774   , 21.2067   , 19.4519   , 7.80556   , 11.0278   , 2080      , 820       , 831.875   , 240.078   , 209.766   , 832.813   , 997.891   , 848.516   , 0.820315  , 1.05469   , 0.761721  , 1.13282   , 17.9531   , 86.1094   , 91.7109   , 15.0703   , 285       , 17.25     , 17.25     , 1.656     , 67.5      , 31.4141   , 0.252136  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.45948   , 30.2277   , 7.17774   , 8.45948   , 7.17774   , 7.17774   
   64.500, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.18384   , 21.1975   , 19.458    , 7.80556   , 10.5833   , 2080      , 820       , 831.875   , 239.688   , 209.766   , 832.813   , 997.891   , 848.516   , 0.800783  , 1.05469   , 0.761721  , 1.13282   , 17.9063   , 86.0625   , 91.6641   , 15.0703   , 285       , 17.25     , 17.25     , 1.648     , 67.5      , 31.5      , 0.252136  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.48389   , 30.2506   , 7.18384   , 8.48389   , 7.18384   , 7.18384   
   64.550, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22046   , 21.1899   , 19.5892   , 7.83334   , 10.6111   , 2080      , 820       , 831.875   , 236.719   , 210.547   , 832.813   , 997.891   , 848.516   , 0.800783  , 1.05469   , 0.761721  , 1.13282   , 17.625    , 85.8516   , 91.4297   , 15.1406   , 285       , 17.25     , 17.25     , 1.64      , 67.5      , 31.4766   , 0.252808  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.31757   , 30.2201   , 7.22046   , 8.31605   , 7.22046   , 7.22046   
   64.600, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.22962   , 21.1823   , 19.6442   , 7.83334   , 10.6111   , 2080      , 820       , 831.875   , 235.781   , 210.938   , 831.563   , 997.891   , 848.516   , 0.800783  , 0.976565  , 0.761721  , 1.05469   , 17.5313   , 85.7109   , 91.2891   , 15.1641   , 285       , 17.25     , 17.25     , 1.64      , 67.5      , 31.3672   , 0.252869  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.24891   , 30.1514   , 7.22962   , 8.24891   , 7.22962   , 7.22962   
   64.650, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.20215   , 21.1746   , 19.5862   , 7.83334   , 10.4167   , 2080      , 820       , 831.875   , 235.625   , 210.234   , 831.563   , 997.891   , 848.516   , 0.800783  , 0.976565  , 0.761721  , 1.05469   , 17.5078   , 85.7344   , 91.3125   , 15.0938   , 285       , 17.25     , 17.25     , 1.62934   , 67.5      , 31.3125   , 0.252991  , 0.949982  , 1.96079   , 20.6836   , 43.5      , 8.27332   , 30.1163   , 7.20215   , 8.27332   , 7.20215   , 7.20215   
   64.700, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.17774   , 21.167    , 19.4916   , 7.83334   , 10.4445   , 2080      , 820       , 831.875   , 233.125   , 209.844   , 831.563   , 997.891   , 848.516   , 0.800783  , 0.976565  , 0.722658  , 1.05469   , 17.2734   , 85.9219   , 91.5234   , 15.0703   , 285       , 17.25     , 17.25     , 1.62134   , 67.5      , 31.3359   , 0.252503  , 0.949982  , 1.96079   , 20.6836   , 44.25     , 8.16498   , 30.1422   , 7.17774   , 8.16346   , 7.17774   , 7.17774   
   64.750, 0         , 0         , 0         , 0         , 2         , 0.999757  , 0         , 0         , 0         , 7.16553   , 21.1594   , 19.4153   , 7.83334   , 11.25     , 2080      , 820       , 831.875   , 238.203   , 209.531   , 831.563   , 997.891   , 848.516   , 0.800783  , 0.976565  , 0.722658  , 1.05469   , 17.7656   , 86.1328   , 91.7344   , 15.0469   , 285       , 17.25     , 17.25     , 1.65067   , 67.5      , 31.3594   , 0.251831  , 0.949982  , 1.96079   , 20.6836   , 17.25     , 8.34962   , 30.1911   , 7.16553   , 6.83899   , 7.16553   , 7.16553   
