
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: my_8D0907551M-5120.ecu

ECU identified with following data:
HWNumber    = 0261207143       (requested was 0261207143)
SWNumber    = 1037360857       (requested was 1037360857)
PartNumber  = 8D0907551M       (requested was 8D0907551M)
SWVersion   = 0002             (requested was 0002)
EngineId    = 2.7l V6/5VT      (requested was 2.7l V6/5VT)
VAGHWNumber = 
ModelId     = G

Log packet size: 50 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  18.11.2017 12:30:49.911

TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , ldtvm     , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , wdkba     , wped_w    , zwout     
    8.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.13889   , 760       , 820       , 830.391   , 473.047   , 301.25    , 830.313   , 848.594   , 1.13282   , 1.875     , 1.01563   , 1.48438   , 31.5234   , 147.117   , 147.117   , 17.2031   , 110       , 42.75     , 42.75     , 2.32534   , 60.75     , 0         , 0         , 0         , -15       
    8.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.44445   , 800       , 820       , 830.391   , 473.359   , 302.109   , 830.313   , 848.594   , 1.13282   , 1.875     , 1.01563   , 1.48438   , 31.5234   , 147.117   , 147.117   , 17.25     , 110       , 42.75     , 42.75     , 2.34667   , 60.75     , 0         , 0         , 0         , -15.75    
    8.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.58334   , 800       , 820       , 830.391   , 475.391   , 301.328   , 830.313   , 848.594   , 1.17188   , 1.95313   , 0.976565  , 1.48438   , 31.7109   , 147.117   , 147.117   , 17.2031   , 110       , 42.75     , 42.75     , 2.33867   , 60.75     , 0         , 0.392157  , 0         , -15       
    8.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.97223   , 800       , 820       , 830.391   , 471.797   , 302.266   , 830.313   , 848.594   , 1.17188   , 1.95313   , 0.976565  , 1.48438   , 31.3828   , 147.117   , 147.117   , 17.25     , 110       , 42.75     , 42.75     , 2.25867   , 60.75     , 0         , 0.392157  , 0         , -15.75    
    8.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.00001   , 800       , 820       , 830.391   , 467.422   , 300.078   , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.976565  , 1.52344   , 31.0781   , 147.117   , 147.117   , 17.1328   , 110       , 42.75     , 42.75     , 2.272     , 60.75     , 0         , 0         , 0         , -15.75    
    9.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.47223   , 800       , 820       , 830.391   , 468.594   , 299.844   , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.976565  , 1.52344   , 31.1719   , 147.117   , 147.117   , 17.1094   , 110       , 42.75     , 42.75     , 2.29334   , 60.75     , 0         , 0.392157  , 0         , -15.75    
    9.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 760       , 820       , 830.391   , 468.125   , 301.719   , 830.313   , 848.594   , 1.13282   , 1.875     , 0.937502  , 1.5625    , 31.0781   , 147.117   , 147.117   , 17.2031   , 110       , 42.75     , 42.75     , 2.26934   , 60.75     , 0         , 0         , 0         , -14.25    
    9.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 800       , 820       , 830.391   , 466.797   , 300.859   , 830.313   , 848.594   , 1.13282   , 1.875     , 0.937502  , 1.5625    , 30.9844   , 147.117   , 147.117   , 17.1563   , 115       , 42.75     , 42.75     , 2.26134   , 60.75     , 0         , 0.392157  , 0         , -15.75    
    9.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.36112   , 800       , 820       , 830.391   , 467.031   , 299.297   , 830.313   , 848.594   , 1.17188   , 1.95313   , 0.976565  , 1.5625    , 31.0313   , 147.117   , 147.117   , 17.0625   , 115       , 42.75     , 42.75     , 2.272     , 60.75     , 0         , 0         , 0         , -15.75    
    9.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.36112   , 800       , 820       , 830.391   , 468.281   , 298.906   , 830.313   , 848.594   , 1.17188   , 1.95313   , 0.976565  , 1.5625    , 31.1484   , 147.117   , 147.117   , 17.0391   , 115       , 42.75     , 42.75     , 2.29067   , 60.75     , 0         , 0.392157  , 0         , -15       
    9.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.83334   , 760       , 820       , 830.391   , 475.547   , 302.5     , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.976565  , 1.52344   , 31.6641   , 147.117   , 147.117   , 17.2266   , 115       , 42.75     , 42.75     , 2.39734   , 60.75     , 0         , 0         , 0         , -14.25    
    9.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.33334   , 760       , 820       , 830.391   , 477.422   , 302.031   , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.976565  , 1.52344   , 31.8281   , 147.117   , 147.117   , 17.2031   , 115       , 42.75     , 42.75     , 2.32      , 60.75     , 0         , 0         , 0         , -15       
    9.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 800       , 820       , 830.391   , 472.969   , 301.328   , 831.563   , 848.594   , 1.13282   , 1.875     , 0.937502  , 1.48438   , 31.4766   , 147.117   , 147.117   , 17.1563   , 115       , 42.75     , 42.75     , 2.27734   , 60.75     , 0         , 0.392157  , 0         , -15.75    
    9.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 800       , 820       , 830.391   , 468.906   , 298.906   , 831.563   , 848.594   , 1.13282   , 1.875     , 0.937502  , 1.48438   , 31.1953   , 147.117   , 147.117   , 17.0391   , 115       , 42.75     , 42.75     , 2.264     , 60.75     , 0         , 0.392157  , 0         , -15.75    
    9.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.05556   , 800       , 820       , 830.391   , 466.719   , 300       , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.48438   , 30.9844   , 147.117   , 147.117   , 17.0859   , 115       , 42.75     , 42.75     , 2.264     , 60.75     , 0         , 0         , 0         , -15       
    9.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.47223   , 760       , 820       , 830.391   , 469.844   , 301.406   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.48438   , 31.2188   , 147.117   , 147.117   , 17.1563   , 115       , 42.75     , 42.75     , 2.288     , 60.75     , 0         , 0.392157  , 0         , -15       
    9.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 760       , 820       , 830.391   , 468.359   , 302.266   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.44532   , 31.0547   , 147.117   , 147.117   , 17.2031   , 115       , 42.75     , 42.75     , 2.29067   , 60.75     , 0         , 0         , 0         , -14.25    
    9.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.05556   , 760       , 820       , 830.391   , 466.563   , 301.328   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.44532   , 30.9375   , 147.117   , 147.117   , 17.1563   , 115       , 42.75     , 42.75     , 2.288     , 60.75     , 0         , 0         , 0         , -15       
    9.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.27778   , 760       , 820       , 830.469   , 467.188   , 300.469   , 831.563   , 848.594   , 1.09375   , 1.95313   , 1.01563   , 1.48438   , 30.9844   , 147.117   , 147.117   , 17.0859   , 115       , 42.75     , 42.75     , 2.30134   , 60.75     , 0         , 0         , 0         , -14.25    
    9.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.19445   , 760       , 820       , 830.469   , 468.203   , 303.047   , 831.563   , 848.594   , 1.09375   , 1.95313   , 1.01563   , 1.48438   , 31.1016   , 147.117   , 147.117   , 17.3203   , 115       , 42.75     , 42.75     , 2.296     , 60.75     , 0         , 0         , 0         , -13.5     
    9.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 760       , 820       , 830.469   , 466.016   , 302.266   , 830.313   , 848.594   , 1.13282   , 2.03126   , 1.05469   , 1.48438   , 30.8203   , 147.117   , 147.117   , 17.1563   , 115       , 42.75     , 42.75     , 2.28      , 60.75     , 0         , 0         , 0         , -14.25    
    9.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 760       , 820       , 830.469   , 464.688   , 302.422   , 830.313   , 848.594   , 1.13282   , 2.03126   , 1.05469   , 1.48438   , 30.7734   , 147.117   , 147.117   , 17.2266   , 115       , 42.75     , 42.75     , 2.288     , 60.75     , 0         , 0         , 0         , -14.25    
    9.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.61112   , 760       , 820       , 830.469   , 468.984   , 301.25    , 830.313   , 848.594   , 1.09375   , 2.03126   , 1.05469   , 1.44532   , 31.125    , 147.117   , 147.117   , 17.1328   , 115       , 42.75     , 42.75     , 2.37067   , 60.75     , 0         , 0         , 0         , -14.25    
    9.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.69445   , 760       , 820       , 830.469   , 474.453   , 303.516   , 830.313   , 848.594   , 1.09375   , 2.03126   , 1.05469   , 1.44532   , 31.5703   , 147.117   , 147.117   , 17.3203   , 115       , 42.75     , 42.75     , 2.408     , 60.75     , 0         , 0         , 0         , -13.5     
    9.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.75001   , 760       , 820       , 830.469   , 480.703   , 303.75    , 830.313   , 848.594   , 1.09375   , 2.10938   , 1.09375   , 1.40625   , 32.0625   , 147.117   , 147.117   , 17.2969   , 115       , 42.75     , 42.75     , 2.44267   , 60.75     , 0         , 0         , 0         , -13.5     
   10.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.00001   , 760       , 820       , 830.469   , 477.422   , 302.969   , 830.313   , 848.594   , 1.09375   , 2.10938   , 1.09375   , 1.40625   , 31.7813   , 147.117   , 147.117   , 17.2031   , 115       , 42.75     , 42.75     , 2.33867   , 60.75     , 0         , 0         , 0         , -15       
   10.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 800       , 820       , 830.469   , 473.281   , 300.469   , 830.313   , 848.594   , 1.13282   , 2.03126   , 1.05469   , 1.40625   , 31.5      , 147.117   , 147.117   , 17.0859   , 115       , 42.75     , 42.75     , 2.32267   , 60.75     , 0         , 0         , 0         , -15.75    
   10.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.83334   , 800       , 820       , 830.469   , 476.563   , 299.688   , 830.313   , 848.594   , 1.13282   , 2.03126   , 1.05469   , 1.40625   , 31.8516   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.42134   , 60.75     , 0         , 0         , 0         , -15.75    
   10.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 760       , 820       , 830.469   , 477.344   , 300.234   , 830.313   , 848.594   , 1.17188   , 2.03126   , 1.05469   , 1.36719   , 31.875    , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.37867   , 60.75     , 0         , 0         , 0         , -15       
   10.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.47223   , 800       , 820       , 830.469   , 478.125   , 300.781   , 830.313   , 848.594   , 1.17188   , 2.03126   , 1.05469   , 1.36719   , 31.8984   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.35467   , 60.75     , 0         , 0         , 0         , -15       
   10.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.94445   , 800       , 820       , 830.391   , 471.172   , 298.828   , 830.313   , 848.594   , 1.17188   , 2.10938   , 1.01563   , 1.40625   , 31.4063   , 147.117   , 147.117   , 16.9922   , 115       , 42.75     , 42.75     , 2.26934   , 60.75     , 0         , 0         , 0         , -15.75    
   10.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.30556   , 800       , 820       , 830.391   , 468.516   , 297.266   , 830.313   , 848.594   , 1.17188   , 2.10938   , 1.01563   , 1.40625   , 31.1953   , 147.117   , 147.117   , 16.9219   , 115       , 42.75     , 42.75     , 2.27734   , 60.75     , 0         , 0         , 0         , -15.75    
   10.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.58334   , 800       , 820       , 830.391   , 469.922   , 295.938   , 830.313   , 848.594   , 1.21094   , 2.03126   , 1.05469   , 1.40625   , 31.3359   , 147.117   , 147.117   , 16.8281   , 115       , 42.75     , 42.75     , 2.328     , 60.75     , 0         , 0         , 0         , -15.75    
   10.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 800       , 820       , 830.391   , 468.906   , 295.313   , 830.313   , 848.594   , 1.21094   , 2.03126   , 1.05469   , 1.40625   , 31.2422   , 147.117   , 147.117   , 16.8047   , 115       , 42.75     , 42.75     , 2.29067   , 60.75     , 0         , 0         , 0         , -15.75    
   10.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.94445   , 800       , 820       , 830.391   , 463.828   , 296.016   , 830.313   , 849.688   , 1.17188   , 2.03126   , 1.05469   , 1.44532   , 30.8203   , 147.117   , 147.117   , 16.8516   , 115       , 42.75     , 42.75     , 2.23734   , 60.75     , 0         , 0         , 0         , -15.75    
   10.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.30556   , 800       , 820       , 830.391   , 463.594   , 294.766   , 830.313   , 848.594   , 1.17188   , 2.03126   , 1.05469   , 1.44532   , 30.7969   , 147.117   , 147.117   , 16.7578   , 115       , 42.75     , 42.75     , 2.272     , 60.75     , 0         , 0         , 0         , -15.75    
   10.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.13889   , 800       , 820       , 830.391   , 462.969   , 295.547   , 830.313   , 848.594   , 1.17188   , 2.10938   , 1.01563   , 1.48438   , 30.75     , 147.117   , 147.117   , 16.8281   , 115       , 42.75     , 42.75     , 2.25334   , 60.75     , 0         , 0         , 0         , -15.75    
   10.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 800       , 820       , 830.391   , 465.078   , 296.484   , 830.313   , 848.594   , 1.17188   , 2.10938   , 1.01563   , 1.48438   , 30.8672   , 147.117   , 147.117   , 16.8281   , 115       , 42.75     , 42.75     , 2.26667   , 60.75     , 0         , 0         , 0         , -15.75    
   10.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.30556   , 760       , 820       , 830.391   , 467.109   , 297.578   , 830.313   , 848.594   , 1.13282   , 2.03126   , 0.976565  , 1.52344   , 31.0547   , 147.117   , 147.117   , 16.9219   , 115       , 42.75     , 42.75     , 2.26934   , 60.75     , 0         , 0         , 0         , -15       
   10.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.38889   , 760       , 820       , 830.391   , 470       , 300.859   , 830.313   , 848.594   , 1.13282   , 2.03126   , 0.976565  , 1.52344   , 31.2188   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.30667   , 60.75     , 0         , 0         , 0         , -14.25    
   10.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.33334   , 760       , 820       , 830.391   , 473.438   , 303.594   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.52344   , 31.4766   , 147.117   , 147.117   , 17.2969   , 115       , 42.75     , 42.75     , 2.31467   , 60.75     , 0         , 0         , 0         , -14.25    
   10.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.27778   , 760       , 820       , 830.391   , 473.047   , 302.813   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.976565  , 1.52344   , 31.4297   , 147.117   , 147.117   , 17.2266   , 115       , 42.75     , 42.75     , 2.296     , 60.75     , 0         , 0         , 0         , -15       
   10.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.08334   , 760       , 820       , 830.391   , 471.719   , 301.094   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.937502  , 1.48438   , 31.3359   , 147.117   , 147.117   , 17.0859   , 115       , 42.75     , 42.75     , 2.26667   , 60.75     , 0         , 0         , 0         , -15       
   10.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.58334   , 760       , 820       , 830.391   , 473.047   , 300.859   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.937502  , 1.48438   , 31.4531   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.33334   , 60.75     , 0         , 0         , 0         , -14.25    
   10.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.30556   , 760       , 820       , 830.391   , 475.781   , 302.188   , 830.313   , 848.594   , 1.05469   , 2.03126   , 0.89844   , 1.48438   , 31.6875   , 147.117   , 147.117   , 17.2031   , 115       , 42.75     , 42.75     , 2.32534   , 60.75     , 0         , 0         , 0         , -14.25    
   11.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.00001   , 760       , 820       , 830.391   , 472.422   , 303.203   , 830.313   , 848.594   , 1.05469   , 2.03126   , 0.89844   , 1.48438   , 31.3594   , 147.117   , 147.117   , 17.2734   , 115       , 42.75     , 42.75     , 2.27467   , 60.75     , 0         , 0         , 0         , -14.25    
   11.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.88889   , 760       , 820       , 830.391   , 468.516   , 303.594   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.89844   , 1.48438   , 31.0313   , 147.117   , 147.117   , 17.25     , 115       , 42.75     , 42.75     , 2.26934   , 60.75     , 0         , 0         , 0         , -14.25    
   11.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 760       , 820       , 830.391   , 466.563   , 300.703   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.89844   , 1.48438   , 30.9375   , 147.117   , 147.117   , 17.1328   , 115       , 42.75     , 42.75     , 2.27467   , 60.75     , 0         , 0         , 0         , -15       
   11.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.13889   , 760       , 820       , 830.391   , 466.328   , 301.094   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.89844   , 1.52344   , 30.9141   , 147.117   , 147.117   , 17.1328   , 115       , 42.75     , 42.75     , 2.29334   , 60.75     , 0         , 0         , 0         , -14.25    
   11.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.13889   , 760       , 820       , 830.391   , 467.5     , 303.594   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.89844   , 1.52344   , 30.9375   , 147.117   , 147.117   , 17.3438   , 115       , 42.75     , 42.75     , 2.296     , 60.75     , 0         , 0         , 0         , -13.5     
   11.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.00001   , 760       , 820       , 830.391   , 466.094   , 304.375   , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.937502  , 1.52344   , 30.8203   , 147.117   , 147.117   , 17.3203   , 115       , 42.75     , 42.75     , 2.26134   , 60.75     , 0         , 0         , 0         , -14.25    
   11.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.94445   , 760       , 820       , 830.391   , 465.078   , 303.281   , 830.313   , 848.594   , 1.13282   , 1.95313   , 0.937502  , 1.52344   , 30.7969   , 147.117   , 147.117   , 17.25     , 115       , 42.75     , 42.75     , 2.26134   , 60.75     , 0         , 0         , 0         , -14.25    
   11.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 6.94445   , 760       , 820       , 830.391   , 462.891   , 302.891   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.937502  , 1.5625    , 30.6094   , 147.117   , 147.117   , 17.2734   , 115       , 42.75     , 42.75     , 2.288     , 60.75     , 0         , 0         , 0         , -14.25    
   11.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.33334   , 760       , 820       , 830.391   , 465.703   , 305.313   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.937502  , 1.5625    , 30.7734   , 147.117   , 147.117   , 17.4609   , 115       , 42.75     , 42.75     , 2.344     , 60.75     , 0         , 0         , 0         , -12.75    
   11.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.30556   , 760       , 820       , 830.391   , 467.578   , 306.719   , 830.313   , 848.594   , 1.09375   , 1.875     , 0.89844   , 1.5625    , 30.9141   , 147.117   , 147.117   , 17.4844   , 115       , 42.75     , 42.75     , 2.36534   , 60.75     , 0         , 0         , 0         , -12.75    
   11.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 760       , 820       , 830.391   , 471.094   , 306.719   , 830.313   , 850.703   , 1.09375   , 1.875     , 0.89844   , 1.5625    , 31.2188   , 147.117   , 147.117   , 17.4844   , 115       , 42.75     , 42.75     , 2.39734   , 60.75     , 0         , 0         , 0         , -12       
   11.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.05556   , 760       , 820       , 830.391   , 469.844   , 307.266   , 830.313   , 848.672   , 1.05469   , 1.95313   , 0.937502  , 1.5625    , 31.1016   , 147.117   , 147.117   , 17.5078   , 115       , 42.75     , 42.75     , 2.31734   , 60.75     , 0         , 0         , 0         , -13.5     
   11.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 800       , 820       , 830.391   , 471.484   , 303.281   , 830.313   , 850.703   , 1.05469   , 1.95313   , 0.937502  , 1.5625    , 31.3125   , 147.117   , 147.117   , 17.2734   , 115       , 42.75     , 42.75     , 2.368     , 60.75     , 0         , 0         , 0         , -15       
   11.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.33334   , 800       , 820       , 830.391   , 471.719   , 301.641   , 830.313   , 848.672   , 1.09375   , 1.95313   , 0.937502  , 1.52344   , 31.4063   , 147.117   , 147.117   , 17.2266   , 115       , 42.75     , 42.75     , 2.35467   , 60.75     , 0         , 0         , 0         , -15       
   11.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.05556   , 800       , 820       , 830.391   , 469.531   , 299.922   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.937502  , 1.52344   , 31.2422   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.31734   , 60.75     , 0         , 0         , 0         , -15.75    
   11.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.11112   , 800       , 820       , 830.391   , 466.016   , 299.063   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.937502  , 1.52344   , 30.9844   , 147.117   , 147.117   , 17.0859   , 115       , 42.75     , 42.75     , 2.31467   , 60.75     , 0         , 0         , 0         , -15.75    
   11.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.02778   , 800       , 820       , 830.391   , 462.656   , 297.891   , 830.313   , 848.594   , 1.09375   , 2.03126   , 0.937502  , 1.52344   , 30.7266   , 147.117   , 147.117   , 17.0156   , 115       , 42.75     , 42.75     , 2.272     , 60.75     , 0         , 0         , 0         , -15       
   11.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.00001   , 760       , 820       , 830.391   , 459.609   , 300.781   , 830.313   , 848.594   , 1.05469   , 1.95313   , 0.89844   , 1.5625    , 30.4219   , 147.117   , 147.117   , 17.1797   , 115       , 42.75     , 42.75     , 2.26134   , 60.75     , 0         , 0         , 0         , -14.25    
   11.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 760       , 820       , 830.391   , 462.969   , 300.234   , 830.313   , 848.594   , 1.05469   , 1.95313   , 0.89844   , 1.5625    , 30.7031   , 147.117   , 147.117   , 17.1328   , 115       , 42.75     , 42.75     , 2.264     , 60.75     , 0         , 0         , 0         , -14.25    
   11.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.55556   , 760       , 820       , 830.391   , 468.672   , 302.344   , 831.563   , 848.594   , 1.09375   , 1.95313   , 0.89844   , 1.5625    , 31.125    , 147.117   , 147.117   , 17.25     , 115       , 42.75     , 42.75     , 2.32534   , 60.75     , 0         , 0         , 0         , -14.25    
   12.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.22223   , 760       , 820       , 830.391   , 469.531   , 302.344   , 831.563   , 848.594   , 1.09375   , 1.95313   , 0.89844   , 1.5625    , 31.1953   , 147.117   , 147.117   , 17.25     , 115       , 42.75     , 42.75     , 2.29867   , 60.75     , 0         , 0         , 0         , -14.25    
   12.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.41667   , 800       , 820       , 830.391   , 471.719   , 301.094   , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.859377  , 1.60157   , 31.4063   , 147.117   , 147.117   , 17.1797   , 115       , 42.75     , 42.75     , 2.312     , 60.75     , 0         , 0         , 0         , -15       
   12.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.36112   , 760       , 820       , 830.391   , 472.188   , 300       , 830.313   , 848.594   , 1.09375   , 1.95313   , 0.859377  , 1.60157   , 31.4531   , 147.117   , 147.117   , 17.1094   , 115       , 42.75     , 42.75     , 2.312     , 60.75     , 0         , 0         , 0         , -15       
   12.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.22223   , 760       , 820       , 830.391   , 470.469   , 300.703   , 830.313   , 848.594   , 1.05469   , 1.875     , 0.89844   , 1.64063   , 31.3125   , 147.117   , 147.117   , 17.1797   , 115       , 42.75     , 42.75     , 2.28534   , 60.75     , 0         , 0         , 0         , -15       
   12.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.19445   , 760       , 820       , 830.391   , 470.781   , 301.094   , 830.313   , 848.594   , 1.05469   , 1.875     , 0.89844   , 1.64063   , 31.3359   , 147.117   , 147.117   , 17.1797   , 115       , 42.75     , 42.75     , 2.28267   , 60.75     , 0         , 0         , 0         , -14.25    
   12.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 760       , 820       , 830.391   , 469.609   , 302.578   , 830.313   , 848.594   , 1.09375   , 1.875     , 0.89844   , 1.64063   , 31.2188   , 147.117   , 147.117   , 17.2969   , 115       , 42.75     , 42.75     , 2.264     , 60.75     , 0         , 0         , 0         , -14.25    
   12.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.33334   , 760       , 820       , 830.391   , 470.625   , 302.656   , 830.313   , 848.594   , 1.09375   , 1.875     , 0.89844   , 1.64063   , 31.2891   , 147.117   , 147.117   , 17.2734   , 120       , 42.75     , 42.75     , 2.304     , 60.75     , 0         , 0         , 0         , -13.5     
   12.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.75001   , 760       , 820       , 830.391   , 475.313   , 304.219   , 830.313   , 848.594   , 1.09375   , 1.875     , 0.89844   , 1.60157   , 31.6406   , 147.117   , 147.117   , 17.3672   , 120       , 42.75     , 42.75     , 2.36267   , 60.75     , 0         , 0         , 0         , -13.5     
   12.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.16667   , 760       , 820       , 830.391   , 475.469   , 304.453   , 830.313   , 848.594   , 1.09375   , 1.875     , 0.89844   , 1.60157   , 31.6406   , 147.117   , 147.117   , 17.3672   , 120       , 42.75     , 42.75     , 2.29067   , 60.75     , 0         , 0         , 0         , -14.25    
   12.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 7.11112   , 760       , 820       , 830.391   , 472.969   , 304.141   , 830.313   , 848.594   , 1.05469   , 1.95313   , 0.859377  , 1.5625    , 31.4766   , 147.117   , 147.117   , 17.3906   , 120       , 42.75     , 42.75     , 2.28267   , 61.5      , 0         , 0         , 0         , -14.25    
