TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
   32.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.38     , 21.0938   , 18.6615   , 15.1667   , 2480      , 820       , 829.219   , 301.953   , 291.953   , 830.313   , 853.438   , 2.03126   , 2.42188   , 1.79688   , 2.34376   , 20.7656   , 98.8594   , 100.43    , 19.9688   , 455       , 20.25     , 20.25     , 1.81334   , 87        , 73.4766   , 3.92157   , 22.301    , 37.5      , 11.8317   , 52.4048   , 11.8317   
   32.050, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.5997   , 21.4844   , 19.1406   , 14.7222   , 2480      , 820       , 829.219   , 298.906   , 297.344   , 830.313   , 852.891   , 2.03126   , 2.42188   , 1.79688   , 2.34376   , 20.5313   , 99.0234   , 100.594   , 20.4141   , 455       , 20.25     , 20.25     , 1.79734   , 87        , 73.3906   , 3.92157   , 22.6611   , 38.25     , 11.7722   , 52.3117   , 11.7706   
   32.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6272   , 21.4844   , 19.1528   , 15.0556   , 2520      , 820       , 829.219   , 298.594   , 298.438   , 830.313   , 853.906   , 2.03126   , 2.26563   , 1.95313   , 2.18751   , 20.4844   , 98.9063   , 100.477   , 20.4844   , 455       , 20.25     , 20.25     , 1.80534   , 87        , 73.4922   , 3.92157   , 22.6611   , 37.5      , 11.7066   , 52.4063   , 11.7066   
   32.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6089   , 21.4844   , 19.1406   , 14.8611   , 2520      , 820       , 829.219   , 297.266   , 297.578   , 830.313   , 853.438   , 2.03126   , 2.26563   , 1.95313   , 2.18751   , 20.3906   , 99.0469   , 100.617   , 20.4375   , 455       , 20.25     , 20.25     , 1.8       , 87        , 73.5313   , 3.92157   , 22.6611   , 39        , 11.676    , 52.3682   , 11.676    
   32.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6303   , 21.4844   , 19.1437   , 15.5278   , 2520      , 820       , 829.219   , 301.25    , 298.359   , 829.063   , 852.891   , 2.03126   , 2.42188   , 1.95313   , 2.18751   , 20.6953   , 98.9531   , 100.523   , 20.4844   , 455       , 20.25     , 20.25     , 1.816     , 87        , 73.6172   , 3.92157   , 22.6611   , 38.25     , 11.7569   , 52.4628   , 11.7554   
   32.250, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6211   , 21.4844   , 19.1467   , 15.0556   , 2480      , 820       , 829.219   , 301.328   , 297.969   , 829.063   , 852.891   , 2.03126   , 2.42188   , 1.95313   , 2.18751   , 20.7188   , 99.0234   , 100.594   , 20.4609   , 455       , 20.25     , 20.25     , 1.79734   , 87        , 73.6484   , 3.92157   , 22.6611   , 38.25     , 11.8393   , 52.4201   , 11.8378   
   32.300, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.615    , 21.4844   , 19.1345   , 15.5833   , 2520      , 820       , 829.219   , 304.219   , 297.813   , 829.063   , 852.891   , 2.18751   , 2.42188   , 2.03126   , 2.34376   , 20.9531   , 98.9531   , 100.523   , 20.4375   , 455       , 20.25     , 20.25     , 1.81867   , 87        , 73.6172   , 3.92157   , 22.6611   , 39        , 11.9064   , 52.4125   , 11.9049   
   32.350, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6181   , 21.4844   , 19.1437   , 15.25     , 2520      , 820       , 829.219   , 307.969   , 297.969   , 829.063   , 852.891   , 2.18751   , 2.42188   , 2.03126   , 2.34376   , 21.2578   , 99.0234   , 100.594   , 20.4609   , 455       , 20.25     , 20.25     , 1.81334   , 87        , 73.6484   , 3.92157   , 22.6611   , 37.5      , 12.0987   , 52.4155   , 12.0972   
   32.400, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6058   , 21.4844   , 19.1223   , 14.6111   , 2520      , 820       , 829.219   , 301.094   , 297.344   , 829.063   , 852.891   , 2.03126   , 2.42188   , 2.03126   , 2.34376   , 20.6953   , 99        , 100.57    , 20.4141   , 455       , 20.25     , 20.25     , 1.77067   , 87        , 73.6172   , 3.92157   , 22.6611   , 38.25     , 11.8759   , 52.4125   , 11.8744   
   32.450, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.6181   , 21.4844   , 19.1406   , 15.1667   , 2520      , 820       , 829.219   , 300.625   , 297.969   , 829.063   , 852.891   , 2.03126   , 2.42188   , 2.03126   , 2.34376   , 20.6719   , 99.0234   , 100.594   , 20.4609   , 455       , 20.25     , 20.25     , 1.78667   , 87        , 73.7578   , 3.92157   , 22.6611   , 39        , 11.8042   , 52.4186   , 11.8042   
   32.500, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.8591   , 21.4844   , 19.6198   , 15.3333   , 2520      , 820       , 829.219   , 299.297   , 303.672   , 830.313   , 852.891   , 2.03126   , 2.50001   , 1.875     , 2.34376   , 20.5547   , 99.0469   , 100.617   , 20.9297   , 455       , 20.25     , 20.25     , 1.78934   , 87        , 73.7266   , 3.92157   , 23.0213   , 39        , 11.7478   , 52.4201   , 11.7462   
   32.550, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.8774   , 21.4844   , 19.6411   , 15.7778   , 2520      , 820       , 829.219   , 302.969   , 304.453   , 830.313   , 852.891   , 2.03126   , 2.50001   , 1.875     , 2.34376   , 20.8594   , 99.0703   , 100.641   , 21        , 455       , 20.25     , 20.25     , 1.79734   , 87        , 73.8672   , 3.92157   , 23.0213   , 38.25     , 11.8576   , 52.472    , 11.8561   
   32.600, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.8622   , 21.4844   , 19.6106   , 15.3889   , 2520      , 820       , 829.219   , 305.469   , 303.594   , 829.063   , 852.891   , 2.03126   , 2.34376   , 1.79688   , 2.34376   , 21.0703   , 99.0938   , 100.664   , 20.9297   , 455       , 20.25     , 20.25     , 1.81067   , 87        , 73.75     , 4.31373   , 23.0213   , 37.5      , 12.0117   , 52.472    , 12.0117   
   32.650, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 11.8744   , 21.4844   , 19.635    , 15.7222   , 2520      , 820       , 829.219   , 306.797   , 304.219   , 829.063   , 852.891   , 2.03126   , 2.34376   , 1.79688   , 2.34376   , 21.1641   , 99.0703   , 100.641   , 20.9766   , 455       , 20.25     , 20.25     , 1.84267   , 87        , 73.8984   , 4.31373   , 23.0213   , 37.5      , 12.0407   , 52.4704   , 12.0392   
   32.700, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 12.1277   , 21.875    , 20.1355   , 14.9167   , 2520      , 820       , 829.219   , 304.688   , 310.625   , 829.063   , 855       , 2.03126   , 2.42188   , 1.875     , 2.42188   , 21.0234   , 99.1641   , 100.734   , 21.5156   , 455       , 20.25     , 20.25     , 1.79734   , 87        , 73.8984   , 4.31373   , 23.3814   , 37.5      , 12.0422   , 52.475    , 12.0422   
   32.750, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 12.143    , 21.875    , 20.1508   , 15.3056   , 2520      , 820       , 829.219   , 302.656   , 311.172   , 829.063   , 853.047   , 2.03126   , 2.42188   , 1.875     , 2.42188   , 20.8359   , 99.0234   , 100.594   , 21.5391   , 455       , 20.25     , 20.25     , 1.82667   , 87        , 74.0234   , 4.31373   , 23.3814   , 38.25     , 11.8759   , 52.5208   , 11.8744   
   32.800, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 12.1002   , 21.875    , 20.108    , 16.0556   , 2520      , 820       , 829.219   , 306.328   , 309.766   , 829.063   , 852.891   , 2.18751   , 2.57813   , 2.03126   , 2.42188   , 21.1641   , 99.1875   , 100.758   , 21.4453   , 455       , 20.25     , 20.25     , 1.85867   , 87        , 73.9219   , 4.31373   , 23.3814   , 37.5      , 11.969    , 52.4277   , 11.969    
   32.850, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 12.3993   , 22.2656   , 20.6543   , 15.6667   , 2520      , 820       , 829.219   , 309.063   , 317.734   , 829.063   , 852.891   , 2.18751   , 2.57813   , 2.03126   , 2.42188   , 21.3516   , 99.0703   , 100.641   , 22.0781   , 455       , 20.25     , 20.25     , 1.84      , 87        , 74.125    , 4.31373   , 23.74     , 37.5      , 12.1384   , 52.5223   , 12.1368   
   32.900, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 12.9273   , 23.0469   , 21.7285   , 16.1389   , 2520      , 820       , 829.219   , 308.75    , 330.391   , 829.063   , 852.891   , 2.03126   , 2.57813   , 2.03126   , 2.26563   , 21.375    , 99.2344   , 100.805   , 23.1328   , 455       , 20.25     , 20.25     , 1.848     , 87        , 74.0234   , 4.70588   , 24.4602   , 37.5      , 12.1185   , 52.4811   , 12.1185   
   32.950, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.2568   , 23.8281   , 22.3389   , 17.1945   , 2520      , 820       , 829.219   , 317.969   , 339.297   , 829.063   , 852.891   , 2.03126   , 2.57813   , 2.03126   , 2.26563   , 22.1016   , 99.1406   , 100.711   , 23.8359   , 455       , 20.25     , 20.25     , 1.896     , 87        , 74.125    , 5.09804   , 24.8203   , 36.75     , 12.4054   , 52.5742   , 12.4054   
   33.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.501    , 23.8281   , 22.8607   , 18.3611   , 2520      , 820       , 829.219   , 328.281   , 345.078   , 829.063   , 852.891   , 2.03126   , 2.57813   , 1.95313   , 2.26563   , 22.9453   , 99.3047   , 100.875   , 24.3281   , 455       , 20.25     , 20.25     , 1.94667   , 87        , 74.1563   , 5.09804   , 25.1789   , 36.75     , 12.7838   , 52.5315   , 12.7838   
   33.050, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.5437   , 24.2188   , 22.9157   , 18.0833   , 2520      , 820       , 829.219   , 339.453   , 347.188   , 829.063   , 852.891   , 2.03126   , 2.57813   , 1.95313   , 2.26563   , 23.8359   , 99.1172   , 100.688   , 24.4688   , 455       , 20.25     , 20.25     , 1.95734   , 87        , 74.2422   , 5.4902    , 25.1789   , 36.75     , 13.1744   , 52.5757   , 13.1744   
   33.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.504    , 24.2188   , 22.8851   , 19        , 2520      , 820       , 829.219   , 347.813   , 345.469   , 830.313   , 849.688   , 2.26563   , 2.73438   , 2.10938   , 2.42188   , 24.5156   , 99.2344   , 100.805   , 24.3516   , 455       , 20.25     , 20.25     , 2.00267   , 87        , 74.2578   , 5.4902    , 25.1789   , 36        , 13.533    , 52.4826   , 13.5315   
   33.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.5285   , 24.2188   , 22.8913   , 19.25     , 2520      , 820       , 829.219   , 354.609   , 346.25    , 830.313   , 852.734   , 2.26563   , 2.73438   , 2.10938   , 2.42188   , 25.0547   , 99.2109   , 100.781   , 24.3984   , 455       , 20.25     , 20.25     , 2.008     , 87        , 74.2266   , 5.4902    , 25.1789   , 35.25     , 13.8245   , 52.5788   , 13.8245   
   33.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.5162   , 24.2188   , 22.8913   , 19.0278   , 2520      , 820       , 829.219   , 358.516   , 345.781   , 830.313   , 852.813   , 2.10938   , 2.81251   , 2.03126   , 2.42188   , 25.3828   , 99.2344   , 100.805   , 24.375    , 455       , 20.25     , 20.25     , 2.01067   , 87        , 74.2578   , 5.4902    , 25.1789   , 35.25     , 14.0045   , 52.5299   , 14.0045   
   33.250, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.5101   , 24.2188   , 22.8638   , 18        , 2520      , 820       , 829.297   , 354.688   , 345.391   , 830.313   , 852.813   , 2.10938   , 2.81251   , 2.03126   , 2.42188   , 25.0781   , 99.3047   , 100.875   , 24.3516   , 455       , 20.25     , 20.25     , 1.96267   , 87        , 74.2344   , 5.4902    , 25.1789   , 35.25     , 13.9359   , 52.5818   , 13.9343   
   33.300, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 13.8153   , 25        , 23.468    , 18.4167   , 2520      , 820       , 829.297   , 354.844   , 353.281   , 829.063   , 852.813   , 1.95313   , 2.89063   , 1.95313   , 2.42188   , 25.1016   , 99.2344   , 100.805   , 24.9844   , 455       , 20.25     , 20.25     , 1.95734   , 87        , 74.3906   , 5.4902    , 25.539    , 35.25     , 13.9114   , 52.5818   , 13.9099   
   33.350, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.09     , 25.3906   , 24.0051   , 18.8333   , 2520      , 820       , 829.297   , 356.797   , 359.922   , 829.063   , 853.125   , 1.95313   , 2.89063   , 1.95313   , 2.42188   , 25.2891   , 99.3516   , 100.945   , 25.5469   , 455       , 20.25     , 20.25     , 1.98934   , 87        , 74.3594   , 5.4902    , 25.8991   , 35.25     , 13.9801   , 52.5895   , 13.9801   
   33.400, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.1113   , 25.3906   , 24.0265   , 19.5556   , 2520      , 820       , 829.297   , 361.25    , 360.547   , 829.063   , 852.891   , 1.79688   , 2.73438   , 2.03126   , 2.57813   , 25.6172   , 99.2578   , 100.828   , 25.5703   , 455       , 20.25     , 20.25     , 2.008     , 87        , 74.5234   , 5.4902    , 25.8991   , 34.5      , 14.1022   , 52.6368   , 14.1022   
   33.450, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3799   , 25.7813   , 24.585    , 19.75     , 2520      , 820       , 829.297   , 364.609   , 370.703   , 829.063   , 853.125   , 1.79688   , 2.73438   , 2.03126   , 2.57813   , 25.8984   , 99.375    , 100.969   , 26.4141   , 455       , 20.25     , 20.25     , 2.02134   , 87        , 74.3984   , 5.88235   , 26.2592   , 35.25     , 14.1022   , 52.5925   , 14.1022   
   33.500, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3982   , 25.7813   , 24.6033   , 20.8889   , 2520      , 820       , 829.297   , 373.984   , 369.844   , 829.063   , 854.063   , 1.95313   , 2.73438   , 1.875     , 2.73438   , 26.6484   , 99.2578   , 100.828   , 26.3203   , 455       , 20.25     , 20.25     , 2.064     , 87        , 74.5703   , 5.88235   , 26.2592   , 33.75     , 14.534    , 52.6322   , 14.5325   
   33.550, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3738   , 25.7813   , 24.5819   , 20.6389   , 2520      , 820       , 829.297   , 383.047   , 370.703   , 829.063   , 853.047   , 1.95313   , 2.73438   , 1.875     , 2.73438   , 27.3984   , 99.375    , 100.969   , 26.4141   , 455       , 20.25     , 20.25     , 2.07467   , 87        , 74.5469   , 6.27451   , 26.2592   , 33.75     , 14.7568   , 52.5925   , 14.7553   
   33.600, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3921   , 25.7813   , 24.5972   , 20.4167   , 2520      , 820       , 829.297   , 383.281   , 371.563   , 829.063   , 852.891   , 1.79688   , 2.73438   , 1.79688   , 2.73438   , 27.3984   , 99.2813   , 100.852   , 26.4609   , 455       , 20.25     , 20.25     , 2.056     , 87        , 74.6875   , 6.27451   , 26.2592   , 34.5      , 14.8392   , 52.6352   , 14.8377   
   33.650, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3738   , 25.7813   , 24.5819   , 19.9722   , 2520      , 820       , 829.219   , 377.969   , 368.594   , 829.063   , 853.438   , 1.79688   , 2.73438   , 1.79688   , 2.73438   , 27        , 99.3984   , 100.992   , 26.25     , 455       , 20.25     , 20.25     , 2.05334   , 87        , 74.6484   , 6.27451   , 26.2592   , 34.5      , 14.8071   , 52.5925   , 14.8071   
   33.700, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3707   , 25.7706   , 24.5575   , 20.2222   , 2560      , 820       , 829.219   , 380.938   , 370.156   , 829.063   , 855.781   , 1.79688   , 2.73438   , 1.95313   , 2.57813   , 27.2344   , 99.3281   , 100.922   , 26.3672   , 455       , 20.25     , 20.25     , 2.02934   , 87        , 74.6641   , 6.27451   , 26.2592   , 34.5      , 14.7675   , 52.6368   , 14.7675   
   33.750, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3768   , 25.7248   , 24.5606   , 20.1945   , 2520      , 820       , 829.219   , 378.672   , 368.516   , 829.063   , 856.953   , 1.79688   , 2.73438   , 1.95313   , 2.57813   , 27.0469   , 99.4219   , 101.016   , 26.25     , 455       , 20.25     , 20.25     , 2.02134   , 87        , 74.6641   , 6.27451   , 26.2592   , 33.75     , 14.7431   , 52.6474   , 14.7431   
   33.800, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3768   , 25.7614   , 24.5423   , 19.8333   , 2560      , 820       , 829.219   , 377.422   , 370       , 829.063   , 856.016   , 1.95313   , 2.65626   , 1.95313   , 2.57813   , 26.9531   , 99.375    , 100.969   , 26.3672   , 460       , 20.25     , 20.25     , 2.04      , 87        , 74.7109   , 6.27451   , 26.2592   , 33.75     , 14.682    , 52.6917   , 14.682    
   33.850, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3799   , 25.7157   , 24.5697   , 19.8333   , 2520      , 820       , 829.219   , 375.703   , 370.469   , 829.063   , 857.031   , 1.95313   , 2.65626   , 1.95313   , 2.57813   , 26.8125   , 99.4453   , 101.039   , 26.4141   , 460       , 20.25     , 20.25     , 2.048     , 87        , 74.8359   , 6.27451   , 26.2592   , 33.75     , 14.5996   , 52.649    , 14.5996   
   33.900, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3707   , 25.7431   , 24.5362   , 20.7222   , 2560      , 820       , 829.219   , 381.719   , 369.688   , 829.063   , 857.031   , 2.10938   , 2.57813   , 1.95313   , 2.57813   , 27.3047   , 99.4688   , 101.063   , 26.3438   , 460       , 20.25     , 20.25     , 2.09067   , 87        , 74.8594   , 6.27451   , 26.2592   , 33.75     , 14.7797   , 52.6932   , 14.7797   
   33.950, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3799   , 25.7004   , 24.5484   , 20        , 2560      , 820       , 829.219   , 380.859   , 370.156   , 829.063   , 857.031   , 2.10938   , 2.57813   , 1.95313   , 2.57813   , 27.2344   , 99.4688   , 101.063   , 26.3906   , 460       , 20.25     , 20.25     , 2.04534   , 87        , 74.9688   , 6.27451   , 26.2592   , 34.5      , 14.8193   , 52.6993   , 14.8193   
   34.000, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3616   , 25.6622   , 24.5148   , 21.25     , 2560      , 820       , 829.219   , 385.469   , 369.219   , 829.063   , 857.031   , 2.10938   , 2.42188   , 1.875     , 2.65626   , 27.6094   , 99.5156   , 101.109   , 26.3203   , 460       , 20.25     , 20.25     , 2.096     , 87        , 74.8906   , 6.27451   , 26.2592   , 33.75     , 14.885    , 52.7008   , 14.8834   
   34.050, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.389    , 25.6317   , 24.5423   , 20.5556   , 2560      , 820       , 829.219   , 385.547   , 370.156   , 829.063   , 857.031   , 2.10938   , 2.42188   , 1.875     , 2.65626   , 27.6094   , 99.4688   , 101.063   , 26.3906   , 460       , 20.25     , 20.25     , 2.056     , 87        , 75.1172   , 6.27451   , 26.2592   , 33.75     , 15.0101   , 52.7497   , 15.0086   
   34.100, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3585   , 25.6027   , 24.5117   , 20.4722   , 2560      , 820       , 829.219   , 381.172   , 368.75    , 830.313   , 857.031   , 2.26563   , 2.42188   , 1.875     , 2.57813   , 27.2813   , 99.5625   , 101.156   , 26.2969   , 460       , 20.25     , 20.25     , 2.04      , 87        , 75.0234   , 5.88235   , 26.2592   , 33.75     , 14.8392   , 52.7039   , 14.8377   
   34.150, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3768   , 25.5799   , 24.5209   , 20.7778   , 2560      , 820       , 829.297   , 383.516   , 368.984   , 830.313   , 857.031   , 2.26563   , 2.42188   , 1.875     , 2.57813   , 27.5391   , 99.4688   , 101.063   , 26.3672   , 460       , 20.25     , 20.25     , 2.03467   , 87        , 75.1172   , 6.27451   , 26.2592   , 33.75     , 14.9277   , 52.7481   , 14.9262   
   34.200, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3524   , 25.557    , 24.4965   , 20.0833   , 2560      , 820       , 829.297   , 380.234   , 367.813   , 829.063   , 857.031   , 2.26563   , 2.50001   , 2.03126   , 2.50001   , 27.2813   , 99.6328   , 101.227   , 26.2969   , 460       , 20.25     , 20.25     , 2.00267   , 87        , 75.0234   , 6.27451   , 26.2592   , 34.5      , 14.8926   , 52.7069   , 14.8926   
   34.250, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3738   , 25.5402   , 24.4965   , 20.1389   , 2560      , 820       , 829.297   , 376.328   , 368.672   , 829.063   , 859.141   , 2.26563   , 2.50001   , 2.03126   , 2.50001   , 26.9531   , 99.4922   , 101.086   , 26.3438   , 460       , 20.25     , 20.25     , 2.016     , 87        , 75.1406   , 6.27451   , 26.2592   , 34.5      , 14.7064   , 52.8      , 14.7064   
   34.300, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3555   , 25.5249   , 24.5056   , 20.7222   , 2560      , 820       , 829.297   , 380.313   , 367.734   , 829.063   , 857.188   , 2.10938   , 2.50001   , 2.03126   , 2.65626   , 27.3047   , 99.6328   , 101.227   , 26.2969   , 460       , 20.25     , 20.25     , 2.06934   , 87        , 75.1797   , 6.27451   , 26.2592   , 34.5      , 14.7949   , 52.7085   , 14.7949   
   34.350, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3646   , 25.5097   , 24.4812   , 20.6945   , 2560      , 820       , 829.219   , 380.156   , 365.859   , 829.063   , 857.109   , 2.10938   , 2.50001   , 2.03126   , 2.65626   , 27.2813   , 99.5859   , 101.18    , 26.1328   , 460       , 20.25     , 20.25     , 2.06934   , 87        , 75.3203   , 6.27451   , 26.2592   , 33.75     , 14.9613   , 52.8046   , 14.9597   
   34.400, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3555   , 25.4975   , 24.4843   , 19.4722   , 2560      , 820       , 829.219   , 376.953   , 367.5     , 829.063   , 857.109   , 1.95313   , 2.34376   , 2.18751   , 2.65626   , 27.0234   , 99.6563   , 101.25    , 26.2734   , 460       , 20.25     , 20.25     , 2.00534   , 87        , 75.3438   , 6.27451   , 26.2592   , 34.5      , 14.7598   , 52.7588   , 14.7583   
   34.450, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3616   , 25.4898   , 24.4721   , 20.0278   , 2560      , 820       , 829.219   , 372.656   , 367.734   , 829.063   , 860.781   , 1.95313   , 2.34376   , 2.18751   , 2.65626   , 26.6719   , 99.6563   , 101.25    , 26.2969   , 460       , 20.25     , 20.25     , 2.02134   , 87        , 75.4063   , 5.88235   , 26.2592   , 33.75     , 14.6622   , 52.8092   , 14.6607   
   34.500, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3677   , 25.4837   , 24.4812   , 20.9167   , 2560      , 820       , 829.219   , 375       , 367.734   , 829.063   , 860.469   , 1.95313   , 2.34376   , 2.18751   , 2.65626   , 26.8594   , 99.6328   , 101.227   , 26.2969   , 460       , 20.25     , 20.25     , 2.02934   , 87        , 75.4453   , 6.27451   , 26.2592   , 33.75     , 14.6164   , 52.8092   , 14.6149   
   34.550, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3494   , 25.4761   , 24.4507   , 20.6389   , 2560      , 820       , 829.297   , 379.297   , 367.031   , 830.313   , 859.297   , 1.875     , 2.50001   , 2.18751   , 2.57813   , 27.2344   , 99.7266   , 101.32    , 26.25     , 460       , 20.25     , 20.25     , 2.024     , 87        , 75.4688   , 6.27451   , 26.2592   , 33.75     , 14.827    , 52.8122   , 14.8255   
   34.600, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3799   , 25.4685   , 24.4782   , 19.2778   , 2560      , 820       , 829.297   , 372.656   , 367.891   , 830.313   , 857.422   , 1.875     , 2.50001   , 2.18751   , 2.57813   , 26.6953   , 99.6563   , 101.25    , 26.3203   , 460       , 20.25     , 20.25     , 1.98134   , 87        , 75.5078   , 5.88235   , 26.2592   , 34.5      , 14.6164   , 52.8611   , 14.6149   
   34.650, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3494   , 25.4608   , 24.4476   , 19.9167   , 2560      , 820       , 829.297   , 370.391   , 367.031   , 829.063   , 858.281   , 1.875     , 2.50001   , 2.03126   , 2.57813   , 26.5078   , 99.7266   , 101.32    , 26.25     , 460       , 19.5      , 19.5      , 2.01334   , 87        , 75.5547   , 6.27451   , 26.2592   , 33.75     , 14.5004   , 52.8153   , 14.4989   
   34.700, 0         , 0         , 0         , 0         , 4         , 0.999757  , 0         , 0         , 0         , 14.3646   , 25.4532   , 24.4538   , 19.8611   , 2560      , 820       , 829.297   , 370.781   , 367.344   , 829.063   , 858.75    , 1.875     , 2.50001   , 2.03126   , 2.57813   , 26.5313   , 99.7031   , 101.297   , 26.2734   , 460       , 19.5      , 19.5      , 2.01867   , 87        , 75.5781   , 6.27451   , 26.2592   , 33.75     , 14.5142   , 52.8626   , 14.5142   
