
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: my_8D0907551M-5120.ecu

ECU identified with following data:
HWNumber    = 0261207143       (requested was 0261207143)
SWNumber    = 1037360857       (requested was 1037360857)
PartNumber  = 8D0907551M       (requested was 8D0907551M)
SWVersion   = 0002             (requested was 0002)
EngineId    = 2.7l V6/5VT      (requested was 2.7l V6/5VT)
VAGHWNumber = 
ModelId     = G

Log packet size: 50 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  18.11.2017 11:37:40.069

TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , ldtvm     , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , wdkba     , wped_w    , zwout     
   13.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10        , 880       , 820       , 830.469   , 530.078   , 271.875   , 830.313   , 428.516   , 0.585939  , 1.28907   , 0.60547   , 0.89844   , 37.3828   , 135.188   , 133.734   , 15.7969   , 145       , 33        , 33        , 2.62667   , 48        , 0         , 2.35294   , 0         , -18.75    
   13.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.75001   , 880       , 820       , 830.469   , 529.609   , 270.156   , 830.313   , 428.516   , 0.585939  , 1.28907   , 0.585939  , 0.859377  , 37.4297   , 135.188   , 133.734   , 15.75     , 145       , 33        , 33        , 2.60534   , 48        , 0         , 2.35294   , 0         , -19.5     
   13.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.75001   , 880       , 820       , 830.469   , 530.391   , 271.484   , 830.313   , 428.516   , 0.585939  , 1.28907   , 0.585939  , 0.859377  , 37.4063   , 135.188   , 133.734   , 15.75     , 145       , 33        , 33        , 2.552     , 48        , 0         , 2.35294   , 0         , -19.5     
   13.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.52779   , 880       , 820       , 830.469   , 528.516   , 269.453   , 830.313   , 428.516   , 0.566408  , 1.25      , 0.566408  , 0.89844   , 37.2891   , 135.188   , 133.734   , 15.6328   , 145       , 33        , 33        , 2.54134   , 48        , 0         , 2.35294   , 0         , -19.5     
   13.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.66667   , 880       , 820       , 830.469   , 526.797   , 270.469   , 830.313   , 428.516   , 0.566408  , 1.25      , 0.566408  , 0.89844   , 37.125    , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.536     , 48        , 0         , 2.35294   , 0         , -19.5     
   13.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.91667   , 880       , 820       , 830.469   , 528.672   , 269.297   , 830.313   , 428.516   , 0.546876  , 1.28907   , 0.585939  , 0.89844   , 37.3125   , 135.188   , 133.734   , 15.6328   , 145       , 33        , 33        , 2.57067   , 48        , 0         , 2.35294   , 0         , -19.5     
   13.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.52779   , 880       , 820       , 830.469   , 529.766   , 270.469   , 830.313   , 428.516   , 0.546876  , 1.28907   , 0.585939  , 0.89844   , 37.3594   , 135.188   , 133.734   , 15.6563   , 145       , 33        , 33        , 2.552     , 48        , 0         , 2.35294   , 0         , -18.75    
   13.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 880       , 820       , 830.469   , 527.969   , 270       , 830.313   , 428.516   , 0.566408  , 1.25      , 0.585939  , 0.859377  , 37.2188   , 135.188   , 133.734   , 15.6328   , 145       , 33        , 33        , 2.54667   , 48        , 0         , 2.35294   , 0         , -18.75    
   13.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.36112   , 880       , 820       , 830.469   , 525.703   , 271.25    , 830.313   , 428.516   , 0.566408  , 1.25      , 0.585939  , 0.859377  , 37.0078   , 135.188   , 133.734   , 15.7031   , 145       , 33        , 33        , 2.49867   , 48        , 0         , 2.35294   , 0         , -18.75    
   13.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.52779   , 880       , 820       , 830.469   , 524.688   , 269.531   , 830.313   , 428.516   , 0.566408  , 1.25      , 0.566408  , 0.859377  , 36.9375   , 135.188   , 133.734   , 15.6094   , 145       , 33        , 33        , 2.52267   , 48        , 0         , 1.96079   , 0         , -19.5     
   13.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.44445   , 880       , 820       , 830.391   , 522.969   , 274.141   , 830.313   , 428.516   , 0.566408  , 1.25      , 0.566408  , 0.859377  , 36.7031   , 135.188   , 133.734   , 15.8438   , 145       , 33        , 33        , 2.49067   , 48        , 0         , 1.96079   , 0         , -18       
   13.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.6389    , 880       , 820       , 830.391   , 523.672   , 270.859   , 830.313   , 428.516   , 0.566408  , 1.28907   , 0.546876  , 0.89844   , 36.8438   , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.52      , 48        , 0         , 1.96079   , 0         , -18.75    
   13.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.6389    , 880       , 820       , 830.391   , 524.063   , 270.078   , 830.313   , 428.281   , 0.566408  , 1.28907   , 0.546876  , 0.89844   , 36.8906   , 135.188   , 133.734   , 15.6328   , 145       , 33        , 33        , 2.51734   , 48        , 0         , 1.96079   , 0         , -19.5     
   14.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.41667   , 880       , 820       , 830.391   , 524.297   , 270.781   , 830.313   , 428.438   , 0.566408  , 1.28907   , 0.566408  , 0.89844   , 36.8906   , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.51467   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.69445   , 880       , 820       , 830.391   , 526.172   , 271.953   , 830.313   , 428.438   , 0.566408  , 1.28907   , 0.566408  , 0.89844   , 37.0313   , 135.188   , 133.734   , 15.75     , 145       , 33        , 33        , 2.536     , 48        , 0         , 1.96079   , 0         , -18       
   14.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.69445   , 840       , 820       , 830.391   , 527.969   , 273.672   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.566408  , 0.859377  , 37.125    , 135.188   , 133.734   , 15.8203   , 145       , 33        , 33        , 2.55734   , 48        , 0         , 1.96079   , 0         , -18       
   14.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.3889    , 840       , 820       , 830.391   , 528.438   , 274.844   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.566408  , 0.859377  , 37.1719   , 135.188   , 133.734   , 15.9141   , 145       , 33        , 33        , 2.52267   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 880       , 820       , 830.391   , 527.188   , 273.594   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.566408  , 0.89844   , 37.0781   , 135.188   , 133.734   , 15.8438   , 145       , 33        , 33        , 2.52267   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.83334   , 880       , 820       , 830.391   , 527.266   , 271.953   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.566408  , 0.89844   , 37.125    , 135.188   , 133.734   , 15.75     , 145       , 33        , 33        , 2.54134   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.30556   , 880       , 820       , 830.391   , 524.844   , 271.016   , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.585939  , 0.89844   , 36.9141   , 135.188   , 133.734   , 15.6563   , 145       , 33        , 33        , 2.48      , 48        , 0         , 1.96079   , 0         , -19.5     
   14.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 880       , 820       , 830.391   , 524.219   , 272.969   , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.585939  , 0.89844   , 36.8203   , 135.188   , 133.734   , 15.7734   , 145       , 33        , 33        , 2.55467   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.69445   , 880       , 820       , 830.391   , 525.313   , 270.781   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.60547   , 0.89844   , 36.9375   , 135.188   , 133.734   , 15.6328   , 145       , 33        , 33        , 2.56267   , 48        , 0         , 1.96079   , 0         , -19.5     
   14.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.3889    , 880       , 820       , 830.391   , 525.391   , 270.469   , 830.313   , 428.438   , 0.585939  , 1.32813   , 0.60547   , 0.89844   , 36.9609   , 135.188   , 133.734   , 15.6094   , 145       , 33        , 33        , 2.54667   , 48        , 0         , 1.96079   , 0         , -19.5     
   14.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.391   , 521.875   , 272.5     , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.60547   , 0.859377  , 36.6328   , 135.188   , 133.734   , 15.7266   , 145       , 33        , 33        , 2.512     , 48        , 0         , 1.96079   , 0         , -18       
   14.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.52779   , 880       , 820       , 830.391   , 522.031   , 271.719   , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.60547   , 0.859377  , 36.6563   , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.52      , 48        , 0         , 1.96079   , 0         , -18.75    
   14.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.41667   , 840       , 820       , 830.391   , 523.516   , 271.406   , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.625002  , 0.820315  , 36.7734   , 135.188   , 133.734   , 15.6563   , 145       , 33        , 33        , 2.544     , 48        , 0         , 1.96079   , 0         , -18.75    
   14.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.47223   , 840       , 820       , 830.391   , 524.453   , 271.406   , 830.313   , 428.438   , 0.566408  , 1.36719   , 0.625002  , 0.820315  , 36.8438   , 135.188   , 133.734   , 15.6563   , 145       , 33        , 33        , 2.54934   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.44445   , 880       , 820       , 830.391   , 524.766   , 272.031   , 830.313   , 428.438   , 0.585939  , 1.36719   , 0.60547   , 0.859377  , 36.8672   , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.552     , 48        , 0         , 1.96079   , 0         , -18.75    
   14.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 880       , 820       , 830.391   , 521.641   , 270.078   , 830.313   , 428.438   , 0.585939  , 1.36719   , 0.60547   , 0.859377  , 36.6328   , 135.188   , 133.734   , 15.5625   , 145       , 33        , 33        , 2.528     , 48        , 0         , 1.96079   , 0         , -18.75    
   14.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.52779   , 880       , 820       , 830.391   , 520.859   , 270.547   , 830.313   , 428.438   , 0.566408  , 1.40625   , 0.625002  , 0.859377  , 36.5391   , 135.188   , 133.734   , 15.5859   , 145       , 33        , 33        , 2.49867   , 48        , 0         , 1.96079   , 0         , -18.75    
   14.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.66667   , 880       , 820       , 830.391   , 522.734   , 269.375   , 830.313   , 428.438   , 0.566408  , 1.40625   , 0.625002  , 0.859377  , 36.7266   , 135.188   , 133.734   , 15.5156   , 145       , 33        , 33        , 2.512     , 48        , 0         , 1.96079   , 0         , -18.75    
   14.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.33334   , 880       , 820       , 830.391   , 522.266   , 269.063   , 830.313   , 428.438   , 0.585939  , 1.40625   , 0.625002  , 0.820315  , 36.6797   , 135.188   , 133.734   , 15.4688   , 145       , 33        , 33        , 2.48267   , 48        , 0         , 1.96079   , 0         , -19.5     
   14.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.11112   , 840       , 820       , 830.391   , 522.031   , 271.016   , 830.313   , 428.438   , 0.585939  , 1.40625   , 0.625002  , 0.820315  , 36.6094   , 135.188   , 133.734   , 15.5625   , 145       , 33        , 33        , 2.49067   , 48        , 0         , 1.96079   , 0         , -18       
   15.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.33334   , 840       , 820       , 830.391   , 521.953   , 272.422   , 830.313   , 428.438   , 0.585939  , 1.44532   , 0.60547   , 0.781252  , 36.6094   , 135.188   , 133.734   , 15.6797   , 145       , 33        , 33        , 2.49334   , 48        , 0         , 1.96079   , 0         , -18       
   15.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.27779   , 840       , 820       , 830.391   , 522.344   , 276.875   , 830.313   , 428.438   , 0.585939  , 1.44532   , 0.60547   , 0.781252  , 36.5625   , 135.188   , 133.734   , 15.9609   , 145       , 33        , 33        , 2.50134   , 48        , 0         , 1.96079   , 0         , -17.25    
   15.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.47223   , 840       , 820       , 830.391   , 525.078   , 275.781   , 830.313   , 428.438   , 0.585939  , 1.44532   , 0.60547   , 0.781252  , 36.8438   , 135.188   , 133.734   , 15.9375   , 145       , 33        , 33        , 2.53334   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 840       , 820       , 830.391   , 526.953   , 271.719   , 830.313   , 428.438   , 0.566408  , 1.40625   , 0.585939  , 0.742189  , 37.0313   , 135.188   , 133.734   , 15.6563   , 145       , 33        , 33        , 2.54134   , 48        , 0         , 1.96079   , 0         , -18       
   15.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.33334   , 840       , 820       , 830.391   , 527.734   , 275.469   , 830.313   , 428.438   , 0.566408  , 1.40625   , 0.585939  , 0.742189  , 37.0313   , 135.188   , 133.734   , 15.8672   , 145       , 33        , 33        , 2.54134   , 48        , 0         , 1.96079   , 0         , -18       
   15.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.3889    , 840       , 820       , 830.391   , 528.203   , 276.953   , 830.313   , 428.438   , 0.566408  , 1.44532   , 0.60547   , 0.742189  , 37.0781   , 135.188   , 133.734   , 15.9609   , 145       , 33        , 33        , 2.58934   , 48        , 0         , 1.96079   , 0         , -18       
   15.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.6389    , 840       , 820       , 830.391   , 529.141   , 273.906   , 830.313   , 428.438   , 0.566408  , 1.44532   , 0.60547   , 0.742189  , 37.125    , 135.188   , 133.734   , 15.75     , 145       , 33        , 33        , 2.592     , 48        , 0         , 1.96079   , 0         , -18.75    
   15.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.41667   , 840       , 820       , 830.391   , 526.563   , 275.781   , 831.563   , 428.438   , 0.585939  , 1.44532   , 0.60547   , 0.781252  , 36.9141   , 135.188   , 133.734   , 15.8672   , 145       , 33        , 33        , 2.552     , 48        , 0         , 1.96079   , 0         , -18.75    
   15.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.11112   , 840       , 820       , 830.391   , 524.766   , 273.125   , 831.563   , 428.438   , 0.585939  , 1.44532   , 0.60547   , 0.781252  , 36.8203   , 135.188   , 133.734   , 15.7266   , 145       , 33        , 33        , 2.51734   , 48        , 0         , 1.96079   , 0         , -19.5     
   15.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.25001   , 840       , 820       , 830.391   , 523.984   , 274.141   , 830.313   , 428.438   , 0.585939  , 1.40625   , 0.585939  , 0.820315  , 36.7266   , 135.188   , 133.734   , 15.7734   , 145       , 33        , 33        , 2.52267   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.22223   , 840       , 820       , 830.391   , 522.188   , 272.188   , 830.313   , 428.438   , 0.585939  , 1.40625   , 0.585939  , 0.820315  , 36.5859   , 135.188   , 133.734   , 15.6797   , 150       , 33        , 33        , 2.51734   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.69445   , 840       , 820       , 830.391   , 525.234   , 272.266   , 830.313   , 428.438   , 0.60547   , 1.44532   , 0.566408  , 0.781252  , 36.8906   , 135.188   , 133.734   , 15.6563   , 150       , 33        , 33        , 2.57867   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 840       , 820       , 830.391   , 528.281   , 274.297   , 830.313   , 427.891   , 0.60547   , 1.44532   , 0.566408  , 0.781252  , 37.0781   , 135.188   , 133.734   , 15.75     , 150       , 33        , 33        , 2.58667   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.11112   , 840       , 820       , 830.391   , 526.25    , 273.906   , 830.313   , 428.438   , 0.585939  , 1.48438   , 0.566408  , 0.781252  , 36.9141   , 135.188   , 133.734   , 15.75     , 150       , 33        , 33        , 2.54934   , 48        , 0         , 1.96079   , 0         , -19.5     
   15.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 8.8889    , 840       , 820       , 830.391   , 522.266   , 273.438   , 830.313   , 428.438   , 0.585939  , 1.48438   , 0.566408  , 0.781252  , 36.6094   , 135.188   , 133.734   , 15.7266   , 150       , 33        , 33        , 2.50667   , 48        , 0         , 1.96079   , 0         , -18.75    
   15.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.391   , 521.953   , 276.484   , 830.313   , 428.438   , 0.585939  , 1.48438   , 0.585939  , 0.820315  , 36.5859   , 135.188   , 133.734   , 15.8438   , 150       , 33        , 33        , 2.49334   , 48        , 0         , 1.96079   , 0         , -17.25    
   15.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.19445   , 840       , 820       , 830.391   , 522.422   , 276.328   , 830.313   , 428.438   , 0.585939  , 1.48438   , 0.585939  , 0.820315  , 36.5156   , 135.188   , 133.734   , 15.9141   , 150       , 33        , 33        , 2.49334   , 48        , 0         , 1.96079   , 0         , -18       
   15.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.72223   , 840       , 820       , 830.391   , 525.859   , 274.375   , 829.063   , 428.438   , 0.566408  , 1.52344   , 0.60547   , 0.859377  , 36.8672   , 135.188   , 133.734   , 15.7734   , 150       , 33        , 33        , 2.544     , 48        , 0         , 1.96079   , 0         , -18.75    
   15.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.36112   , 840       , 820       , 830.391   , 526.875   , 276.797   , 829.063   , 428.438   , 0.566408  , 1.52344   , 0.60547   , 0.859377  , 36.9141   , 135.188   , 133.734   , 15.9141   , 150       , 33        , 33        , 2.52534   , 48        , 0         , 1.96079   , 0         , -18       
   15.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.1389    , 840       , 820       , 830.391   , 526.484   , 276.172   , 830.313   , 427.891   , 0.585939  , 1.5625    , 0.625002  , 0.859377  , 36.9141   , 135.188   , 133.734   , 15.8906   , 150       , 33        , 33        , 2.51467   , 48        , 0         , 1.96079   , 0         , -18       
   16.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.33334   , 840       , 820       , 830.391   , 526.484   , 275.547   , 830.313   , 428.438   , 0.585939  , 1.5625    , 0.625002  , 0.859377  , 36.9141   , 135.188   , 133.734   , 15.8438   , 150       , 33        , 33        , 2.52      , 48        , 0         , 1.96079   , 0         , -18.75    
   16.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.11112   , 840       , 820       , 830.391   , 525.156   , 273.125   , 830.313   , 427.891   , 0.60547   , 1.52344   , 0.625002  , 0.89844   , 36.7969   , 135.188   , 133.734   , 15.7266   , 150       , 33        , 33        , 2.49067   , 48        , 0         , 1.96079   , 0         , -18.75    
   16.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.391   , 523.438   , 275.078   , 830.313   , 428.438   , 0.60547   , 1.52344   , 0.625002  , 0.89844   , 36.7031   , 135.188   , 133.734   , 15.8203   , 150       , 33        , 33        , 2.50934   , 48        , 0         , 1.96079   , 0         , -18       
   16.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.1389    , 840       , 820       , 830.391   , 520.703   , 275       , 830.313   , 428.203   , 0.60547   , 1.52344   , 0.60547   , 0.859377  , 36.4453   , 135.188   , 133.734   , 15.8203   , 150       , 33        , 33        , 2.47467   , 48.75     , 0         , 1.96079   , 0         , -18       
   16.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.41667   , 840       , 820       , 830.391   , 522.344   , 275.234   , 830.313   , 427.422   , 0.60547   , 1.52344   , 0.60547   , 0.859377  , 36.5859   , 135.188   , 133.734   , 15.8438   , 150       , 33        , 33        , 2.504     , 48.75     , 0         , 1.96079   , 0         , -18       
   16.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.3889    , 840       , 820       , 830.391   , 525.703   , 276.094   , 830.313   , 426.875   , 0.585939  , 1.52344   , 0.585939  , 0.89844   , 36.8438   , 135.188   , 133.734   , 15.8906   , 150       , 33        , 33        , 2.53334   , 48.75     , 0         , 1.96079   , 0         , -17.25    
   16.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.30556   , 840       , 820       , 830.391   , 526.25    , 276.719   , 830.313   , 428.359   , 0.585939  , 1.52344   , 0.585939  , 0.89844   , 36.8672   , 135.188   , 133.734   , 15.8906   , 150       , 33        , 33        , 2.52267   , 48.75     , 0         , 1.96079   , 0         , -18       
   16.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.391   , 526.172   , 276.719   , 830.313   , 427.891   , 0.566408  , 1.48438   , 0.60547   , 0.89844   , 36.8438   , 135.188   , 133.734   , 15.8906   , 150       , 33        , 33        , 2.50134   , 48.75     , 0         , 1.96079   , 0         , -18.75    
   16.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.02778   , 840       , 820       , 830.391   , 524.844   , 276.797   , 830.313   , 428.203   , 0.566408  , 1.48438   , 0.60547   , 0.89844   , 36.75     , 135.188   , 133.734   , 15.8438   , 150       , 33        , 33        , 2.49867   , 48.75     , 0         , 1.96079   , 0         , -18       
   16.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.27779   , 840       , 820       , 830.313   , 525.859   , 278.906   , 830.313   , 426.875   , 0.546876  , 1.48438   , 0.60547   , 0.859377  , 36.7734   , 135.188   , 133.734   , 16.0078   , 150       , 33        , 33        , 2.496     , 48.75     , 0         , 1.96079   , 0         , -18       
   16.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.313   , 526.016   , 277.578   , 830.313   , 426.797   , 0.546876  , 1.48438   , 0.60547   , 0.859377  , 36.8203   , 135.188   , 133.734   , 15.9375   , 150       , 33        , 33        , 2.54934   , 48.75     , 0         , 1.96079   , 0         , -18.75    
   16.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.313   , 526.875   , 277.969   , 830.313   , 428.359   , 0.546876  , 1.52344   , 0.625002  , 0.820315  , 36.8438   , 135.188   , 133.734   , 15.9141   , 150       , 33        , 33        , 2.54667   , 48.75     , 0         , 1.96079   , 0         , -18       
   16.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 8.77778   , 840       , 820       , 830.313   , 524.297   , 284.063   , 830.313   , 428.438   , 0.546876  , 1.52344   , 0.625002  , 0.820315  , 36.5625   , 135.188   , 133.734   , 16.3125   , 150       , 33        , 33        , 2.51467   , 48.75     , 0         , 1.96079   , 0         , -17.25    
   16.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.11112   , 840       , 820       , 830.313   , 525.703   , 285.625   , 830.313   , 428.438   , 0.566408  , 1.48438   , 0.644533  , 0.820315  , 36.6797   , 135.188   , 133.734   , 16.4531   , 150       , 33        , 33        , 2.54134   , 48.75     , 0         , 1.96079   , 0         , -17.25    
   16.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.05556   , 840       , 820       , 830.313   , 525       , 281.25    , 830.313   , 428.281   , 0.566408  , 1.48438   , 0.644533  , 0.820315  , 36.6797   , 135.188   , 133.734   , 16.1484   , 145       , 33        , 33        , 2.51734   , 48.75     , 0         , 1.96079   , 0         , -18.75    
   16.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.36112   , 840       , 820       , 830.313   , 526.563   , 277.5     , 830.313   , 428.438   , 0.546876  , 1.44532   , 0.644533  , 0.820315  , 36.7969   , 135.188   , 133.734   , 15.9844   , 145       , 33        , 33        , 2.55467   , 48.75     , 0         , 1.96079   , 0         , -18.75    
   16.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.55556   , 840       , 820       , 830.313   , 528.359   , 277.188   , 830.313   , 427.422   , 0.546876  , 1.44532   , 0.644533  , 0.820315  , 37.0547   , 135.188   , 133.734   , 16.0078   , 145       , 33        , 33        , 2.568     , 48.75     , 0         , 1.96079   , 0         , -19.5     
   16.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50001   , 840       , 820       , 830.313   , 530.938   , 277.734   , 830.313   , 427.344   , 0.546876  , 1.44532   , 0.644533  , 0.859377  , 37.3125   , 135.188   , 133.734   , 16.0547   , 145       , 33        , 33        , 2.60534   , 48.75     , 0         , 1.96079   , 0         , -18       
   16.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.58334   , 840       , 820       , 830.313   , 533.516   , 279.375   , 830.313   , 427.891   , 0.546876  , 1.44532   , 0.644533  , 0.859377  , 37.4063   , 135.188   , 133.734   , 16.0313   , 150       , 33        , 33        , 2.58667   , 48.75     , 0         , 1.96079   , 0         , -18.75    
   16.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.16667   , 840       , 820       , 830.313   , 533.906   , 278.281   , 830.313   , 428.203   , 0.527345  , 1.40625   , 0.644533  , 0.89844   , 37.5469   , 135.188   , 133.734   , 16.0313   , 150       , 33        , 33        , 2.57067   , 48.75     , 0         , 1.96079   , 0         , -19.5     
   17.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.3889    , 840       , 820       , 830.313   , 531.797   , 274.922   , 830.313   , 428.203   , 0.527345  , 1.40625   , 0.644533  , 0.89844   , 37.4063   , 135.188   , 133.734   , 15.7969   , 150       , 33        , 33        , 2.56267   , 48.75     , 0         , 1.96079   , 0         , -19.5     
   17.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.27779   , 880       , 820       , 830.313   , 528.984   , 271.25    , 830.313   , 427.891   , 0.507814  , 1.44532   , 0.664064  , 0.89844   , 37.1719   , 135.188   , 133.734   , 15.5625   , 150       , 33        , 33        , 2.552     , 48.75     , 0         , 1.96079   , 0         , -19.5     
   17.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 8.97223   , 880       , 820       , 830.313   , 523.438   , 268.672   , 830.313   , 427.5     , 0.507814  , 1.44532   , 0.664064  , 0.89844   , 36.75     , 135.188   , 133.734   , 15.4219   , 150       , 33        , 33        , 2.50934   , 48.75     , 0         , 1.96079   , 0         , -19.5     
