
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: my_8D0907551M-5120.ecu

ECU identified with following data:
HWNumber    = 0261207143       (requested was 0261207143)
SWNumber    = 1037360857       (requested was 1037360857)
PartNumber  = 8D0907551M       (requested was 8D0907551M)
SWVersion   = 0002             (requested was 0002)
EngineId    = 2.7l V6/5VT      (requested was 2.7l V6/5VT)
VAGHWNumber = 
ModelId     = G

Log packet size: 50 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  18.11.2017 11:37:40.069

TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , ldtvm     , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , wdkba     , wped_w    , zwout     
    0.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1389   , 960       , 820       , 830.313   , 530.469   , 272.969   , 830.313   , 428.438   , 0.488283  , 0.703127  , 0.488283  , 0.781252  , 38.0156   , 135.938   , 134.508   , 16.8047   , 110       , 33        , 33        , 2.6       , 47.25     , 0         , 3.13726   , 0         , -16.5     
    0.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.5556   , 960       , 820       , 830.313   , 535.469   , 276.172   , 830.313   , 428.438   , 0.507814  , 0.664064  , 0.507814  , 0.781252  , 38.2734   , 135.188   , 133.734   , 16.8984   , 110       , 33        , 33        , 2.648     , 47.25     , 0         , 3.13726   , 0         , -16.5     
    1.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1667   , 960       , 820       , 830.313   , 539.219   , 279.453   , 830.313   , 428.438   , 0.507814  , 0.664064  , 0.507814  , 0.781252  , 38.6719   , 135.188   , 133.734   , 17.2031   , 115       , 33        , 33        , 2.70667   , 47.25     , 0         , 3.13726   , 0         , -15.75    
    1.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9445   , 960       , 820       , 830.391   , 541.328   , 291.719   , 831.563   , 428.75    , 0.488283  , 0.664064  , 0.507814  , 0.820315  , 38.7422   , 135.188   , 133.734   , 18.0703   , 115       , 33        , 33        , 2.69067   , 47.25     , 0         , 3.13726   , 0         , -15       
    1.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9722   , 960       , 820       , 830.391   , 540.859   , 283.281   , 831.563   , 428.516   , 0.488283  , 0.664064  , 0.507814  , 0.820315  , 38.7188   , 135.188   , 133.734   , 17.3906   , 115       , 33        , 33        , 2.66667   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7222   , 960       , 820       , 830.313   , 537.656   , 278.125   , 829.063   , 428.516   , 0.507814  , 0.664064  , 0.488283  , 0.781252  , 38.5313   , 135.188   , 133.734   , 17.0859   , 115       , 33        , 33        , 2.63734   , 47.25     , 0         , 3.13726   , 0         , -15.75    
    1.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7778   , 960       , 820       , 830.313   , 533.984   , 277.813   , 829.063   , 428.516   , 0.507814  , 0.664064  , 0.488283  , 0.781252  , 38.2031   , 135.188   , 133.734   , 17.0156   , 115       , 33        , 33        , 2.62134   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.6111   , 960       , 820       , 830.313   , 530.547   , 275.625   , 830.313   , 428.516   , 0.507814  , 0.703127  , 0.468751  , 0.820315  , 38.0156   , 135.188   , 133.734   , 16.9688   , 115       , 33        , 33        , 2.624     , 47.25     , 0         , 3.13726   , 0         , -16.5     
    1.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9722   , 960       , 820       , 830.313   , 530.859   , 277.5     , 830.313   , 428.516   , 0.507814  , 0.703127  , 0.468751  , 0.820315  , 37.9922   , 135.188   , 133.734   , 17.0625   , 115       , 33        , 33        , 2.63467   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    1.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.25     , 960       , 820       , 830.313   , 532.656   , 275.078   , 830.313   , 428.516   , 0.507814  , 0.742189  , 0.488283  , 0.781252  , 38.2031   , 135.188   , 133.734   , 16.9453   , 115       , 33        , 33        , 2.63734   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    1.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9167   , 960       , 820       , 830.313   , 533.516   , 277.109   , 830.313   , 428.516   , 0.507814  , 0.742189  , 0.488283  , 0.781252  , 38.25     , 135.188   , 133.734   , 17.0859   , 115       , 33        , 33        , 2.64      , 47.25     , 0         , 3.13726   , 0         , -15.75    
    1.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8333   , 960       , 820       , 830.313   , 532.109   , 276.641   , 830.313   , 428.516   , 0.527345  , 0.703127  , 0.507814  , 0.820315  , 38.1094   , 135.188   , 133.734   , 16.9922   , 115       , 33        , 33        , 2.624     , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1389   , 1000      , 820       , 830.313   , 531.406   , 273.75    , 830.313   , 428.516   , 0.527345  , 0.703127  , 0.507814  , 0.820315  , 38.0859   , 135.188   , 133.734   , 16.8281   , 115       , 33        , 33        , 2.632     , 47.25     , 0         , 3.13726   , 0         , -18       
    1.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.2222   , 1000      , 820       , 830.313   , 531.797   , 272.813   , 830.313   , 428.516   , 0.546876  , 0.664064  , 0.527345  , 0.820315  , 38.1797   , 135.516   , 134.086   , 16.8047   , 115       , 33        , 33        , 2.63734   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1389   , 1000      , 820       , 830.313   , 531.953   , 272.344   , 830.313   , 428.516   , 0.546876  , 0.664064  , 0.527345  , 0.820315  , 38.1797   , 135.375   , 133.922   , 16.7578   , 115       , 33        , 33        , 2.63734   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7778   , 960       , 820       , 830.313   , 529.688   , 274.844   , 830.313   , 428.516   , 0.527345  , 0.703127  , 0.527345  , 0.859377  , 37.9219   , 135.188   , 133.734   , 16.875    , 115       , 33        , 33        , 2.624     , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.0278   , 960       , 820       , 830.313   , 529.844   , 272.578   , 830.313   , 428.516   , 0.527345  , 0.703127  , 0.527345  , 0.859377  , 37.9453   , 135.188   , 133.734   , 16.7109   , 115       , 33        , 33        , 2.63467   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7222   , 960       , 820       , 830.313   , 527.734   , 272.188   , 830.313   , 428.516   , 0.546876  , 0.703127  , 0.507814  , 0.820315  , 37.7813   , 135.188   , 133.734   , 16.6875   , 115       , 33        , 33        , 2.62134   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8056   , 1000      , 820       , 830.313   , 526.172   , 271.953   , 830.313   , 428.516   , 0.546876  , 0.703127  , 0.507814  , 0.820315  , 37.6641   , 135.188   , 133.734   , 16.6875   , 115       , 33        , 33        , 2.57867   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11        , 960       , 820       , 830.313   , 527.5     , 271.875   , 830.313   , 428.516   , 0.546876  , 0.742189  , 0.527345  , 0.859377  , 37.7813   , 135.188   , 133.734   , 16.6875   , 115       , 33        , 33        , 2.58934   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.6945   , 960       , 820       , 830.313   , 526.016   , 272.578   , 830.313   , 428.672   , 0.546876  , 0.742189  , 0.527345  , 0.859377  , 37.6406   , 135.188   , 133.734   , 16.7109   , 115       , 33        , 33        , 2.576     , 47.25     , 0         , 3.13726   , 0         , -17.25    
    1.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.6945   , 960       , 820       , 830.391   , 523.438   , 273.828   , 831.563   , 428.516   , 0.527345  , 0.781252  , 0.527345  , 0.820315  , 37.3828   , 135.188   , 133.734   , 16.7578   , 115       , 33        , 33        , 2.568     , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.6667   , 960       , 820       , 830.391   , 523.828   , 273.125   , 831.563   , 428.516   , 0.527345  , 0.781252  , 0.527345  , 0.820315  , 37.4063   , 135.188   , 133.734   , 16.6875   , 115       , 33        , 33        , 2.56534   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.5833   , 960       , 820       , 830.391   , 519.688   , 274.609   , 830.313   , 428.516   , 0.527345  , 0.781252  , 0.507814  , 0.781252  , 37.0547   , 135.188   , 133.734   , 16.8047   , 115       , 33        , 33        , 2.54667   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9445   , 960       , 820       , 830.391   , 521.641   , 274.531   , 830.313   , 428.75    , 0.527345  , 0.781252  , 0.507814  , 0.781252  , 37.2422   , 135.188   , 133.734   , 16.8281   , 115       , 33        , 33        , 2.56      , 47.25     , 0         , 3.13726   , 0         , -15.75    
    2.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.0833   , 960       , 820       , 830.391   , 526.719   , 274.844   , 830.313   , 428.672   , 0.546876  , 0.820315  , 0.488283  , 0.781252  , 37.5938   , 135.188   , 133.734   , 16.7578   , 115       , 33        , 33        , 2.59467   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    2.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8889   , 960       , 820       , 830.391   , 527.578   , 273.828   , 830.313   , 428.516   , 0.546876  , 0.820315  , 0.488283  , 0.781252  , 37.7344   , 135.188   , 133.734   , 16.7813   , 120       , 33        , 33        , 2.60267   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9722   , 960       , 820       , 830.391   , 531.641   , 275.391   , 830.313   , 428.594   , 0.566408  , 0.859377  , 0.488283  , 0.820315  , 38.0391   , 135.188   , 133.734   , 16.8516   , 120       , 33        , 33        , 2.61867   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8889   , 960       , 820       , 830.391   , 531.563   , 273.438   , 830.313   , 428.516   , 0.566408  , 0.859377  , 0.488283  , 0.820315  , 38.0625   , 135.188   , 133.734   , 16.7344   , 120       , 33        , 33        , 2.616     , 47.25     , 0         , 3.13726   , 0         , -17.25    
    2.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1111   , 960       , 820       , 830.391   , 532.109   , 274.531   , 830.313   , 428.516   , 0.585939  , 0.859377  , 0.507814  , 0.859377  , 38.1094   , 135.188   , 133.734   , 16.8281   , 120       , 33        , 33        , 2.64534   , 47.25     , 0         , 3.13726   , 0         , -15.75    
    2.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.4167   , 960       , 820       , 830.391   , 535.234   , 275.703   , 830.313   , 428.516   , 0.585939  , 0.859377  , 0.507814  , 0.859377  , 38.2969   , 135.188   , 133.734   , 16.8281   , 120       , 33        , 33        , 2.65334   , 47.25     , 0         , 3.13726   , 0         , -16.5     
    2.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9167   , 960       , 820       , 830.391   , 535.781   , 273.125   , 830.313   , 428.516   , 0.585939  , 0.89844   , 0.527345  , 0.89844   , 38.3906   , 135.188   , 133.734   , 16.6875   , 120       , 33        , 33        , 2.632     , 47.25     , 0         , 3.13726   , 0         , -18       
    2.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8333   , 960       , 820       , 830.391   , 532.188   , 272.109   , 830.313   , 428.516   , 0.585939  , 0.89844   , 0.527345  , 0.89844   , 38.1563   , 135.188   , 133.734   , 16.6875   , 120       , 33        , 33        , 2.624     , 47.25     , 0         , 3.13726   , 0         , -18       
    2.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9722   , 1000      , 820       , 830.391   , 529.922   , 269.219   , 830.313   , 428.516   , 0.60547   , 0.937502  , 0.546876  , 0.937502  , 37.9922   , 135.188   , 133.734   , 16.4766   , 120       , 33        , 33        , 2.59734   , 47.25     , 0         , 3.13726   , 0         , -18       
    2.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8611   , 960       , 820       , 830.391   , 527.969   , 270       , 830.313   , 428.594   , 0.60547   , 0.937502  , 0.546876  , 0.937502  , 37.8281   , 135.305   , 133.852   , 16.5469   , 120       , 33        , 33        , 2.592     , 47.25     , 0         , 3.13726   , 0         , -18       
    2.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9445   , 1000      , 820       , 830.391   , 526.328   , 270.469   , 830.313   , 428.516   , 0.625002  , 0.976565  , 0.566408  , 0.976565  , 37.7109   , 135.375   , 133.922   , 16.5938   , 120       , 33        , 33        , 2.54934   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    2.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.2778   , 960       , 820       , 830.391   , 530.156   , 269.063   , 830.313   , 428.516   , 0.625002  , 0.976565  , 0.566408  , 0.976565  , 38.0156   , 135.328   , 133.875   , 16.4766   , 120       , 33        , 33        , 2.57334   , 47.25     , 0         , 3.13726   , 0         , -18       
    2.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9445   , 960       , 820       , 830.391   , 529.219   , 270.313   , 830.313   , 428.672   , 0.644533  , 0.937502  , 0.585939  , 0.976565  , 37.8984   , 135.188   , 133.734   , 16.5234   , 120       , 33        , 33        , 2.56267   , 47.25     , 0         , 3.13726   , 0         , -18       
    2.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.1111   , 960       , 820       , 830.391   , 529.063   , 270       , 830.313   , 428.516   , 0.644533  , 0.937502  , 0.585939  , 0.976565  , 37.8984   , 135.188   , 133.734   , 16.5234   , 120       , 33        , 33        , 2.58934   , 47.25     , 0         , 3.13726   , 0         , -17.25    
    2.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.3889   , 1000      , 820       , 830.391   , 531.328   , 267.891   , 830.313   , 428.516   , 0.644533  , 0.976565  , 0.585939  , 0.937502  , 38.1328   , 135.609   , 134.18    , 16.4063   , 120       , 33        , 33        , 2.61867   , 47.25     , 0         , 3.13726   , 0         , -18       
    2.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.9722   , 1000      , 820       , 830.391   , 530.078   , 268.828   , 830.313   , 428.516   , 0.644533  , 0.976565  , 0.585939  , 0.937502  , 37.9688   , 135.188   , 133.734   , 16.4063   , 120       , 33        , 33        , 2.56      , 47.25     , 0         , 3.13726   , 0         , -18.75    
    2.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.6667   , 960       , 820       , 830.391   , 527.969   , 267.734   , 830.313   , 428.672   , 0.625002  , 0.976565  , 0.566408  , 0.89844   , 37.8516   , 135.516   , 134.086   , 16.3828   , 120       , 33        , 33        , 2.54667   , 47.25     , 0         , 3.13726   , 0         , -18       
    3.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7222   , 960       , 820       , 830.391   , 526.641   , 267.813   , 830.313   , 428.516   , 0.625002  , 0.976565  , 0.566408  , 0.89844   , 37.6875   , 135.188   , 133.734   , 16.3125   , 120       , 33        , 33        , 2.54667   , 47.25     , 0         , 3.13726   , 0         , -18       
    3.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.5      , 960       , 820       , 830.391   , 523.828   , 269.688   , 830.313   , 428.75    , 0.625002  , 0.937502  , 0.585939  , 0.859377  , 37.4297   , 135.188   , 133.734   , 16.4297   , 120       , 33        , 33        , 2.528     , 47.25     , 0         , 2.7451    , 0         , -16.5     
    3.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.0278   , 960       , 820       , 830.391   , 523.984   , 272.266   , 830.313   , 428.516   , 0.625002  , 0.937502  , 0.585939  , 0.859377  , 37.4297   , 135.188   , 133.734   , 16.6172   , 120       , 33        , 33        , 2.54667   , 47.25     , 0         , 2.7451    , 0         , -16.5     
    3.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.7778   , 960       , 820       , 830.391   , 524.922   , 272.422   , 831.563   , 429.063   , 0.60547   , 0.89844   , 0.566408  , 0.820315  , 37.5      , 135.188   , 133.734   , 16.6172   , 120       , 33        , 33        , 2.54667   , 47.25     , 0         , 2.7451    , 0         , -17.25    
    3.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.5278   , 960       , 820       , 830.391   , 522.578   , 269.609   , 831.563   , 428.516   , 0.60547   , 0.89844   , 0.566408  , 0.820315  , 37.3125   , 135.188   , 133.734   , 16.4063   , 120       , 33        , 33        , 2.536     , 47.25     , 0         , 2.7451    , 0         , -17.25    
    3.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.1667   , 960       , 820       , 830.391   , 517.891   , 266.484   , 830.313   , 428.516   , 0.585939  , 0.89844   , 0.585939  , 0.859377  , 36.9375   , 135.188   , 133.734   , 16.1719   , 120       , 33        , 33        , 2.52267   , 47.25     , 0         , 2.7451    , 0         , -18.75    
    3.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.4722   , 960       , 820       , 830.391   , 515.469   , 264.766   , 830.313   , 428.516   , 0.585939  , 0.89844   , 0.585939  , 0.859377  , 36.8203   , 135.352   , 133.898   , 16.125    , 120       , 33        , 33        , 2.536     , 47.25     , 0         , 2.7451    , 0         , -18       
    3.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.8889   , 960       , 820       , 830.391   , 517.344   , 270.313   , 830.313   , 428.75    , 0.60547   , 0.859377  , 0.60547   , 0.859377  , 36.8203   , 135.188   , 133.734   , 16.3828   , 120       , 33        , 33        , 2.54134   , 47.25     , 0         , 2.7451    , 0         , -17.25    
    3.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11.0278   , 960       , 820       , 830.391   , 522.578   , 271.406   , 830.313   , 429.219   , 0.60547   , 0.859377  , 0.60547   , 0.859377  , 37.2656   , 135.188   , 133.734   , 16.4766   , 120       , 33        , 33        , 2.568     , 47.25     , 0         , 2.7451    , 0         , -17.25    
    3.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 11        , 960       , 820       , 830.391   , 526.641   , 272.578   , 830.313   , 428.516   , 0.625002  , 0.89844   , 0.60547   , 0.89844   , 37.5703   , 135.188   , 133.734   , 16.5469   , 120       , 33        , 33        , 2.60534   , 47.25     , 0         , 2.7451    , 0         , -16.5     
