TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
   31.850, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.7747   , 42.5766   , 21.9879   , 16.4445   , 1400      , 820       , 836.328   , 525.313   , 445.469   , 836.484   , 874.453   , 1.17188   , 0.820315  , 0.89844   , 1.09375   , 40.8984   , 75.4219   , 76.6172   , 33.9844   , 305       , 15        , 15        , 2.73067   , 30.75     , 6.27344   , 0.531983  , 5.88235   , 16.9054   , 0.75      , 20.3522   , 38.3118   , 12.7747   
   31.900, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.8021   , 44.9219   , 22.1161   , 16.4722   , 1360      , 820       , 836.328   , 524.375   , 446.641   , 836.484   , 874.609   , 1.09375   , 0.859377  , 0.859377  , 1.05469   , 40.7813   , 75.1641   , 76.3594   , 34.0547   , 305       , 15        , 15        , 2.74667   , 31.5      , 6.67188   , 0.533631  , 5.4902    , 16.9054   , 0.75      , 20.2561   , 38.1211   , 12.796    
   31.950, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.5122   , 44.5923   , 21.3471   , 16        , 1360      , 820       , 836.328   , 520.234   , 439.297   , 836.484   , 874.219   , 1.09375   , 0.859377  , 0.859377  , 1.05469   , 40.4531   , 75.4219   , 76.6172   , 33.4453   , 305       , 15        , 15        , 2.69334   , 31.5      , 6.875     , 0.530396  , 5.4902    , 16.5469   , 0         , 20.1721   , 38.0356   , 12.5122   
   32.000, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.2711   , 44.545    , 20.4621   , 15.8333   , 1360      , 820       , 836.328   , 517.969   , 434.922   , 836.484   , 874.219   , 1.09375   , 0.820315  , 0.937502  , 1.01563   , 40.2188   , 75.0703   , 76.2656   , 33.0234   , 305       , 15        , 15        , 2.68267   , 31.5      , 7.09375   , 0.518982  , 5.4902    , 15.8266   , 0         , 19.9661   , 38.0783   , 12.2406   
   32.050, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.5305   , 46.4844   , 21.0571   , 15.8889   , 1320      , 820       , 836.328   , 519.609   , 442.188   , 836.484   , 874.219   , 1.09375   , 0.820315  , 0.937502  , 1.01563   , 40.3125   , 74.7422   , 75.9375   , 33.6094   , 300       , 15        , 15        , 2.712     , 31.5      , 7.20313   , 0.523194  , 5.4902    , 15.8266   , 0         , 19.9799   , 37.8784   , 12.5305   
   32.100, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.7228   , 46.4844   , 21.6553   , 15.8056   , 1320      , 820       , 836.328   , 521.328   , 448.828   , 836.484   , 874.453   , 1.13282   , 0.781252  , 0.89844   , 0.976565  , 40.3359   , 73.8047   , 74.9766   , 34.0547   , 300       , 15        , 15        , 2.70667   , 31.5      , 7.46875   , 0.536621  , 5.4902    , 15.8266   , 0         , 19.9036   , 37.5946   , 12.7228   
   32.150, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.1216   , 49.5377   , 19.8273   , 15.6389   , 1280      , 820       , 836.328   , 528.047   , 436.172   , 836.484   , 874.219   , 1.13282   , 0.781252  , 0.89844   , 0.976565  , 40.875    , 73.6172   , 74.7891   , 32.9297   , 300       , 15        , 15        , 2.832     , 31.5      , 7.64063   , 0.51886   , 5.4902    , 14.5678   , -1.5      , 20.1828   , 37.0545   , 12.03     
   32.200, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.1063   , 51.5427   , 19.5862   , 15.4445   , 1240      , 820       , 836.328   , 529.453   , 438.203   , 836.484   , 874.219   , 1.09375   , 0.742189  , 0.859377  , 0.89844   , 40.875    , 72.7266   , 73.8984   , 32.9766   , 300       , 15        , 15        , 2.76      , 31.5      , 7.88281   , 0.523926  , 5.09804   , 14.2077   , -1.5      , 20.1553   , 36.8225   , 12.1063   
   32.250, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.3322   , 51.4969   , 20.2301   , 13.8056   , 1200      , 820       , 836.328   , 522.344   , 445       , 836.484   , 874.219   , 1.09375   , 0.742189  , 0.859377  , 0.89844   , 40.1719   , 72.4453   , 73.5938   , 33.4922   , 295       , 15        , 15        , 2.664     , 31.5      , 8.02344   , 0.524598  , 4.70588   , 14.2077   , -0.75     , 19.8944   , 36.3968   , 12.3322   
   32.300, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.6434   , 59.7657   , 21.1579   , 14.2222   , 1200      , 820       , 836.328   , 520.156   , 455.313   , 836.484   , 875.313   , 1.05469   , 0.703127  , 0.820315  , 0.859377  , 39.7734   , 72.1406   , 73.2891   , 34.1719   , 295       , 15        , 15        , 2.66934   , 31.5      , 8.25      , 0.543091  , 4.70588   , 14.2077   , 0         , 19.5572   , 36.1008   , 12.6434   
   32.350, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.7564   , 59.7657   , 21.4691   , 14.2778   , 1200      , 820       , 836.328   , 523.125   , 458.75    , 836.484   , 874.219   , 1.05469   , 0.703127  , 0.820315  , 0.859377  , 39.9609   , 72.1406   , 73.2891   , 34.4063   , 295       , 15        , 15        , 2.696     , 31.5      , 8.38281   , 0.548218  , 4.70588   , 14.2077   , 0         , 19.5954   , 35.9436   , 12.7564   
   32.400, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 12.4298   , 59.7657   , 20.4987   , 14.25     , 1200      , 820       , 836.328   , 522.969   , 450.859   , 836.484   , 874.219   , 1.01563   , 0.742189  , 0.781252  , 0.820315  , 39.9609   , 72.1406   , 73.2891   , 33.75     , 295       , 15        , 15        , 2.66134   , 31.5      , 8.59375   , 0.539063  , 4.70588   , 13.8491   , -0.75     , 19.6457   , 35.8979   , 12.4298   
   32.450, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 11.8652   , 60.0861   , 18.4174   , 14.6389   , 1200      , 820       , 836.328   , 525.938   , 437.969   , 836.484   , 874.219   , 1.01563   , 0.742189  , 0.781252  , 0.820315  , 40.2188   , 72.1406   , 73.2891   , 32.625    , 295       , 15        , 15        , 2.752     , 31.5      , 8.71094   , 0.523011  , 4.70588   , 12.7687   , -2.25     , 19.6854   , 35.9406   , 11.8652   
   32.500, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 10.8002   , 59.8908   , 14.8132   , 13.8611   , 1200      , 820       , 836.328   , 528.125   , 414.375   , 836.484   , 873.125   , 0.976565  , 0.703127  , 0.742189  , 0.781252  , 40.3594   , 72.1406   , 73.2891   , 30.5391   , 295       , 15        , 15        , 2.704     , 31.5      , 9.00781   , 0.500977  , 4.70588   , 10.9712   , -4.5      , 19.8639   , 35.8826   , 10.8002   
   32.550, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 9.7931    , 59.9823   , 11.5692   , 13.4167   , 1200      , 820       , 836.328   , 522.188   , 389.609   , 836.484   , 873.594   , 0.976565  , 0.703127  , 0.742189  , 0.781252  , 39.8438   , 72.1406   , 73.2891   , 28.4063   , 295       , 15        , 15        , 2.62667   , 31.5      , 9.17188   , 0.473328  , 3.92157   , 9.5323    , -6        , 19.7373   , 35.904    , 9.7931    
   32.600, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 9.198     , 59.5765   , 9.48487   , 13        , 1200      , 820       , 836.328   , 510.547   , 374.922   , 836.484   , 874.141   , 0.937502  , 0.742189  , 0.703127  , 0.742189  , 38.8828   , 72.1406   , 73.2891   , 27.1641   , 295       , 15        , 15        , 2.53334   , 31.5      , 9.38281   , 0.454407  , 3.92157   , 8.45196   , -6.75     , 19.2825   , 35.9085   , 9.198     
   32.650, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 8.52967   , 59.1629   , 7.59583   , 12.8889   , 1240      , 820       , 836.328   , 500.313   , 356.953   , 836.484   , 874.141   , 0.937502  , 0.742189  , 0.703127  , 0.742189  , 38.0859   , 72.1406   , 73.2891   , 25.6875   , 295       , 15        , 15        , 2.416     , 31.5      , 9.51563   , 0.428101  , 3.52941   , 7.73326   , -8.25     , 18.8934   , 35.9726   , 8.52967   
   32.700, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 8.15125   , 50.3754   , 6.56434   , 12.4167   , 1240      , 820       , 836.328   , 485.078   , 345.781   , 836.484   , 873.906   , 0.89844   , 0.742189  , 0.664064  , 0.781252  , 36.8672   , 72.1406   , 73.2891   , 24.8203   , 295       , 15        , 15        , 2.17867   , 31.5      , 9.6875    , 0.420227  , 3.52941   , 7.37315   , -6.75     , 18.1564   , 36.0504   , 8.37708   
   32.750, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.2439    , 49.7528   , 0.454712  , 12.75     , 1240      , 820       , 836.328   , 474.141   , 298.516   , 836.484   , 874.141   , 0.89844   , 0.742189  , 0.664064  , 0.781252  , 36.0234   , 72.5156   , 73.6641   , 20.8125   , 295       , 15        , 15        , 2.21334   , 31.5      , 9.78125   , 0.368836  , 3.13726   , 0.898755  , -9.75     , 17.7521   , 36.1084   , 6.6681    
   32.800, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.20118   , 51.1719   , 0         , 11.7778   , 1240      , 820       , 836.328   , 463.984   , 297.813   , 836.484   , 874.141   , 0.859377  , 0.703127  , 0.625002  , 0.742189  , 35.1094   , 72.4219   , 73.5703   , 20.7422   , 295       , 15        , 15        , 2.13334   , 31.5      , 9.89844   , 0.356079  , 2.35294   , 0         , -10.5     , 17.4713   , 36.2702   , 6.20118   
   32.850, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.35682   , 60.1563   , 0         , 10.6111   , 1200      , 820       , 836.328   , 448.125   , 304.219   , 836.484   , 874.141   , 0.859377  , 0.703127  , 0.625002  , 0.742189  , 33.6094   , 72.1406   , 73.2891   , 21.1641   , 290       , 15        , 15        , 1.976     , 31.5      , 9.96875   , 0.359803  , 2.35294   , 0         , -9.75     , 16.7145   , 36.1695   , 6.35682   
   32.900, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.4148    , 60.1563   , 0         , 10.8333   , 1200      , 820       , 836.328   , 441.172   , 306.953   , 836.484   , 873.047   , 0.820315  , 0.703127  , 0.60547   , 0.703127  , 32.9063   , 72.1406   , 73.2891   , 21.3047   , 290       , 15        , 15        , 1.98934   , 31.5      , 10.0234   , 0.367005  , 2.35294   , 0         , -9.75     , 16.2979   , 35.9299   , 6.39954   
   32.950, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.4209    , 60.1563   , 0         , 10.75     , 1200      , 820       , 836.328   , 430.703   , 307.5     , 836.484   , 874.141   , 0.820315  , 0.703127  , 0.60547   , 0.703127  , 31.9922   , 72.1406   , 73.2891   , 21.3516   , 290       , 15        , 15        , 1.96      , 31.5      , 9.97656   , 0.367676  , 2.35294   , 0         , -9        , 15.6647   , 35.9146   , 6.4209    
   33.000, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.38123   , 60.1563   , 0         , 10.4722   , 1200      , 820       , 836.328   , 425.625   , 305.859   , 836.484   , 870.547   , 0.781252  , 0.664064  , 0.585939  , 0.742189  , 31.5703   , 72.1406   , 73.2891   , 21.2344   , 290       , 15        , 15        , 1.97067   , 31.5      , 9.94531   , 0.365296  , 2.35294   , 0         , -9        , 15.4862   , 35.9543   , 6.37513   
   33.050, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.43006   , 60.1563   , 0         , 10.7778   , 1200      , 820       , 836.406   , 420.938   , 307.578   , 836.484   , 871.094   , 0.781252  , 0.664064  , 0.585939  , 0.742189  , 31.1484   , 72.1406   , 73.2891   , 21.3516   , 290       , 15        , 15        , 1.976     , 31.5      , 9.92188   , 0.367737  , 2.35294   , 0         , -7.5      , 15.2512   , 35.9116   , 6.43006   
   33.100, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.4087    , 60.1563   , 0         , 10.5556   , 1200      , 820       , 836.406   , 417.266   , 306.641   , 836.484   , 869.922   , 0.742189  , 0.664064  , 0.566408  , 0.703127  , 30.8203   , 72.1406   , 73.2891   , 21.2813   , 290       , 15        , 15        , 1.95467   , 31.5      , 9.92188   , 0.367615  , 2.35294   , 0         , -7.5      , 15.1352   , 35.9116   , 6.43616   
   33.150, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.36902   , 60.1563   , 0         , 11.1111   , 1200      , 820       , 836.406   , 416.719   , 305.234   , 836.484   , 872.031   , 0.742189  , 0.664064  , 0.566408  , 0.703127  , 30.8203   , 72.1406   , 73.2891   , 21.1875   , 290       , 15        , 15        , 2.02934   , 31.5      , 9.92188   , 0.364929  , 2.35294   , 0         , -7.5      , 15.1337   , 35.9619   , 6.36902   
   33.200, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.34766   , 60.1563   , 0         , 10.6111   , 1200      , 820       , 836.406   , 413.828   , 304.219   , 836.484   , 870       , 0.742189  , 0.625002  , 0.585939  , 0.664064  , 30.5859   , 72.1406   , 73.2891   , 21.1172   , 290       , 15        , 15        , 1.97867   , 31.5      , 9.9375    , 0.363953  , 2.35294   , 0         , -7.5      , 15.004    , 35.968    , 6.34156   
   33.250, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.32019   , 60.1563   , 0         , 10.9722   , 1200      , 820       , 836.406   , 413.281   , 303.281   , 836.484   , 869.922   , 0.742189  , 0.625002  , 0.585939  , 0.664064  , 30.5625   , 72.1406   , 73.2891   , 21.0703   , 290       , 15        , 15        , 2.04267   , 31.5      , 9.94531   , 0.362549  , 2.35294   , 0         , -16.5     , 14.9567   , 35.997    , 2.92359   
   33.300, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.12183   , 60.1563   , 0         , 11.1389   , 1160      , 820       , 836.406   , 415.859   , 285.156   , 836.484   , 869.922   , 0.703127  , 0.644533  , 0.566408  , 0.625002  , 30.7734   , 72.1406   , 73.2891   , 19.4766   , 290       , 15        , 15        , 2.04534   , 31.5      , 9.92969   , 0.339966  , 2.35294   , 0         , -15.75    , 15.0345   , 35.9726   , 3.44239   
   33.350, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.17981   , 69.5313   , 0         , 10.4445   , 1120      , 820       , 836.406   , 416.406   , 295.156   , 836.484   , 869.922   , 0.703127  , 0.644533  , 0.566408  , 0.625002  , 30.5859   , 72.1406   , 73.2891   , 20.1328   , 290       , 15        , 15        , 2.03467   , 31.5      , 9.91406   , 0.351929  , 1.96079   , 0         , -10.5     , 14.8834   , 35.7971   , 5.35279   
   33.400, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.4148    , 77.7344   , 0         , 10.6111   , 1120      , 820       , 836.406   , 421.016   , 318.516   , 836.484   , 869.922   , 0.664064  , 0.664064  , 0.546876  , 0.60547   , 30.7266   , 72.1406   , 73.2891   , 21.9141   , 290       , 15        , 15        , 2.07467   , 31.5      , 9.89844   , 0.376587  , 1.96079   , 0         , -10.5     , 14.9719   , 35.5973   , 5.66712   
   33.450, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.48194   , 85.5469   , 0         , 10.0556   , 1080      , 820       , 836.406   , 423.828   , 321.875   , 836.484   , 869.922   , 0.664064  , 0.664064  , 0.546876  , 0.60547   , 30.8906   , 72.1406   , 73.2891   , 22.125    , 290       , 15        , 15        , 2.07467   , 31.5      , 9.82813   , 0.384827  , 1.96079   , 0         , -9.75     , 15.0086   , 35.5332   , 5.75867   
   33.500, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.38733   , 85.5469   , 0         , 9.61112   , 1080      , 820       , 836.406   , 422.891   , 318.203   , 836.484   , 868.281   , 0.625002  , 0.644533  , 0.527345  , 0.625002  , 30.8203   , 72.1406   , 73.2891   , 21.8203   , 285       , 15        , 15        , 2.06134   , 31.5      , 9.77344   , 0.377808  , 1.96079   , 0         , -11.25    , 15.0589   , 35.5728   , 5.28565   
   33.550, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.41175   , 85.5469   , 0         , 9.83334   , 1080      , 820       , 836.406   , 420.234   , 319.609   , 836.484   , 869.766   , 0.625002  , 0.644533  , 0.527345  , 0.625002  , 30.5391   , 72.1406   , 73.2891   , 21.8906   , 285       , 15        , 15        , 2.05867   , 31.5      , 9.70313   , 0.38208   , 1.96079   , 0         , -10.5     , 14.8148   , 35.5088   , 5.51453   
   33.600, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.41785   , 85.5469   , 0         , 9.72223   , 1080      , 820       , 836.406   , 420.547   , 321.094   , 836.484   , 869.609   , 0.60547   , 0.625002  , 0.546876  , 0.60547   , 30.5391   , 72.1406   , 73.2891   , 21.9844   , 285       , 15        , 15        , 2.05334   , 31.5      , 9.66406   , 0.38324   , 1.96079   , 0         , -9.75     , 14.8026   , 35.4767   , 5.68543   
   33.650, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.46058   , 87.4467   , 0         , 9.52779   , 1080      , 820       , 836.406   , 418.438   , 324.219   , 836.484   , 867.734   , 0.60547   , 0.625002  , 0.546876  , 0.60547   , 30.2578   , 72.1406   , 73.2891   , 22.1719   , 285       , 15        , 15        , 2.03734   , 31.5      , 9.53125   , 0.387879  , 1.56863   , 0         , -12       , 14.6546   , 35.408    , 5.32532   
   33.700, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.49109   , 92.9688   , 0         , 9.47223   , 1040      , 820       , 836.406   , 421.875   , 326.953   , 836.484   , 867.344   , 0.585939  , 0.60547   , 0.566408  , 0.625002  , 30.4922   , 72.1406   , 73.2891   , 22.3359   , 280       , 15        , 15        , 2.08267   , 31.5      , 9.46094   , 0.38855   , 1.56863   , 0         , -10.5     , 14.7705   , 35.3836   , 5.64881   
   33.750, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.44532   , 92.9688   , 0         , 9.77779   , 1040      , 820       , 836.406   , 424.766   , 325.547   , 836.484   , 867.656   , 0.585939  , 0.60547   , 0.566408  , 0.625002  , 30.7266   , 72.1406   , 73.2891   , 22.2188   , 280       , 15        , 15        , 2.11467   , 31.5      , 9.39063   , 0.38916   , 1.56863   , 0         , -10.5     , 14.7614   , 35.3577   , 5.78614   
   33.800, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.53687   , 92.9688   , 0         , 9.52779   , 1040      , 820       , 836.406   , 426.953   , 330.703   , 836.484   , 866.25    , 0.566408  , 0.585939  , 0.546876  , 0.625002  , 30.8203   , 72.1406   , 73.2891   , 22.5703   , 280       , 15        , 15.75     , 2.10667   , 31.5      , 9.35156   , 0.392762  , 1.56863   , 0         , -10.5     , 14.9262   , 35.2799   , 5.83802   
   33.850, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.5857    , 99.2188   , 0         , 9.80556   , 1000      , 820       , 836.406   , 432.578   , 332.734   , 836.484   , 866.25    , 0.566408  , 0.585939  , 0.546876  , 0.625002  , 31.2422   , 72.1406   , 73.2891   , 22.6875   , 280       , 15        , 15.75     , 2.15467   , 31.5      , 9.25      , 0.397766  , 1.56863   , 0         , -10.5     , 15.0574   , 35.2371   , 5.91126   
   33.900, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.67725   , 99.2188   , 0         , 9.50001   , 1000      , 820       , 836.406   , 435.938   , 336.25    , 836.484   , 865.703   , 0.585939  , 0.60547   , 0.546876  , 0.644533  , 31.5      , 72.1406   , 73.2891   , 22.9453   , 280       , 15.75     , 15.75     , 2.15467   , 31.5      , 9.19531   , 0.400025  , 1.56863   , 0         , -9        , 15.2237   , 35.2005   , 6.43006   
   33.950, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.63147   , 99.2188   , 0         , 9.61112   , 1000      , 820       , 836.406   , 438.906   , 335.703   , 836.484   , 868.047   , 0.585939  , 0.60547   , 0.546876  , 0.644533  , 31.7109   , 72.1406   , 73.2891   , 22.875    , 280       , 15.75     , 15.75     , 2.15734   , 31.5      , 9.13281   , 0.401306  , 1.56863   , 0         , -10.5     , 15.3168   , 35.1792   , 6.03638   
   34.000, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.62537   , 99.2188   , 0         , 9.19445   , 1000      , 820       , 836.406   , 439.063   , 334.922   , 836.484   , 865.938   , 0.566408  , 0.60547   , 0.527345  , 0.625002  , 31.7109   , 72.1406   , 73.2891   , 22.7813   , 280       , 15.75     , 15.75     , 2.14667   , 31.5      , 9.10156   , 0.401062  , 1.56863   , 0         , -10.5     , 15.3107   , 35.1517   , 5.95704   
   34.050, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.71998   , 99.2188   , 0         , 9.27779   , 960       , 820       , 836.406   , 438.359   , 339.531   , 836.484   , 865.703   , 0.566408  , 0.60547   , 0.527345  , 0.625002  , 31.5469   , 72.1406   , 73.2891   , 23.0859   , 280       , 15.75     , 15.75     , 2.168     , 31.5      , 8.97656   , 0.405884  , 1.56863   , 0         , -10.5     , 15.2451   , 35.1013   , 6.30799   
   34.100, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.77796   , 99.2188   , 0         , 9.75001   , 960       , 820       , 836.406   , 443.438   , 341.641   , 836.484   , 865.703   , 0.566408  , 0.625002  , 0.546876  , 0.625002  , 31.9688   , 72.1406   , 73.2891   , 23.25     , 280       , 15.75     , 15.75     , 2.31467   , 31.5      , 8.91406   , 0.406555  , 1.56863   , 0         , -9.75     , 15.4144   , 35.0632   , 6.55213   
   34.150, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.86646   , 99.2188   , 0         , 9.61112   , 960       , 820       , 836.406   , 448.828   , 346.25    , 836.484   , 866.25    , 0.566408  , 0.625002  , 0.546876  , 0.625002  , 32.2969   , 72.1406   , 73.2891   , 23.4844   , 280       , 15.75     , 15.75     , 2.27734   , 31.5      , 8.76563   , 0.413941  , 1.56863   , 0         , -9.75     , 15.5823   , 34.9747   , 6.58265   
   34.200, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.6681    , 99.2188   , 0         , 9.6389    , 960       , 820       , 836.406   , 452.031   , 337.109   , 836.484   , 865.703   , 0.585939  , 0.625002  , 0.527345  , 0.644533  , 32.6484   , 72.1406   , 73.2891   , 22.7813   , 280       , 15.75     , 15.75     , 2.31734   , 31.5      , 8.6875    , 0.408264  , 1.56863   , 0         , -12       , 15.7929   , 35.0037   , 5.72205   
   34.250, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.73523   , 99.2188   , 0         , 9.33334   , 960       , 820       , 836.406   , 453.906   , 340.938   , 836.484   , 865.703   , 0.585939  , 0.625002  , 0.527345  , 0.644533  , 32.7656   , 72.1406   , 73.2891   , 23.0625   , 280       , 15.75     , 15.75     , 2.28534   , 31.5      , 8.46875   , 0.407593  , 1.56863   , 0         , -11.25    , 15.8188   , 34.99     , 6.03028   
   34.300, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.72608   , 99.2188   , 0         , 9.25001   , 960       , 820       , 836.406   , 454.141   , 339.297   , 836.484   , 865.703   , 0.566408  , 0.60547   , 0.546876  , 0.664064  , 32.7422   , 72.1406   , 73.2891   , 22.875    , 280       , 15.75     , 15.75     , 2.28534   , 31.5      , 8.35938   , 0.406311  , 1.56863   , 0         , -11.25    , 15.799    , 34.9152   , 6.26526   
   34.350, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.71998   , 99.2188   , 0         , 8.94445   , 960       , 820       , 836.406   , 453.281   , 342.578   , 836.484   , 862.344   , 0.566408  , 0.60547   , 0.546876  , 0.664064  , 32.625    , 72.1406   , 73.2891   , 23.0859   , 280       , 15.75     , 15.75     , 2.25334   , 31.5      , 8.15625   , 0.409546  , 1.56863   , 0         , -12       , 15.7532   , 34.8923   , 5.82886   
   34.400, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.6742    , 99.2188   , 0         , 9.25001   , 960       , 820       , 836.406   , 452.422   , 339.922   , 836.484   , 865.547   , 0.585939  , 0.625002  , 0.566408  , 0.664064  , 32.5547   , 72.1406   , 73.2891   , 22.875    , 280       , 15.75     , 15.75     , 2.25334   , 31.5      , 8.03125   , 0.407288  , 1.56863   , 0         , -12       , 15.7089   , 34.8786   , 5.86853   
   34.450, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.61927   , 99.2188   , 0         , 9.25001   , 960       , 820       , 836.406   , 452.031   , 336.563   , 836.484   , 865.625   , 0.585939  , 0.625002  , 0.566408  , 0.664064  , 32.625    , 72.1406   , 73.2891   , 22.5938   , 280       , 15.75     , 15.75     , 2.32534   , 31.5      , 7.83594   , 0.402344  , 1.56863   , 0         , -12.75    , 15.6693   , 34.8847   , 5.66407   
   34.500, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.62537   , 99.2188   , 0         , 8.94445   , 920       , 820       , 836.406   , 454.375   , 337.5     , 836.484   , 863.516   , 0.60547   , 0.625002  , 0.566408  , 0.644533  , 32.6719   , 72.1406   , 73.2891   , 22.5938   , 280       , 15.75     , 15.75     , 2.30134   , 31.5      , 7.67969   , 0.402832  , 1.56863   , 0         , -12       , 15.741    , 34.8328   , 5.91126   
