TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
   14.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.24488   , 99.2188   , 0         , 9.05556   , 880       , 820       , 836.172   , 481.641   , 362.188   , 836.484   , 861.328   , 0.644533  , 0.859377  , 0.527345  , 0.761721  , 34.4297   , 72.1406   , 73.2891   , 24.0703   , 240       , 16.5      , 16.5      , 2.44534   , 27        , 1.59375   , 0.433106  , 1.56863   , 0         , -10.5     , 16.481    , 34.314    , 7.20521   
   14.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.22352   , 99.2188   , 0         , 9.22223   , 880       , 820       , 836.172   , 484.453   , 363.438   , 836.484   , 860.234   , 0.644533  , 0.859377  , 0.527345  , 0.761721  , 34.7344   , 72.1406   , 73.2891   , 24.2344   , 240       , 16.5      , 16.5      , 2.54134   , 27        , 1.64063   , 0.432923  , 1.56863   , 0         , -11.25    , 16.5772   , 34.3659   , 7.10755   
   14.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.14722   , 99.2188   , 0         , 8.77778   , 880       , 820       , 836.172   , 482.422   , 358.75    , 836.484   , 858.672   , 0.664064  , 0.820315  , 0.546876  , 0.761721  , 34.5469   , 72.1406   , 73.2891   , 23.8359   , 240       , 16.5      , 16.5      , 2.42134   , 27        , 1.71094   , 0.429383  , 1.56863   , 0         , -11.25    , 16.597    , 34.3811   , 6.9397    
   14.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.06482   , 99.2188   , 0         , 8.75001   , 880       , 820       , 836.172   , 480.156   , 356.641   , 836.484   , 861.25    , 0.664064  , 0.820315  , 0.546876  , 0.761721  , 34.3828   , 72.1406   , 73.2891   , 23.6719   , 240       , 16.5      , 16.5      , 2.42134   , 27        , 1.74219   , 0.428101  , 1.56863   , 0         , -11.25    , 16.5085   , 34.4025   , 6.8573    
   14.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.15027   , 99.2188   , 0         , 9.27779   , 880       , 820       , 836.172   , 483.672   , 359.375   , 836.484   , 860.938   , 0.644533  , 0.820315  , 0.546876  , 0.742189  , 34.6641   , 72.1406   , 73.2891   , 23.8828   , 240       , 16.5      , 16.5      , 2.536     , 27        , 1.77344   , 0.429749  , 1.56863   , 0         , -9.75     , 16.5375   , 34.3582   , 7.43104   
   14.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.12586   , 99.2188   , 0         , 8.75001   , 880       , 820       , 836.172   , 481.094   , 359.453   , 836.484   , 861.328   , 0.644533  , 0.820315  , 0.546876  , 0.742189  , 34.3594   , 72.1406   , 73.2891   , 23.8125   , 240       , 16.5      , 16.5      , 2.408     , 27        , 1.79688   , 0.433411  , 1.56863   , 0         , -11.25    , 16.5436   , 34.2911   , 6.90308   
   14.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.99158   , 99.2188   , 0         , 8.36112   , 880       , 820       , 836.25    , 477.656   , 354.453   , 836.484   , 859.609   , 0.644533  , 0.859377  , 0.527345  , 0.761721  , 34.1719   , 72.1406   , 73.2891   , 23.5078   , 240       , 16.5      , 16.5      , 2.38667   , 27        , 1.8125    , 0.423889  , 1.17647   , 0         , -11.25    , 16.3803   , 34.4101   , 6.62537   
   14.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.03736   , 99.2188   , 0         , 8.83334   , 880       , 820       , 836.25    , 474.141   , 355.391   , 836.484   , 861.25    , 0.644533  , 0.859377  , 0.527345  , 0.761721  , 33.8906   , 72.1406   , 73.2891   , 23.625    , 240       , 16.5      , 16.5      , 2.39734   , 27        , 1.89063   , 0.423645  , 1.17647   , 0         , -11.25    , 16.2354   , 34.4391   , 6.80237   
   14.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.94581   , 99.2188   , 0         , 8.80556   , 880       , 820       , 836.25    , 471.641   , 353.047   , 836.484   , 860.234   , 0.625002  , 0.859377  , 0.507814  , 0.742189  , 33.7031   , 72.1406   , 73.2891   , 23.4375   , 240       , 16.5      , 16.5      , 2.35467   , 27        , 2.05469   , 0.422119  , 1.56863   , 0         , -10.5     , 16.1392   , 34.4467   , 6.92139   
   14.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.15333   , 99.2188   , 0         , 8.91667   , 880       , 820       , 836.25    , 474.063   , 359.375   , 836.484   , 861.328   , 0.625002  , 0.859377  , 0.507814  , 0.742189  , 33.8203   , 72.1406   , 73.2891   , 23.8828   , 240       , 16.5      , 16.5      , 2.35734   , 27        , 2.14063   , 0.427491  , 1.56863   , 0         , -10.5     , 16.1682   , 34.3659   , 7.10755   
   14.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.17469   , 99.2188   , 0         , 8.97223   , 880       , 820       , 836.25    , 475.469   , 359.844   , 836.484   , 861.328   , 0.60547   , 0.89844   , 0.527345  , 0.742189  , 33.9609   , 72.1406   , 73.2891   , 23.9297   , 240       , 16.5      , 16.5      , 2.36534   , 27        , 2.23438   , 0.430298  , 1.56863   , 0         , -10.5     , 16.2628   , 34.3659   , 7.2815    
   14.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.016     , 99.2188   , 0         , 8.55556   , 880       , 820       , 836.25    , 474.844   , 356.953   , 836.484   , 861.094   , 0.60547   , 0.89844   , 0.527345  , 0.742189  , 33.8906   , 72.1406   , 73.2891   , 23.6719   , 240       , 16.5      , 16.5      , 2.36267   , 27        , 2.28906   , 0.429077  , 1.56863   , 0         , -10.5     , 16.2338   , 34.3354   , 6.90613   
   14.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.03126   , 99.2188   , 0         , 9.02778   , 880       , 820       , 836.172   , 474.531   , 355.859   , 835.234   , 859.219   , 0.585939  , 0.89844   , 0.527345  , 0.722658  , 33.8906   , 72.1406   , 73.2891   , 23.6016   , 240       , 16.5      , 16.5      , 2.40534   , 27        , 2.34375   , 0.425537  , 1.56863   , 0         , -10.5     , 16.1926   , 34.3811   , 6.90003   
   14.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.91529   , 99.2188   , 0         , 8.83334   , 880       , 820       , 836.172   , 476.328   , 353.125   , 835.234   , 857.578   , 0.585939  , 0.89844   , 0.527345  , 0.722658  , 34.0313   , 72.1406   , 73.2891   , 23.3672   , 240       , 16.5      , 16.5      , 2.4       , 27        , 2.375     , 0.424927  , 1.56863   , 0         , -11.25    , 16.2888   , 34.3872   , 6.70777   
   15.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.97632   , 99.2188   , 0         , 8.86112   , 880       , 820       , 836.172   , 475.313   , 354.531   , 836.484   , 859.063   , 0.585939  , 0.859377  , 0.527345  , 0.703127  , 33.9609   , 72.1406   , 73.2891   , 23.5078   , 240       , 16.5      , 16.5      , 2.36267   , 27        , 2.39844   , 0.42395   , 1.56863   , 0         , -9.75     , 16.2628   , 34.4025   , 7.08313   
   15.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.14417   , 99.2188   , 0         , 8.72223   , 880       , 820       , 836.172   , 475.469   , 359.297   , 836.484   , 860.703   , 0.585939  , 0.859377  , 0.527345  , 0.703127  , 33.9375   , 72.1406   , 73.2891   , 23.8594   , 240       , 16.5      , 16.5      , 2.37334   , 27        , 2.39063   , 0.427063  , 1.56863   , 0         , -10.5     , 16.2521   , 34.3354   , 7.36085   
   15.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.17164   , 99.2188   , 0         , 8.83334   , 880       , 820       , 836.172   , 476.719   , 361.484   , 836.484   , 860.234   , 0.60547   , 0.820315  , 0.546876  , 0.722658  , 33.9844   , 72.1406   , 73.2891   , 23.9766   , 240       , 16.5      , 16.5      , 2.44267   , 27        , 2.39063   , 0.431336  , 1.56863   , 0         , -9.75     , 16.2537   , 34.2835   , 7.42188   
   15.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.1106    , 99.2188   , 0         , 8.8889    , 840       , 820       , 836.172   , 478.359   , 360.703   , 836.484   , 861.172   , 0.60547   , 0.820315  , 0.546876  , 0.722658  , 34.1484   , 72.1406   , 73.2891   , 23.9531   , 240       , 16.5      , 16.5      , 2.45867   , 27        , 2.39063   , 0.431092  , 1.56863   , 0         , -9.75     , 16.333    , 34.3277   , 7.58362   
   15.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.2876    , 99.2188   , 0         , 9.16667   , 840       , 820       , 836.172   , 482.188   , 365.625   , 835.234   , 861.328   , 0.60547   , 0.859377  , 0.546876  , 0.722658  , 34.4297   , 72.1406   , 73.2891   , 24.3047   , 240       , 16.5      , 16.5      , 2.52534   , 27        , 2.39063   , 0.436219  , 1.56863   , 0         , -9        , 16.4627   , 34.2545   , 7.79114   
   15.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.26624   , 99.2188   , 0         , 9.08334   , 880       , 820       , 836.172   , 484.688   , 364.063   , 835.234   , 861.094   , 0.60547   , 0.859377  , 0.546876  , 0.722658  , 34.6641   , 72.1406   , 73.2891   , 24.1875   , 240       , 16.5      , 16.5      , 2.56      , 27        , 2.38281   , 0.435364  , 1.56863   , 0         , -10.5     , 16.565    , 34.2621   , 7.44935   
   15.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.1991    , 99.2188   , 0         , 9.00001   , 880       , 820       , 836.172   , 485.469   , 361.172   , 836.484   , 861.328   , 0.625002  , 0.859377  , 0.527345  , 0.742189  , 34.7578   , 72.1406   , 73.2891   , 23.9766   , 240       , 16.5      , 16.5      , 2.496     , 27        , 2.38281   , 0.431519  , 1.56863   , 0         , -11.25    , 16.6641   , 34.314    , 7.08313   
   15.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.21436   , 99.2188   , 0         , 8.86112   , 880       , 820       , 836.172   , 484.219   , 361.172   , 836.484   , 860.781   , 0.625002  , 0.859377  , 0.527345  , 0.742189  , 34.6406   , 72.1406   , 73.2891   , 23.9766   , 240       , 16.5      , 16.5      , 2.456     , 27        , 2.38281   , 0.432556  , 1.56863   , 0         , -12       , 16.6474   , 34.2987   , 6.92444   
   15.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.95191   , 99.2188   , 0         , 8.72223   , 880       , 820       , 836.172   , 481.172   , 353.281   , 835.234   , 860.781   , 0.625002  , 0.937502  , 0.546876  , 0.761721  , 34.5      , 72.1406   , 73.2891   , 23.4375   , 240       , 16.5      , 16.5      , 2.408     , 27        , 2.38281   , 0.423706  , 1.56863   , 0         , -12       , 16.565    , 34.433    , 6.56739   
   15.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.1167    , 99.2188   , 0         , 8.83334   , 880       , 820       , 836.172   , 478.516   , 357.891   , 835.234   , 861.328   , 0.625002  , 0.937502  , 0.546876  , 0.761721  , 34.2422   , 72.1406   , 73.2891   , 23.7891   , 240       , 16.5      , 16.5      , 2.43467   , 27        , 2.38281   , 0.427979  , 1.56863   , 0         , -9.75     , 16.4566   , 34.343    , 7.22962   
   15.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.06177   , 99.2188   , 0         , 8.77778   , 880       , 820       , 836.172   , 477.109   , 356.719   , 835.234   , 860.234   , 0.644533  , 0.937502  , 0.566408  , 0.742189  , 34.1016   , 72.1406   , 73.2891   , 23.6719   , 240       , 16.5      , 16.5      , 2.432     , 27        , 2.29688   , 0.428467  , 1.56863   , 0         , -11.25    , 16.3635   , 34.3354   , 6.83899   
   15.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.93055   , 99.2188   , 0         , 8.75001   , 880       , 820       , 836.094   , 476.797   , 352.5     , 835.234   , 860.469   , 0.644533  , 0.937502  , 0.566408  , 0.742189  , 34.1484   , 72.1406   , 73.2891   , 23.3906   , 240       , 16.5      , 16.5      , 2.41067   , 27        , 2.19531   , 0.42157   , 1.56863   , 0         , -11.25    , 16.3712   , 34.4467   , 6.72303   
   15.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.1045    , 99.2188   , 0         , 8.97223   , 880       , 820       , 836.094   , 476.406   , 357.813   , 836.484   , 861.328   , 0.664064  , 0.976565  , 0.566408  , 0.742189  , 34.0547   , 72.1406   , 73.2891   , 23.7891   , 240       , 16.5      , 16.5      , 2.384     , 27        , 2.14063   , 0.425049  , 1.56863   , 0         , -9.75     , 16.3056   , 34.3949   , 7.13501   
   15.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.03126   , 99.2188   , 0         , 8.55556   , 880       , 820       , 836.094   , 472.969   , 356.484   , 836.484   , 861.094   , 0.664064  , 0.976565  , 0.566408  , 0.742189  , 33.7266   , 72.1406   , 73.2891   , 23.625    , 240       , 16.5      , 16.5      , 2.376     , 27        , 2.07813   , 0.426331  , 1.56863   , 0         , -10.5     , 16.2232   , 34.3735   , 7.00074   
   15.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.16248   , 99.2188   , 0         , 8.52778   , 880       , 820       , 836.094   , 472.422   , 360.547   , 836.484   , 859.219   , 0.644533  , 0.976565  , 0.546876  , 0.722658  , 33.6094   , 72.1406   , 73.2891   , 23.9063   , 240       , 16.5      , 16.5      , 2.376     , 27        , 2.04688   , 0.427918  , 1.56863   , 0         , -9.75     , 16.1163   , 34.3659   , 7.18384   
   15.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.12586   , 99.2188   , 0         , 8.97223   , 880       , 820       , 836.172   , 472.891   , 359.063   , 836.484   , 861.25    , 0.644533  , 0.976565  , 0.546876  , 0.722658  , 33.6797   , 72.1406   , 73.2891   , 23.8125   , 240       , 16.5      , 16.5      , 2.37867   , 27        , 2.01563   , 0.429749  , 1.56863   , 0         , -9.75     , 16.1331   , 34.3216   , 7.1167    
   15.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.99769   , 99.2188   , 0         , 9.08334   , 880       , 820       , 836.172   , 476.25    , 355.547   , 836.484   , 861.328   , 0.644533  , 0.937502  , 0.566408  , 0.703127  , 34.0078   , 72.1406   , 73.2891   , 23.5547   , 240       , 16.5      , 16.5      , 2.42134   , 27        , 1.99219   , 0.426758  , 1.56863   , 0         , -10.5     , 16.3223   , 34.3582   , 6.88782   
   15.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.1045    , 99.2188   , 0         , 8.52778   , 880       , 820       , 836.172   , 477.813   , 358.438   , 836.484   , 859.609   , 0.644533  , 0.937502  , 0.566408  , 0.703127  , 34.125    , 72.1406   , 73.2891   , 23.7656   , 240       , 16.5      , 16.5      , 2.376     , 27        , 1.96875   , 0.42865   , 1.56863   , 0         , -9.75     , 16.4078   , 34.3277   , 7.29371   
   15.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.09229   , 99.2188   , 0         , 8.91667   , 880       , 820       , 836.172   , 478.125   , 358.125   , 836.484   , 859.141   , 0.644533  , 0.976565  , 0.546876  , 0.683596  , 34.1484   , 72.1406   , 73.2891   , 23.7422   , 240       , 16.5      , 16.5      , 2.49067   , 27        , 1.96094   , 0.4292    , 1.56863   , 0         , -10.5     , 16.3086   , 34.314    , 7.35779   
   15.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.07703   , 99.2188   , 0         , 8.8889    , 840       , 820       , 836.172   , 478.984   , 358.281   , 836.484   , 861.25    , 0.644533  , 0.976565  , 0.546876  , 0.683596  , 34.2422   , 72.1406   , 73.2891   , 23.7656   , 240       , 16.5      , 16.5      , 2.48      , 27        , 1.94531   , 0.427796  , 1.56863   , 0         , -9        , 16.3712   , 34.3506   , 7.67212   
   16.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.27234   , 99.2188   , 0         , 8.72223   , 840       , 820       , 836.172   , 479.453   , 365.078   , 835.234   , 860.234   , 0.625002  , 0.976565  , 0.546876  , 0.683596  , 34.1953   , 72.1406   , 73.2891   , 24.2578   , 240       , 16.5      , 16.5      , 2.448     , 27        , 1.90625   , 0.435364  , 1.56863   , 0         , -9.75     , 16.3849   , 34.2545   , 7.6355    
   16.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.17469   , 99.2188   , 0         , 8.36112   , 880       , 820       , 836.094   , 475.078   , 360.703   , 835.234   , 861.328   , 0.625002  , 0.976565  , 0.546876  , 0.683596  , 33.8672   , 72.1406   , 73.2891   , 23.9531   , 240       , 16.5      , 16.5      , 2.34667   , 27        , 1.85938   , 0.431397  , 1.56863   , 0         , -9.75     , 16.2079   , 34.3216   , 7.52564   
   16.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.08619   , 99.2188   , 0         , 8.83334   , 880       , 820       , 836.094   , 473.828   , 357.656   , 836.484   , 860.781   , 0.644533  , 0.976565  , 0.566408  , 0.703127  , 33.7969   , 72.1406   , 73.2891   , 23.7188   , 240       , 16.5      , 16.5      , 2.34667   , 27        , 1.83594   , 0.429077  , 1.56863   , 0         , -9.75     , 16.185    , 34.3506   , 7.1991    
   16.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.32422   , 99.2188   , 0         , 8.91667   , 880       , 820       , 836.094   , 477.109   , 365.391   , 836.484   , 859.219   , 0.644533  , 0.976565  , 0.566408  , 0.703127  , 33.9609   , 72.1406   , 73.2891   , 24.2578   , 240       , 16.5      , 16.5      , 2.41067   , 27        , 1.8125    , 0.437012  , 1.56863   , 0         , -9.75     , 16.2369   , 34.3354   , 7.55921   
   16.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.16553   , 99.2188   , 0         , 8.55556   , 880       , 820       , 836.094   , 476.484   , 359.922   , 836.484   , 860.469   , 0.644533  , 1.01563   , 0.546876  , 0.683596  , 34.0078   , 72.1406   , 73.2891   , 23.9063   , 240       , 16.5      , 16.5      , 2.36267   , 27        , 1.79688   , 0.432068  , 1.56863   , 0         , -10.5     , 16.3132   , 34.343    , 7.22962   
   16.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.22657   , 99.2188   , 0         , 8.86112   , 880       , 820       , 836.172   , 476.328   , 361.953   , 836.484   , 858.906   , 0.644533  , 1.01563   , 0.546876  , 0.683596  , 33.9609   , 72.1406   , 73.2891   , 24.0469   , 240       , 16.5      , 16.5      , 2.39467   , 27        , 1.78125   , 0.432862  , 1.56863   , 0         , -9.75     , 16.2552   , 34.3064   , 7.45545   
   16.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.40662   , 99.2188   , 0         , 8.61112   , 840       , 820       , 836.172   , 476.328   , 369.219   , 836.484   , 859.141   , 0.625002  , 0.976565  , 0.527345  , 0.703127  , 33.9375   , 72.1406   , 73.2891   , 24.6328   , 240       , 16.5      , 16.5      , 2.4       , 27        , 1.76563   , 0.436035  , 1.56863   , 0         , -8.25     , 16.2354   , 34.2697   , 8.12989   
   16.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.32422   , 99.2188   , 0         , 9.00001   , 840       , 820       , 836.172   , 480.313   , 364.766   , 836.484   , 859.141   , 0.625002  , 0.976565  , 0.527345  , 0.703127  , 34.2891   , 72.1406   , 73.2891   , 24.2578   , 240       , 16.5      , 16.5      , 2.57067   , 27        , 1.75781   , 0.436219  , 1.56863   , 0         , -9.75     , 16.3406   , 34.2163   , 7.67518   
   16.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.33338   , 99.2188   , 0         , 8.75001   , 840       , 820       , 836.172   , 481.406   , 365       , 836.484   , 858.984   , 0.644533  , 1.01563   , 0.527345  , 0.703127  , 34.3828   , 72.1406   , 73.2891   , 24.2813   , 240       , 16.5      , 16.5      , 2.49867   , 27        , 1.78125   , 0.436463  , 1.56863   , 0         , -9        , 16.4749   , 34.2835   , 7.8827    
   16.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.35169   , 99.2188   , 0         , 8.83334   , 840       , 820       , 836.172   , 481.172   , 365.313   , 836.484   , 861.094   , 0.644533  , 1.01563   , 0.527345  , 0.703127  , 34.3594   , 72.1406   , 73.2891   , 24.3047   , 240       , 16.5      , 16.5      , 2.45334   , 27        , 1.85156   , 0.436829  , 1.56863   , 0         , -9.75     , 16.4749   , 34.2835   , 7.67212   
   16.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.29676   , 99.2188   , 0         , 8.75001   , 880       , 820       , 836.172   , 480.391   , 362.813   , 836.484   , 859.844   , 0.644533  , 1.01563   , 0.507814  , 0.722658  , 34.3828   , 72.1406   , 73.2891   , 24.1875   , 240       , 16.5      , 16.5      , 2.48      , 27        , 1.88281   , 0.431275  , 1.56863   , 0         , -9.75     , 16.4856   , 34.3735   , 7.37916   
   16.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.23572   , 99.2188   , 0         , 8.41667   , 880       , 820       , 836.172   , 475.859   , 361.875   , 836.484   , 859.688   , 0.644533  , 1.01563   , 0.507814  , 0.722658  , 33.9375   , 72.1406   , 73.2891   , 24.0469   , 240       , 16.5      , 16.5      , 2.392     , 27        , 1.92188   , 0.43274   , 1.56863   , 0         , -10.5     , 16.3483   , 34.3582   , 7.22046   
   16.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.20826   , 99.2188   , 0         , 8.66667   , 880       , 820       , 836.172   , 474.609   , 360.234   , 836.484   , 860.625   , 0.625002  , 1.05469   , 0.527345  , 0.703127  , 33.8906   , 72.1406   , 73.2891   , 23.9766   , 240       , 16.5      , 16.5      , 2.40267   , 27        , 1.9375    , 0.431458  , 1.56863   , 0         , -9.75     , 16.2277   , 34.3582   , 7.24488   
   16.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.34864   , 99.2188   , 0         , 8.72223   , 880       , 820       , 836.172   , 474.766   , 364.922   , 836.484   , 860.234   , 0.625002  , 1.05469   , 0.527345  , 0.703127  , 33.8203   , 72.1406   , 73.2891   , 24.2813   , 240       , 16.5      , 16.5      , 2.4       , 27        , 1.96094   , 0.436402  , 1.56863   , 0         , -9.75     , 16.2232   , 34.2911   , 7.37      
   16.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.48597   , 99.2188   , 0         , 8.94445   , 840       , 820       , 836.172   , 477.734   , 369.141   , 836.484   , 861.328   , 0.644533  , 1.09375   , 0.507814  , 0.703127  , 34.0078   , 72.1406   , 73.2891   , 24.5859   , 240       , 16.5      , 16.5      , 2.48      , 27        , 1.97656   , 0.440491  , 1.56863   , 0         , -8.25     , 16.2796   , 34.2316   , 8.05359   
   16.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.53174   , 99.2188   , 0         , 9.22223   , 880       , 820       , 836.172   , 483.203   , 373.203   , 836.484   , 858.594   , 0.644533  , 1.09375   , 0.507814  , 0.703127  , 34.4766   , 72.1406   , 73.2891   , 24.9141   , 240       , 16.5      , 16.5      , 2.55467   , 27        , 2.14844   , 0.446289  , 1.56863   , 0         , -9.75     , 16.5268   , 34.2163   , 7.73011   
   16.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.47376   , 99.2188   , 0         , 8.77778   , 840       , 820       , 836.172   , 483.984   , 369.063   , 836.484   , 861.25    , 0.625002  , 1.13282   , 0.507814  , 0.683596  , 34.5938   , 72.1406   , 73.2891   , 24.6094   , 240       , 16.5      , 16.5      , 2.47734   , 27        , 2.24219   , 0.440064  , 1.56863   , 0         , -8.25     , 16.5604   , 34.2697   , 8.3252    
   16.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.46766   , 99.2188   , 0         , 8.77778   , 840       , 820       , 836.172   , 484.063   , 367.969   , 836.484   , 859.766   , 0.625002  , 1.13282   , 0.507814  , 0.683596  , 34.5938   , 72.1406   , 73.2891   , 24.5391   , 240       , 16.5      , 16.5      , 2.46934   , 27        , 2.3125    , 0.446106  , 1.56863   , 0         , -9        , 16.5665   , 34.2102   , 7.90101   
   16.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.32117   , 99.2188   , 0         , 8.86112   , 880       , 820       , 836.172   , 482.344   , 362.891   , 836.484   , 859.141   , 0.625002  , 1.13282   , 0.507814  , 0.683596  , 34.5703   , 72.1406   , 73.2891   , 24.2109   , 240       , 16.5      , 16.5      , 2.49334   , 27        , 2.39844   , 0.435547  , 1.56863   , 0         , -9.75     , 16.5009   , 34.3811   , 7.40357   
   16.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.27234   , 99.2188   , 0         , 8.69445   , 880       , 820       , 836.172   , 480.234   , 361.563   , 836.484   , 861.016   , 0.625002  , 1.13282   , 0.527345  , 0.703127  , 34.4063   , 72.1406   , 73.2891   , 24.1172   , 240       , 16.5      , 16.5      , 2.44534   , 27        , 2.44531   , 0.435547  , 1.56863   , 0         , -9.75     , 16.5512   , 34.4025   , 7.43104   
   17.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.39747   , 99.2188   , 0         , 8.61112   , 880       , 820       , 836.172   , 477.891   , 365.547   , 836.484   , 858.906   , 0.625002  , 1.13282   , 0.527345  , 0.703127  , 34.125    , 72.1406   , 73.2891   , 24.375    , 240       , 16.5      , 16.5      , 2.42134   , 27        , 2.54688   , 0.435913  , 1.56863   , 0         , -9.75     , 16.3544   , 34.3277   , 7.48902   
