TimeStamp, dwkrz_1   , dwkrz_2   , dwkrz_3   , dwkrz_4   , dwkrz_5   , dwkrz_6   , fho       , flg_m     , fr_w      , fra_w     , frm_w     , fzabg_w_1 , fzabg_w_2 , fzabg_w_3 , fzabgs_w  , gangi     , lamsbg_w  , ldtvm     , mifa_w    , migs_w    , misol_w   , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , nsol      , plsol     , plsol_w   , plsolr_w  , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkat_w    , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rkrn_w_4  , rkrn_w_5  , rkrn_w_6  , rl        , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm_w   , tans      , tanslin   , ti_b1     , tmot      , tmotlin   , udkp1_w   , udkp2_w   , uhfm_w    , upwg1_w   , upwg2_w   , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wkrdya_1  , wkrdya_2  , wkrdya_3  , wkrdya_4  , wkrmdy_w  , wkrmstat_w, wped_w    , wub       , zwout     , B_bl      , B_br      , B_kuppl   , B_lr      , mibas_w   , mimax_w   
  sec.ms , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , -         ,           , -         , -         , -         , #         , #         , #         , #         , gear      , -         , , , , , , , g/s       , g/s       , rpm       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , , V         , V         , V         , V         , V         , V         , , , , , , °C        , °C        , °C        , ms        , °C        , °C        , V         , V         , V         , V         , V         , km/h      , -         , -         , DK      , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , PED     , V         , °KW       ,           ,           ,           ,           ,           , 
"TIME","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","IgnitionRetardCyl6","IgnitionRetardCyl4","IgnitionRetardCyl0","AltitudeCorrectionFactor","","LambdaControl","AdaptationPartial","LambdaControlAvg","CountMisfireCyl5","CountMisfireCyl3","CountMisfireCyl2","CountMisfireTotal","SelectedGear","AirFuelRatioDesired","WastegateDutyCycle","TorqueDesired","","","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","RequestedEngineIdlingSpeed","BoostPressureDesired","BoostPressureDesired","","","","BaroPressure","","BoostPressureActual","AdaptationIdle","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","KnockVoltageCyl6","KnockVoltageCyl4","KnockVoltageCyl0","EngineLoad_8","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","CoolantTemperature","ThrottlePlateSensorG187","ThrottlePlateSensorG188","MAFSensorVoltage","AccelPedalSensorG79","AccelPedalSensorG185","VehicleSpeed","","","ThrottlePlateAngle","AdaptedIgnitionAngleDynRange2","AdaptedIgnitionAngleDynRange3","AdaptedIgnitionAngleDynRange4","AdaptedIgnitionAngleDynRange5","","","AccelPedalPosition","BatteryVoltage","IgnitionTimingAngleOverall","CondBrakeLightSwitch","CondBrakePedalSwitch","CondClutchPedalSwitch","","","TorqueLimit"
    0.900, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.795197  , 0.99997   , 0.825196  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.2743    , 99.9985   , 9.2743    , 99.2188   , 0         , 8.02778   , 15.2222   , 1080      , 1130      , 820       , 827.188   , 0         , 578.281   , 375.703   , 827.813   , 1009.45   , 870.156   , 0         , 0.644533  , 0.468751  , 0.566408  , 0.585939  , 0.878909  , 0         , 45        , 45.6563   , 104.883   , 103.711   , 27.7031   , 217.949   , 30.75     , 30.75     , 2.42934   , 36        , 37.5      , 0.835848  , 4.17435   , 0.947265  , 0.732421  , 0.366211  , 0         , 0.454529  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -11.25    , 0         , 0         , 0         , 1         , 22.7722   , 44.9204   
    0.950, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.794129  , 0.99997   , 0.824128  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.34144   , 99.9985   , 9.34144   , 99.2188   , 0         , 7.97223   , 15.6667   , 1080      , 1130      , 820       , 827.188   , 0         , 581.563   , 376.25    , 827.813   , 1009.38   , 870.078   , 0         , 0.625002  , 0.44922   , 0.566408  , 0.60547   , 0.859377  , 0         , 45.75     , 46.0078   , 104.883   , 103.711   , 27.75     , 217.949   , 30.75     , 30.75     , 2.53334   , 36        , 37.5      , 0.835848  , 4.17435   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.460205  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -11.25    , 0         , 0         , 0         , 1         , 22.9706   , 44.9051   
    1.000, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.793061  , 0.99997   , 0.82306   , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.50013   , 99.9985   , 9.50013   , 99.2188   , 0         , 7.97223   , 15.7222   , 1080      , 1130      , 820       , 827.188   , 0         , 587.5     , 388.359   , 827.813   , 1009.45   , 870.156   , 0         , 0.625002  , 0.44922   , 0.566408  , 0.60547   , 0.859377  , 0         , 45.75     , 46.4766   , 104.859   , 103.664   , 28.7813   , 217.949   , 30.75     , 30.75     , 2.51734   , 36        , 37.5      , 0.835848  , 4.17435   , 0.942382  , 0.732421  , 0.366211  , 0         , 0.469178  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -11.25    , 0         , 0         , 0         , 1         , 23.1949   , 44.8319   
    1.050, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.791993  , 0.99997   , 0.821992  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.39332   , 99.9985   , 9.39332   , 99.2188   , 0         , 7.91667   , 15.6389   , 1080      , 1130      , 820       , 827.266   , 0         , 585.234   , 376.953   , 827.813   , 1010.55   , 871.094   , 0         , 0.60547   , 0.429689  , 0.546876  , 0.625002  , 0.839846  , 0         , 45.75     , 46.3828   , 104.883   , 103.734   , 27.8438   , 217.949   , 30.75     , 30.75     , 2.504     , 36        , 37.5      , 0.835848  , 4.17435   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.457337  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -11.25    , 0         , 0         , 0         , 1         , 23.0728   , 44.9372   
    1.100, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.790925  , 0.99997   , 0.820923  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.39637   , 99.9985   , 9.39637   , 99.2188   , 0         , 7.91667   , 15.5833   , 1080      , 1130      , 820       , 827.266   , 0         , 584.688   , 376.875   , 827.813   , 1010.16   , 870.781   , 0         , 0.60547   , 0.429689  , 0.546876  , 0.625002  , 0.839846  , 0         , 45.75     , 46.3359   , 104.883   , 103.734   , 27.8438   , 220.702   , 30.75     , 30.75     , 2.47467   , 36        , 37.5      , 0.835848  , 4.17924   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.455628  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.1064   , 44.9417   
    1.150, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 18        , 0.789857  , 0.99997   , 0.819855  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.4513    , 99.9985   , 9.4513    , 99.2188   , 0         , 7.97223   , 15.3333   , 1080      , 1130      , 820       , 827.266   , 0         , 584.766   , 378.359   , 827.813   , 1009.14   , 869.922   , 0         , 0.60547   , 0.44922   , 0.566408  , 0.60547   , 0.859377  , 0         , 45.75     , 46.3359   , 104.883   , 103.734   , 27.9609   , 220.702   , 30.75     , 30.75     , 2.456     , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.942382  , 0.732421  , 0.366211  , 0         , 0.456482  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.1384   , 44.9417   
    1.200, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.788788  , 0.99997   , 0.818787  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.48487   , 99.9985   , 9.48487   , 99.2188   , 0         , 7.91667   , 15.8056   , 1080      , 1130      , 820       , 827.266   , 0         , 585.156   , 379.453   , 827.813   , 1009.77   , 870.469   , 0         , 0.60547   , 0.44922   , 0.566408  , 0.60547   , 0.859377  , 0         , 45.75     , 46.3594   , 104.883   , 103.734   , 28.0547   , 220.702   , 30.75     , 30.75     , 2.52      , 36.75     , 37.5      , 0.835848  , 4.17924   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.458252  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -10.5     , 0         , 0         , 0         , 1         , 23.1339   , 44.9158   
    1.250, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 18        , 0.78772   , 0.99997   , 0.817719  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.55811   , 99.9985   , 9.55811   , 99.2188   , 0         , 7.91667   , 15.6111   , 1120      , 1130      , 820       , 827.266   , 0         , 585.625   , 380.859   , 827.813   , 1011.02   , 871.484   , 0         , 0.625002  , 0.468751  , 0.546876  , 0.585939  , 0.878909  , 0         , 45.75     , 46.3828   , 104.883   , 103.711   , 28.1719   , 220.702   , 30.75     , 30.75     , 2.416     , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.947265  , 0.727539  , 0.366211  , 0         , 0.463379  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -12       , 0         , 0         , 0         , 1         , 23.169    , 44.9005   
    1.300, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.786652  , 0.99997   , 0.816651  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.42383   , 99.9985   , 9.42383   , 99.2188   , 0         , 7.86112   , 15.5833   , 1080      , 1130      , 820       , 827.266   , 0         , 585.313   , 377.344   , 827.813   , 1010.47   , 871.016   , 0         , 0.625002  , 0.468751  , 0.546876  , 0.585939  , 0.878909  , 0         , 45.75     , 46.4063   , 104.883   , 103.734   , 27.8906   , 221.874   , 30.75     , 30.75     , 2.44534   , 36.75     , 37.5      , 0.835848  , 4.17924   , 0.952148  , 0.732421  , 0.366211  , 0         , 0.456482  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -12.75    , 0         , 0         , 0         , 1         , 23.172    , 44.9417   
    1.350, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 18        , 0.785584  , 0.99997   , 0.815583  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.46961   , 99.9985   , 9.46961   , 99.2188   , 0         , 7.91667   , 15.75     , 1080      , 1130      , 820       , 827.266   , 0         , 588.047   , 378.984   , 827.813   , 1010.47   , 871.016   , 0         , 0.644533  , 0.44922   , 0.546876  , 0.60547   , 0.89844   , 0         , 46.5      , 46.5938   , 104.883   , 103.711   , 28.0078   , 221.874   , 30.75     , 30.75     , 2.48267   , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.966796  , 0.732421  , 0.366211  , 0         , 0.45636   , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -11.25    , 0         , 0         , 0         , 1         , 23.2681   , 44.9005   
    1.400, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.784516  , 0.99997   , 0.814515  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.6222    , 99.9985   , 9.6222    , 99.2188   , 0         , 7.86112   , 15.6667   , 1080      , 1120      , 820       , 827.266   , 0         , 591.25    , 386.563   , 827.813   , 1011.72   , 872.031   , 0         , 0.644533  , 0.44922   , 0.546876  , 0.60547   , 0.89844   , 0         , 46.5      , 46.8984   , 104.859   , 103.641   , 28.5938   , 221.874   , 30.75     , 30.75     , 2.544     , 36.75     , 37.5      , 0.835848  , 4.17924   , 0.976562  , 0.732421  , 0.366211  , 0         , 0.466004  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.4223   , 44.8166   
    1.450, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.783448  , 0.99997   , 0.813447  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.72291   , 99.9985   , 9.72291   , 99.2188   , 0         , 7.83334   , 15.7778   , 1080      , 1120      , 820       , 827.266   , 0         , 596.328   , 392.969   , 827.813   , 1012.03   , 872.344   , 0         , 0.664064  , 0.429689  , 0.566408  , 0.625002  , 0.878909  , 0         , 46.5      , 47.2266   , 104.859   , 103.641   , 29.1563   , 221.874   , 30.75     , 30.75     , 2.58934   , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.966796  , 0.732421  , 0.366211  , 0         , 0.473572  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -12       , 0         , 0         , 0         , 1         , 23.5901   , 44.7907   
    1.500, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.782349  , 0.99997   , 0.812348  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.62525   , 99.9985   , 9.62525   , 99.2188   , 0         , 7.86112   , 15.6389   , 1080      , 1120      , 820       , 827.266   , 0         , 596.328   , 389.609   , 827.813   , 1013.98   , 874.063   , 0         , 0.664064  , 0.429689  , 0.566408  , 0.625002  , 0.878909  , 0         , 47.25     , 47.25     , 104.859   , 103.664   , 28.875    , 223.066   , 30.75     , 30.75     , 2.50134   , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.471192  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -12       , 0         , 0         , 0         , 1         , 23.6267   , 44.8319   
    1.550, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.781128  , 0.99997   , 0.811127  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.75953   , 99.9985   , 9.75953   , 99.2188   , 0         , 7.91667   , 15.5833   , 1080      , 1120      , 820       , 827.266   , 0         , 596.797   , 395.234   , 826.641   , 1014.14   , 874.141   , 0         , 0.664064  , 0.429689  , 0.585939  , 0.625002  , 0.859377  , 0         , 47.25     , 47.2734   , 104.859   , 103.641   , 29.3438   , 223.066   , 30.75     , 30.75     , 2.512     , 36.75     , 37.5      , 0.835848  , 4.17924   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.469605  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -11.25    , 0         , 0         , 0         , 1         , 23.6221   , 44.7846   
    1.600, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779938  , 0.99997   , 0.809937  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.82972   , 99.9985   , 9.82972   , 99.2188   , 0         , 7.94445   , 15.1667   , 1080      , 1120      , 820       , 827.266   , 0         , 595.859   , 397.656   , 826.641   , 1014.14   , 874.141   , 0         , 0.664064  , 0.429689  , 0.585939  , 0.625002  , 0.859377  , 0         , 46.5      , 47.1797   , 104.859   , 103.617   , 29.5547   , 223.066   , 30.75     , 30.75     , 2.44534   , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.947265  , 0.732421  , 0.366211  , 0         , 0.480591  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -11.25    , 0         , 0         , 0         , 1         , 23.555    , 44.7739   
    1.650, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.90906   , 99.9985   , 9.90906   , 99.2188   , 0         , 8.00001   , 15.25     , 1080      , 1120      , 820       , 827.266   , 0         , 593.438   , 395       , 827.813   , 1014.14   , 874.141   , 0         , 0.644533  , 0.44922   , 0.60547   , 0.644533  , 0.859377  , 0         , 46.5      , 46.9688   , 104.859   , 103.641   , 29.3203   , 223.066   , 30.75     , 30.75     , 2.44534   , 36.75     , 37.5      , 0.835848  , 4.16946   , 0.947265  , 0.732421  , 0.366211  , 0         , 0.482911  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -12       , 0         , 0         , 0         , 1         , 23.4604   , 44.7846   
    1.700, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 9.86634   , 99.9985   , 9.86634   , 99.2188   , 0         , 7.97223   , 15.5      , 1080      , 1120      , 820       , 827.266   , 0         , 594.297   , 389.219   , 827.813   , 1009.69   , 870.313   , 0         , 0.644533  , 0.44922   , 0.60547   , 0.644533  , 0.859377  , 0         , 46.5      , 47.0859   , 104.859   , 103.664   , 28.8516   , 224.218   , 30.75     , 30.75     , 2.46134   , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.947265  , 0.727539  , 0.366211  , 0         , 0.471131  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -11.25    , 0         , 0         , 0         , 1         , 23.4604   , 44.8426   
    1.750, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.1257   , 99.9985   , 10.1257   , 99.2188   , 0         , 7.97223   , 15.6389   , 1040      , 1110      , 820       , 827.266   , 0         , 597.656   , 406.797   , 826.641   , 1009.61   , 870.234   , 0         , 0.664064  , 0.468751  , 0.585939  , 0.664064  , 0.859377  , 0         , 47.25     , 47.2969   , 104.859   , 103.594   , 30.3281   , 224.218   , 30.75     , 30.75     , 2.552     , 36.75     , 37.5      , 0.835848  , 4.17435   , 0.947265  , 0.732421  , 0.366211  , 0         , 0.487061  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -9.75     , 0         , 0         , 0         , 1         , 23.584    , 44.722    
    1.800, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 18        , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.1471   , 99.9985   , 10.1471   , 99.2188   , 0         , 8.00001   , 15.5556   , 1080      , 1110      , 820       , 827.266   , 0         , 597.969   , 400.703   , 826.641   , 1009.77   , 870.469   , 0         , 0.664064  , 0.468751  , 0.585939  , 0.664064  , 0.859377  , 0         , 47.25     , 47.3203   , 104.859   , 103.617   , 29.8125   , 224.218   , 30.75     , 30.75     , 2.46667   , 36.75     , 37.5      , 0.840736  , 4.16946   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.484742  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.6206   , 44.7434   
    1.850, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.2234   , 99.9985   , 10.2234   , 99.2188   , 0         , 8.16667   , 15.3611   , 1080      , 1110      , 820       , 827.266   , 0         , 595.781   , 402.813   , 827.813   , 1011.02   , 871.484   , 0         , 0.644533  , 0.488283  , 0.566408  , 0.664064  , 0.878909  , 0         , 46.5      , 47.1328   , 104.859   , 103.594   , 29.9766   , 224.218   , 30.75     , 30.75     , 2.43467   , 36.75     , 37.5      , 0.845624  , 4.16946   , 0.952148  , 0.732421  , 0.366211  , 0         , 0.484742  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -11.25    , 0         , 0         , 0         , 1         , 23.5214   , 44.7327   
    1.900, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 18        , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.202    , 99.9985   , 10.202    , 99.2188   , 0         , 8.30556   , 15.8611   , 1080      , 1110      , 820       , 827.266   , 0         , 598.125   , 399.453   , 827.813   , 1010.47   , 871.016   , 0         , 0.644533  , 0.488283  , 0.566408  , 0.664064  , 0.878909  , 0         , 47.25     , 47.4141   , 104.883   , 103.664   , 29.7422   , 223.671   , 30.75     , 30.75     , 2.50934   , 36.75     , 37.5      , 0.845624  , 4.16458   , 0.966796  , 0.732421  , 0.366211  , 0         , 0.483704  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.5916   , 44.8166   
    1.950, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.779755  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.2203   , 99.9985   , 10.2203   , 99.2188   , 0         , 8.3889    , 15.8611   , 1080      , 1110      , 820       , 827.266   , 0         , 600.078   , 397.969   , 827.813   , 1012.89   , 873.125   , 0         , 0.664064  , 0.507814  , 0.566408  , 0.664064  , 0.859377  , 0         , 47.25     , 47.5547   , 104.859   , 103.641   , 29.6016   , 223.671   , 30.75     , 30.75     , 2.46134   , 36.75     , 37.5      , 0.845624  , 4.16458   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.480591  , 0.949982  , 3.92157   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.9392   , -12       , 0         , 0         , 0         , 1         , 23.7549   , 44.7907   
    2.000, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.804658  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.3302   , 99.9985   , 10.3302   , 99.2188   , 0         , 8.36112   , 16.0556   , 1040      , 1110      , 820       , 827.266   , 0         , 603.75    , 404.375   , 827.813   , 1013.13   , 873.281   , 0         , 0.664064  , 0.507814  , 0.566408  , 0.664064  , 0.859377  , 0         , 47.25     , 47.8359   , 104.836   , 103.594   , 30.1172   , 223.671   , 30.75     , 30.75     , 2.608     , 36.75     , 37.5      , 0.845624  , 4.16946   , 0.976562  , 0.732421  , 0.366211  , 0         , 0.487732  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -10.5     , 0         , 0         , 0         , 1         , 23.88     , 44.7434   
    2.050, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.805848  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.4584   , 99.9985   , 10.4584   , 99.2188   , 0         , 8.22223   , 16.0833   , 1040      , 1110      , 820       , 827.344   , 0         , 610.547   , 413.359   , 827.813   , 1016.48   , 876.25    , 0         , 0.683596  , 0.527345  , 0.546876  , 0.644533  , 0.878909  , 0         , 48        , 48.3984   , 104.836   , 103.57    , 30.8906   , 223.671   , 30.75     , 30.75     , 2.71734   , 36.75     , 37.5      , 0.845624  , 4.16946   , 0.957031  , 0.732421  , 0.366211  , 0         , 0.496643  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -9.75     , 0         , 0         , 0         , 1         , 24.1104   , 44.7068   
    2.100, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.806946  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.5988   , 99.9985   , 10.5988   , 99.2188   , 0         , 8.30556   , 15.2222   , 1080      , 1110      , 820       , 827.344   , 0         , 606.797   , 419.219   , 827.813   , 1014.45   , 874.453   , 0         , 0.683596  , 0.527345  , 0.546876  , 0.644533  , 0.878909  , 0         , 48        , 48.0938   , 104.859   , 103.594   , 31.4297   , 226.445   , 30.75     , 30.75     , 2.504     , 36.75     , 37.5      , 0.840736  , 4.16458   , 0.9375    , 0.732421  , 0.366211  , 0         , 0.506958  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.7984   , -12       , 0         , 0         , 0         , 1         , 24.1455   , 44.7266   
    2.150, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.808167  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.3668   , 99.9985   , 10.3668   , 99.2188   , 0         , 8.27778   , 15.3611   , 1080      , 1110      , 820       , 827.266   , 0         , 602.188   , 400.703   , 826.641   , 1009.77   , 870.469   , 0         , 0.703127  , 0.527345  , 0.546876  , 0.625002  , 0.859377  , 0         , 47.25     , 47.6953   , 104.883   , 103.688   , 29.8828   , 226.445   , 30.75     , 30.75     , 2.53067   , 36.75     , 37.5      , 0.845624  , 4.16458   , 0.966796  , 0.732421  , 0.366211  , 0         , 0.484436  , 0.949982  , 3.52941   , -0        , -0        , -0        , -0        , 0         , 0         , 0         , 13.8688   , -12       , 0         , 0         , 0         , 1         , 23.8266   , 44.8792   
    2.200, 0         , 0         , 0         , 0         , 0         , 0         , 0.8125    , 2         , 0.809388  , 0.99997   , 0.779755  , 0         , 0         , 0         , 0         , 0         , 1         , 0         , 10.495    , 99.9985   , 10.495    , 99.2188   , 0         , 8.3889    , 16.4167   , 1080      , 1110      , 820       , 827.266   , 0
